Step,DDPG-MADDPG_4_2 - Mean Episode Reward (Last 200 episodes),DDPG-MADDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MIN,DDPG-MADDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MAX
3323,-65.77635058890489,-55.77635058890489,-55.77635058890489
3326,-64.55061287318634,-54.550612873186346,-54.550612873186346
3329,-62.93215481279218,-52.93215481279218,-52.93215481279218
3332,-62.601366870360245,-52.601366870360245,-52.601366870360245
3335,-61.93263500533826,-51.93263500533826,-51.93263500533826
3338,-61.7979316791892,-51.7979316791892,-51.7979316791892
3341,-62.12212180146198,-52.12212180146198,-52.12212180146198
3344,-63.36330936083813,-53.36330936083813,-53.36330936083813
3347,-62.13834921535185,-52.13834921535185,-52.13834921535185
3350,-61.29493324835459,-51.29493324835459,-51.29493324835459
3353,-62.811514258226296,-52.811514258226296,-52.811514258226296
3356,-64.09032296397726,-54.09032296397726,-54.09032296397726
3359,-63.21564500920029,-53.21564500920029,-53.21564500920029
3362,-63.10439876277022,-53.10439876277022,-53.10439876277022
3365,-64.01585280465062,-54.01585280465063,-54.01585280465063
3368,-64.24690224473021,-54.24690224473021,-54.24690224473021
3371,-64.46012988506752,-54.46012988506751,-54.46012988506751
3374,-64.37746332891217,-54.37746332891217,-54.37746332891217
3377,-67.01333146098676,-57.01333146098676,-57.01333146098676
3380,-68.96763852896945,-58.967638528969445,-58.967638528969445
3383,-69.04419667217002,-59.04419667217001,-59.04419667217001
3386,-69.54791759598152,-59.54791759598152,-59.54791759598152
3389,-69.98404307986576,-59.98404307986576,-59.98404307986576
3392,-69.22284614188077,-59.222846141880765,-59.222846141880765
3395,-66.89683823651802,-56.89683823651802,-56.89683823651802
3398,-65.59974086376246,-55.59974086376246,-55.59974086376246
3401,-65.20629671584011,-55.20629671584011,-55.20629671584011
3404,-65.54011376728653,-55.54011376728652,-55.54011376728652
3407,-65.88257149527146,-55.882571495271456,-55.882571495271456
3410,-66.2747788526882,-56.27477885268819,-56.27477885268819
3413,-66.59223293835748,-56.59223293835748,-56.59223293835748
3416,-66.36476799084559,-56.36476799084559,-56.36476799084559
3419,-66.57310955721033,-56.57310955721034,-56.57310955721034
3422,-67.59719791551147,-57.59719791551147,-57.59719791551147
3425,-68.57104187198556,-58.57104187198556,-58.57104187198556
3428,-68.44562594758567,-58.44562594758567,-58.44562594758567
3431,-68.30710439615746,-58.30710439615746,-58.30710439615746
3434,-69.06832006967468,-59.06832006967469,-59.06832006967469
3437,-68.02518588262384,-58.02518588262384,-58.02518588262384
3440,-68.87948918841684,-58.87948918841684,-58.87948918841684
3443,-68.34568065918796,-58.34568065918796,-58.34568065918796
3446,-68.70171220066621,-58.7017122006662,-58.7017122006662
3449,-68.26925431925497,-58.269254319254976,-58.269254319254976
3452,-68.16301456931609,-58.16301456931609,-58.16301456931609
3455,-71.00626976596442,-61.00626976596442,-61.00626976596442
3458,-71.83928833172055,-61.83928833172056,-61.83928833172056
3461,-70.91482842669527,-60.91482842669526,-60.91482842669526
3464,-68.66255718314657,-58.662557183146575,-58.662557183146575
3467,-69.0227293382231,-59.0227293382231,-59.0227293382231
3470,-68.56909816303911,-58.56909816303912,-58.56909816303912
3473,-67.88982847044623,-57.88982847044623,-57.88982847044623
3476,-68.5709484933387,-58.57094849333871,-58.57094849333871
3479,-67.66003839692718,-57.66003839692718,-57.66003839692718
3482,-68.89259368469,-58.89259368469,-58.89259368469
3485,-69.18712386920295,-59.18712386920295,-59.18712386920295
3488,-69.06096176188923,-59.06096176188923,-59.06096176188923
3491,-69.22713798099747,-59.22713798099747,-59.22713798099747
3494,-69.60129200128796,-59.60129200128796,-59.60129200128796
3497,-68.20069066090517,-58.20069066090517,-58.20069066090517
3500,-67.10073260390365,-57.10073260390365,-57.10073260390365
3503,-65.84829522676839,-55.84829522676839,-55.84829522676839
3506,-64.32382131256418,-54.32382131256418,-54.32382131256418
3509,-64.36498636032368,-54.36498636032368,-54.36498636032368
3512,-64.37695818890603,-54.37695818890603,-54.37695818890603
3515,-64.34269255898337,-54.342692558983366,-54.342692558983366
3518,-64.07231872771136,-54.07231872771136,-54.07231872771136
3521,-63.26332131346307,-53.26332131346307,-53.26332131346307
3524,-62.73276027405249,-52.73276027405249,-52.73276027405249
3527,-63.21103086002832,-53.21103086002832,-53.21103086002832
3530,-61.721348512118176,-51.721348512118176,-51.721348512118176
3533,-61.19400399198003,-51.19400399198003,-51.19400399198003
3536,-61.66007778413682,-51.66007778413682,-51.66007778413682
3539,-62.018922835193926,-52.018922835193926,-52.018922835193926
3542,-62.3205368433304,-52.3205368433304,-52.3205368433304
3545,-63.63983898389108,-53.63983898389108,-53.63983898389108
3548,-64.7521111628611,-54.75211116286109,-54.75211116286109
3551,-65.70594056695884,-55.70594056695884,-55.70594056695884
3554,-65.99830773249664,-55.99830773249664,-55.99830773249664
3557,-66.00662971142734,-56.00662971142733,-56.00662971142733
3560,-66.2376492231545,-56.237649223154506,-56.237649223154506
3563,-65.86716069822629,-55.867160698226286,-55.867160698226286
3566,-64.81441375000122,-54.81441375000122,-54.81441375000122
3569,-63.80252272860078,-53.80252272860078,-53.80252272860078
3572,-63.64753101108321,-53.64753101108321,-53.64753101108321
3575,-64.58536246349979,-54.5853624634998,-54.5853624634998
3578,-64.65853830711555,-54.65853830711555,-54.65853830711555
3581,-63.70497078041564,-53.70497078041564,-53.70497078041564
3584,-63.006405412383245,-53.006405412383245,-53.006405412383245
3587,-62.5974933468132,-52.5974933468132,-52.5974933468132
3590,-61.06637087099166,-51.06637087099166,-51.06637087099166
3593,-60.686945104361456,-50.686945104361456,-50.686945104361456
3596,-61.18944741338613,-51.18944741338613,-51.18944741338613
3599,-59.90168320890157,-49.90168320890157,-49.90168320890157
3602,-61.707946950648754,-51.707946950648754,-51.707946950648754
3605,-61.5750190328676,-51.5750190328676,-51.5750190328676
3608,-64.6250435362971,-54.6250435362971,-54.6250435362971
3611,-65.13270104824278,-55.13270104824279,-55.13270104824279
3614,-66.00948451479549,-56.00948451479549,-56.00948451479549
3617,-65.44476751152722,-55.44476751152722,-55.44476751152722
3620,-65.26837923055277,-55.268379230552775,-55.268379230552775
3623,-66.34944248623844,-56.34944248623844,-56.34944248623844
3626,-66.4424126988053,-56.4424126988053,-56.4424126988053
3629,-66.67330977760213,-56.673309777602135,-56.673309777602135
3632,-66.92906137461799,-56.92906137461798,-56.92906137461798
3635,-67.69083762055226,-57.69083762055226,-57.69083762055226
3638,-66.97065452877862,-56.970654528778624,-56.970654528778624
3641,-67.4946757370474,-57.4946757370474,-57.4946757370474
3644,-67.63090552065486,-57.63090552065486,-57.63090552065486
3647,-67.57196391432959,-57.57196391432958,-57.57196391432958
3650,-68.12501863789396,-58.12501863789395,-58.12501863789395
3653,-68.12891475811841,-58.128914758118405,-58.128914758118405
3656,-67.03143288879505,-57.03143288879505,-57.03143288879505
3659,-65.82233737617182,-55.822337376171824,-55.822337376171824
3662,-64.9370414426337,-54.9370414426337,-54.9370414426337
3665,-66.3065745419682,-56.3065745419682,-56.3065745419682
3668,-65.49488474080673,-55.494884740806725,-55.494884740806725
3671,-63.72038338779407,-53.72038338779407,-53.72038338779407
3674,-64.86374398010467,-54.86374398010467,-54.86374398010467
3677,-64.55474468900829,-54.55474468900829,-54.55474468900829
3680,-65.54642948135385,-55.546429481353854,-55.546429481353854
3683,-65.34104643759247,-55.34104643759247,-55.34104643759247
3686,-63.42000774002876,-53.42000774002876,-53.42000774002876
3689,-62.72563715610067,-52.72563715610067,-52.72563715610067
3692,-62.29999902693887,-52.29999902693887,-52.29999902693887
3695,-61.47009664506616,-51.47009664506616,-51.47009664506616
3698,-61.41078005458108,-51.41078005458108,-51.41078005458108
3701,-60.60213415207094,-50.60213415207094,-50.60213415207094
3704,-62.68472413214112,-52.68472413214112,-52.68472413214112
3707,-61.981204408963634,-51.981204408963634,-51.981204408963634
3710,-61.3635235428067,-51.3635235428067,-51.3635235428067
3713,-61.4469006013536,-51.4469006013536,-51.4469006013536
3716,-60.71585003574716,-50.71585003574716,-50.71585003574716
3719,-60.95013037904823,-50.95013037904823,-50.95013037904823
3722,-62.189901843470686,-52.189901843470686,-52.189901843470686
3725,-60.716669414510925,-50.716669414510925,-50.716669414510925
3728,-62.76529976898562,-52.76529976898562,-52.76529976898562
3731,-63.06584035174372,-53.06584035174372,-53.06584035174372
3734,-64.36284628271957,-54.36284628271958,-54.36284628271958
3737,-64.70340583483166,-54.703405834831656,-54.703405834831656
3740,-63.93284949916615,-53.93284949916615,-53.93284949916615
3743,-62.47839789073716,-52.47839789073716,-52.47839789073716
3746,-64.22513483266769,-54.22513483266769,-54.22513483266769
3749,-63.46981981620522,-53.46981981620522,-53.46981981620522
3752,-63.68183512593239,-53.68183512593239,-53.68183512593239
3755,-63.46752896880117,-53.46752896880117,-53.46752896880117
3758,-62.33295379809423,-52.33295379809423,-52.33295379809423
3761,-62.31593263917659,-52.31593263917659,-52.31593263917659
3764,-61.975262127003774,-51.975262127003774,-51.975262127003774
3767,-62.97663745751688,-52.97663745751688,-52.97663745751688
3770,-62.53262565957239,-52.53262565957239,-52.53262565957239
3773,-63.69744980930557,-53.69744980930557,-53.69744980930557
3776,-62.79429072199369,-52.79429072199369,-52.79429072199369
3779,-64.3163812837285,-54.3163812837285,-54.3163812837285
3782,-62.823395639544025,-52.823395639544025,-52.823395639544025
3785,-63.79641052843223,-53.79641052843223,-53.79641052843223
3788,-64.58554003963656,-54.58554003963656,-54.58554003963656
3791,-66.00427257077786,-56.00427257077786,-56.00427257077786
3794,-65.41155430674533,-55.41155430674532,-55.41155430674532
3797,-67.0144078930027,-57.0144078930027,-57.0144078930027
3800,-66.82254926796844,-56.822549267968434,-56.822549267968434
3803,-66.51715222543473,-56.51715222543473,-56.51715222543473
3806,-64.95293211400353,-54.95293211400353,-54.95293211400353
3809,-64.48995052610411,-54.4899505261041,-54.4899505261041
3812,-63.21529760701053,-53.21529760701053,-53.21529760701053
3815,-62.85300673610501,-52.85300673610501,-52.85300673610501
3818,-64.06258851884559,-54.06258851884559,-54.06258851884559
3821,-64.01460410507147,-54.01460410507148,-54.01460410507148
3824,-64.28445807236325,-54.28445807236325,-54.28445807236325
3827,-64.04779784340754,-54.04779784340754,-54.04779784340754
3830,-64.06512377066741,-54.065123770667405,-54.065123770667405
3833,-64.8342844438472,-54.8342844438472,-54.8342844438472
3836,-64.91503225423887,-54.91503225423887,-54.91503225423887
3839,-65.32895528282111,-55.32895528282111,-55.32895528282111
3842,-66.24565671270389,-56.24565671270389,-56.24565671270389
3845,-66.8221790353615,-56.82217903536151,-56.82217903536151
3848,-66.44316377199226,-56.44316377199227,-56.44316377199227
3851,-67.38657482606766,-57.38657482606765,-57.38657482606765
3854,-67.38688645093794,-57.38688645093793,-57.38688645093793
3857,-67.23369336162797,-57.23369336162797,-57.23369336162797
3860,-66.867693029343,-56.86769302934301,-56.86769302934301
3863,-67.30799139144733,-57.30799139144734,-57.30799139144734
3866,-68.01890292726395,-58.01890292726395,-58.01890292726395
3869,-67.59052565914328,-57.59052565914329,-57.59052565914329
3872,-68.25001125381621,-58.25001125381621,-58.25001125381621
3875,-67.91132296026436,-57.91132296026435,-57.91132296026435
3878,-68.39926320267315,-58.399263202673154,-58.399263202673154
3881,-68.63889638172242,-58.63889638172242,-58.63889638172242
3884,-68.7689128752242,-58.7689128752242,-58.7689128752242
3887,-69.59257393664514,-59.59257393664514,-59.59257393664514
3890,-70.5793840305262,-60.57938403052621,-60.57938403052621
3893,-69.16400279002153,-59.164002790021534,-59.164002790021534
3896,-67.38431486456398,-57.38431486456397,-57.38431486456397
3899,-67.78754149886308,-57.78754149886308,-57.78754149886308
3902,-67.98483784407034,-57.984837844070334,-57.984837844070334
3905,-67.64220004589333,-57.64220004589334,-57.64220004589334
3908,-68.47412769701413,-58.474127697014126,-58.474127697014126
3911,-70.09650625374897,-60.09650625374897,-60.09650625374897
3914,-69.72890654614062,-59.72890654614062,-59.72890654614062
3917,-68.79960531460699,-58.799605314607,-58.799605314607
3920,-71.11300600968583,-61.11300600968583,-61.11300600968583
3923,-71.28619271276628,-61.28619271276628,-61.28619271276628
3926,-71.82298911373968,-61.82298911373969,-61.82298911373969
3929,-73.09700556918813,-63.09700556918812,-63.09700556918812
3932,-74.35516347919345,-64.35516347919345,-64.35516347919345
3935,-76.3208476724012,-66.3208476724012,-66.3208476724012
3938,-77.663177981496,-67.663177981496,-67.663177981496
3941,-77.92177552758316,-67.92177552758316,-67.92177552758316
3944,-77.30975261485862,-67.30975261485862,-67.30975261485862
3947,-78.51500351352357,-68.51500351352357,-68.51500351352357
3950,-79.04250254480809,-69.04250254480809,-69.04250254480809
3953,-78.98695955063369,-68.98695955063369,-68.98695955063369
3956,-78.87872477529405,-68.87872477529405,-68.87872477529405
3959,-80.0492077552983,-70.0492077552983,-70.0492077552983
3962,-79.25604481702786,-69.25604481702786,-69.25604481702786
3965,-79.75915714905864,-69.75915714905864,-69.75915714905864
3968,-79.7934174655476,-69.7934174655476,-69.7934174655476
3971,-79.13444132444627,-69.13444132444627,-69.13444132444627
3974,-78.70088776350964,-68.70088776350964,-68.70088776350964
3977,-77.25598726593601,-67.25598726593601,-67.25598726593601
3980,-75.98542895925219,-65.98542895925219,-65.98542895925219
3983,-76.05151248603471,-66.05151248603471,-66.05151248603471
3986,-75.28242881406837,-65.28242881406837,-65.28242881406837
3989,-75.05188433811686,-65.05188433811686,-65.05188433811686
3992,-75.89063158811676,-65.89063158811676,-65.89063158811676
3995,-77.49762074064725,-67.49762074064725,-67.49762074064725
3998,-77.76416657157922,-67.76416657157922,-67.76416657157922
4001,-77.70900310828706,-67.70900310828706,-67.70900310828706
4004,-77.80575859898228,-67.80575859898228,-67.80575859898228
4007,-78.97544260638712,-68.97544260638712,-68.97544260638712
4010,-79.26282817317642,-69.26282817317642,-69.26282817317642
4013,-80.01898123350044,-70.01898123350044,-70.01898123350044
4016,-81.01590625006436,-71.01590625006436,-71.01590625006436
4019,-81.41954864856194,-71.41954864856194,-71.41954864856194
4022,-82.57870642143699,-72.57870642143699,-72.57870642143699
4025,-81.0101345970908,-71.0101345970908,-71.0101345970908
4028,-81.39540791946293,-71.39540791946293,-71.39540791946293
4031,-81.07592707254746,-71.07592707254746,-71.07592707254746
4034,-80.02380942161973,-70.02380942161973,-70.02380942161973
4037,-82.01212890037955,-72.01212890037955,-72.01212890037955
4040,-80.27987007273869,-70.27987007273869,-70.27987007273869
4043,-80.10657336404147,-70.10657336404147,-70.10657336404147
4046,-81.13908954765895,-71.13908954765895,-71.13908954765895
4049,-81.1355072757355,-71.1355072757355,-71.1355072757355
4052,-81.18823279694757,-71.18823279694757,-71.18823279694757
4055,-81.50032282779917,-71.50032282779917,-71.50032282779917
4058,-81.64439212349627,-71.64439212349627,-71.64439212349627
4061,-81.6176463113519,-71.6176463113519,-71.6176463113519
4064,-84.61748180708165,-74.61748180708165,-74.61748180708165
4067,-83.96956332384867,-73.96956332384867,-73.96956332384867
4070,-84.38482824684856,-74.38482824684856,-74.38482824684856
4073,-83.53518146496657,-73.53518146496657,-73.53518146496657
4076,-83.16775338603433,-73.16775338603433,-73.16775338603433
4079,-83.0978893285068,-73.0978893285068,-73.0978893285068
4082,-81.7357867320685,-71.7357867320685,-71.7357867320685
4085,-82.50525204053932,-72.50525204053932,-72.50525204053932
4088,-82.77108961551697,-72.77108961551697,-72.77108961551697
4091,-81.6631760352423,-71.6631760352423,-71.6631760352423
4094,-80.87375022990108,-70.87375022990108,-70.87375022990108
4097,-82.29742197520842,-72.29742197520842,-72.29742197520842
4100,-81.94307628627537,-71.94307628627537,-71.94307628627537
4103,-81.68504624913588,-71.68504624913588,-71.68504624913588
4106,-83.15175771689923,-73.15175771689923,-73.15175771689923
4109,-84.00927632244911,-74.00927632244911,-74.00927632244911
4112,-83.47669853441785,-73.47669853441785,-73.47669853441785
4115,-83.32032985390083,-73.32032985390083,-73.32032985390083
4118,-83.05771293462303,-73.05771293462303,-73.05771293462303
4121,-82.62731414419274,-72.62731414419274,-72.62731414419274
4124,-83.25329583095318,-73.25329583095318,-73.25329583095318
4127,-83.09932116315,-73.09932116315,-73.09932116315
4130,-84.56286560735352,-74.56286560735352,-74.56286560735352
4133,-85.2411382082327,-75.2411382082327,-75.2411382082327
4136,-84.4432772113921,-74.4432772113921,-74.4432772113921
4139,-85.6602884586071,-75.6602884586071,-75.6602884586071
4142,-85.26079951460734,-75.26079951460734,-75.26079951460734
4145,-84.98234726226137,-74.98234726226137,-74.98234726226137
4148,-84.28398540589598,-74.28398540589598,-74.28398540589598
4151,-83.30378550723586,-73.30378550723586,-73.30378550723586
4154,-83.06229155549296,-73.06229155549296,-73.06229155549296
4157,-84.14167954977586,-74.14167954977586,-74.14167954977586
4160,-85.1889349299781,-75.1889349299781,-75.1889349299781
4163,-85.48903300347376,-75.48903300347376,-75.48903300347376
4166,-87.25950351284585,-77.25950351284585,-77.25950351284585
4169,-87.06669274816996,-77.06669274816996,-77.06669274816996
4172,-87.18864374771947,-77.18864374771947,-77.18864374771947
4175,-86.48474504780319,-76.48474504780319,-76.48474504780319
4178,-86.77572361881636,-76.77572361881636,-76.77572361881636
4181,-87.76985819509085,-77.76985819509085,-77.76985819509085
4184,-88.2662416925514,-78.2662416925514,-78.2662416925514
4187,-88.71207139203821,-78.71207139203821,-78.71207139203821
4190,-90.49396610111513,-80.49396610111513,-80.49396610111513
4193,-90.67594780208182,-80.67594780208182,-80.67594780208182
4196,-89.39860775481418,-79.39860775481418,-79.39860775481418
4199,-89.89675323279003,-79.89675323279003,-79.89675323279003
4202,-89.112557811778,-79.112557811778,-79.112557811778
4205,-88.36202359198829,-78.36202359198829,-78.36202359198829
4208,-87.84800931235559,-77.84800931235559,-77.84800931235559
4211,-87.60948868367277,-77.60948868367277,-77.60948868367277
4214,-87.41466451155955,-77.41466451155955,-77.41466451155955
4217,-86.41071908464029,-76.41071908464029,-76.41071908464029
4220,-85.77182098153052,-75.77182098153052,-75.77182098153052
4223,-83.70357675063696,-73.70357675063696,-73.70357675063696
4226,-83.4839004606976,-73.4839004606976,-73.4839004606976
4229,-83.71925335212477,-73.71925335212477,-73.71925335212477
4232,-82.8044779421398,-72.8044779421398,-72.8044779421398
4235,-82.49753172524598,-72.49753172524598,-72.49753172524598
4238,-83.11797783647303,-73.11797783647303,-73.11797783647303
4241,-82.41096130253699,-72.41096130253699,-72.41096130253699
4244,-83.03646100379127,-73.03646100379127,-73.03646100379127
4247,-83.70068031616556,-73.70068031616556,-73.70068031616556
4250,-83.78530164404584,-73.78530164404584,-73.78530164404584
4253,-84.29958914438058,-74.29958914438058,-74.29958914438058
4256,-85.03289286727203,-75.03289286727203,-75.03289286727203
4259,-85.72949913892536,-75.72949913892536,-75.72949913892536
4262,-85.75632168796123,-75.75632168796123,-75.75632168796123
4265,-85.46217134958448,-75.46217134958448,-75.46217134958448
4268,-86.26378515911385,-76.26378515911385,-76.26378515911385
4271,-86.13115008276787,-76.13115008276787,-76.13115008276787
4274,-85.81079157682944,-75.81079157682944,-75.81079157682944
4277,-85.26100387698077,-75.26100387698077,-75.26100387698077
4280,-85.75235060492948,-75.75235060492948,-75.75235060492948
4283,-86.60477275133088,-76.60477275133088,-76.60477275133088
4286,-86.0906667368268,-76.0906667368268,-76.0906667368268
4289,-86.83224990068095,-76.83224990068095,-76.83224990068095
4292,-86.46252397228963,-76.46252397228963,-76.46252397228963
4295,-86.34004842722679,-76.34004842722679,-76.34004842722679
4298,-86.60695095102939,-76.60695095102939,-76.60695095102939
4301,-87.1032992530764,-77.1032992530764,-77.1032992530764
4304,-86.12083082080726,-76.12083082080726,-76.12083082080726
4307,-86.08131207656464,-76.08131207656464,-76.08131207656464
4310,-85.31728167881278,-75.31728167881278,-75.31728167881278
4313,-86.4386328056396,-76.4386328056396,-76.4386328056396
4316,-86.15263288763127,-76.15263288763127,-76.15263288763127
4319,-85.0299154277043,-75.0299154277043,-75.0299154277043
4322,-84.57424823914874,-74.57424823914874,-74.57424823914874
4325,-85.30001109428036,-75.30001109428036,-75.30001109428036
4328,-83.91807121176676,-73.91807121176676,-73.91807121176676
4331,-83.9340394139978,-73.9340394139978,-73.9340394139978
4334,-82.92245239279693,-72.92245239279693,-72.92245239279693
4337,-83.08211173731536,-73.08211173731536,-73.08211173731536
4340,-83.36094877425289,-73.36094877425289,-73.36094877425289
4343,-84.57920983008884,-74.57920983008884,-74.57920983008884
4346,-82.27623482414734,-72.27623482414734,-72.27623482414734
4349,-82.68134034543746,-72.68134034543746,-72.68134034543746
4352,-82.92248427447556,-72.92248427447556,-72.92248427447556
4355,-84.70286376449921,-74.70286376449921,-74.70286376449921
4358,-85.89780039873521,-75.89780039873521,-75.89780039873521
4361,-87.08704836566334,-77.08704836566334,-77.08704836566334
4364,-86.550045923682,-76.550045923682,-76.550045923682
4367,-85.9652448937636,-75.9652448937636,-75.9652448937636
4370,-85.33324793205439,-75.33324793205439,-75.33324793205439
4373,-85.409310560434,-75.409310560434,-75.409310560434
4376,-85.6631673663751,-75.6631673663751,-75.6631673663751
4379,-85.28283257330472,-75.28283257330472,-75.28283257330472
4382,-85.62736316603986,-75.62736316603986,-75.62736316603986
4385,-85.23393581303591,-75.23393581303591,-75.23393581303591
4388,-84.23217854678408,-74.23217854678408,-74.23217854678408
4391,-83.9743938764719,-73.9743938764719,-73.9743938764719
4394,-84.6527875006015,-74.6527875006015,-74.6527875006015
4397,-84.78549236444768,-74.78549236444768,-74.78549236444768
4400,-84.16137669121329,-74.16137669121329,-74.16137669121329
4403,-83.3141107745523,-73.3141107745523,-73.3141107745523
4406,-85.54503326410166,-75.54503326410166,-75.54503326410166
4409,-85.80329748753965,-75.80329748753965,-75.80329748753965
4412,-86.37096790091097,-76.37096790091097,-76.37096790091097
4415,-85.51343603752062,-75.51343603752062,-75.51343603752062
4418,-85.00964644368737,-75.00964644368737,-75.00964644368737
4421,-84.31585856943447,-74.31585856943447,-74.31585856943447
4424,-83.61949265950088,-73.61949265950088,-73.61949265950088
4427,-83.94830705049755,-73.94830705049755,-73.94830705049755
4430,-83.87934775702965,-73.87934775702965,-73.87934775702965
4433,-83.24586930631341,-73.24586930631341,-73.24586930631341
4436,-82.68258071775995,-72.68258071775995,-72.68258071775995
4439,-82.58037725924993,-72.58037725924993,-72.58037725924993
4442,-81.55691901186913,-71.55691901186913,-71.55691901186913
4445,-79.48240180613865,-69.48240180613865,-69.48240180613865
4448,-79.94259121702329,-69.94259121702329,-69.94259121702329
4451,-78.32144379788592,-68.32144379788592,-68.32144379788592
4454,-77.50909785925106,-67.50909785925106,-67.50909785925106
4457,-76.48775459987866,-66.48775459987866,-66.48775459987866
4460,-75.89770788148091,-65.89770788148091,-65.89770788148091
4463,-75.46468266333544,-65.46468266333544,-65.46468266333544
4466,-74.16198547798933,-64.16198547798933,-64.16198547798933
4469,-75.45056166996446,-65.45056166996446,-65.45056166996446
4472,-75.54449677375874,-65.54449677375874,-65.54449677375874
4475,-76.22012176930737,-66.22012176930737,-66.22012176930737
4478,-76.08514801934797,-66.08514801934797,-66.08514801934797
4481,-76.38563942951028,-66.38563942951028,-66.38563942951028
4484,-76.7659911032476,-66.7659911032476,-66.7659911032476
4487,-76.82967853449158,-66.82967853449158,-66.82967853449158
4490,-76.98028198930615,-66.98028198930615,-66.98028198930615
4493,-77.01437647320198,-67.01437647320198,-67.01437647320198
4496,-76.89777272315472,-66.89777272315472,-66.89777272315472
4499,-77.27030243681006,-67.27030243681006,-67.27030243681006
4502,-77.38533283983797,-67.38533283983797,-67.38533283983797
4505,-68.94015186312267,-68.94015186312267,-68.94015186312267
4508,-67.88378399623257,-67.88378399623257,-67.88378399623257
4511,-67.01006911031827,-67.01006911031827,-67.01006911031827
4514,-66.91538255001088,-66.91538255001088,-66.91538255001088
4517,-67.7100870403931,-67.7100870403931,-67.7100870403931
4520,-66.89154031555074,-66.89154031555074,-66.89154031555074
4523,-65.217686697286,-65.217686697286,-65.217686697286
4526,-64.8723684074493,-64.8723684074493,-64.8723684074493
4529,-64.61726994637444,-64.61726994637444,-64.61726994637444
4532,-63.47757008409028,-63.47757008409028,-63.47757008409028
4535,-62.42893659795482,-62.42893659795482,-62.42893659795482
4538,-61.99987567754668,-61.99987567754668,-61.99987567754668
4541,-60.30115044202762,-60.30115044202762,-60.30115044202762
4544,-59.24924081671799,-59.24924081671799,-59.24924081671799
4547,-59.25874353549757,-59.25874353549757,-59.25874353549757
4550,-59.464543305393526,-59.464543305393526,-59.464543305393526
4553,-58.90636517433747,-58.90636517433747,-58.90636517433747
4556,-58.6598426871745,-58.6598426871745,-58.6598426871745
4559,-57.38558661533782,-57.38558661533782,-57.38558661533782
4562,-58.5750702098007,-58.5750702098007,-58.5750702098007
4565,-57.97910930810136,-57.97910930810136,-57.97910930810136
4568,-58.027117679680856,-58.027117679680856,-58.027117679680856
4571,-57.82669664785882,-57.82669664785882,-57.82669664785882
4574,-57.23767333610286,-57.23767333610286,-57.23767333610286
4577,-57.1762778131387,-57.1762778131387,-57.1762778131387
4580,-57.28622634789771,-57.28622634789771,-57.28622634789771
4583,-57.0968857459423,-57.0968857459423,-57.0968857459423
4586,-57.565493926036,-57.565493926036,-57.565493926036
4589,-58.07333969079664,-58.07333969079664,-58.07333969079664
4592,-57.70308144136882,-57.70308144136882,-57.70308144136882
4595,-57.24540480890897,-57.24540480890897,-57.24540480890897
4598,-57.44934919080949,-57.44934919080949,-57.44934919080949
4601,-57.855093194947706,-57.855093194947706,-57.855093194947706
4604,-57.65629214020842,-57.65629214020842,-57.65629214020842
4607,-57.03692635889738,-57.03692635889738,-57.03692635889738
4610,-56.92759566079688,-56.92759566079688,-56.92759566079688
4613,-55.59612059647102,-55.59612059647102,-55.59612059647102
4616,-53.76984017740967,-53.76984017740967,-53.76984017740967
4619,-53.294151164190914,-53.294151164190914,-53.294151164190914
4622,-53.33187665493719,-53.33187665493719,-53.33187665493719
4625,-53.903820028139016,-53.903820028139016,-53.903820028139016
4628,-52.984296667687296,-52.984296667687296,-52.984296667687296
4631,-53.57657772165928,-53.57657772165928,-53.57657772165928
4634,-53.3625843923442,-53.3625843923442,-53.3625843923442
4637,-52.46489323460403,-52.46489323460403,-52.46489323460403
4640,-54.02172882918932,-54.02172882918932,-54.02172882918932
4643,-54.56606721570344,-54.56606721570344,-54.56606721570344
4646,-53.1260099076876,-53.1260099076876,-53.1260099076876
4649,-54.47573345588151,-54.47573345588151,-54.47573345588151
4652,-53.24685947873696,-53.24685947873696,-53.24685947873696
4655,-52.03783906579399,-52.03783906579399,-52.03783906579399
4658,-51.65081181159911,-51.65081181159911,-51.65081181159911
4661,-52.60110346803522,-52.60110346803522,-52.60110346803522
4664,-52.01473795577882,-52.01473795577882,-52.01473795577882
4667,-51.66513709689528,-51.66513709689528,-51.66513709689528
4670,-51.87995280991097,-51.87995280991097,-51.87995280991097
4673,-52.949190741360525,-52.949190741360525,-52.949190741360525
4676,-52.513442835286575,-52.513442835286575,-52.513442835286575
4679,-53.24533721458163,-53.24533721458163,-53.24533721458163
4682,-54.59647657286533,-54.59647657286533,-54.59647657286533
4685,-52.63683717525489,-52.63683717525489,-52.63683717525489
4688,-52.62681283036717,-52.62681283036717,-52.62681283036717
4691,-54.01344958130719,-54.01344958130719,-54.01344958130719
4694,-54.93992838178221,-54.93992838178221,-54.93992838178221
4697,-55.20310021899873,-55.20310021899873,-55.20310021899873
4700,-55.26180652055407,-55.26180652055407,-55.26180652055407
4703,-56.23715614885405,-56.23715614885405,-56.23715614885405
4706,-55.782517479756855,-55.782517479756855,-55.782517479756855
4709,-55.06459149547807,-55.06459149547807,-55.06459149547807
