"Step","DDPG_DDPG_3_1 - Mean Episode Reward (Last 200 episodes)","DDPG_DDPG_3_1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG_DDPG_3_1 - Mean Episode Reward (Last 200 episodes)__MAX"
"1052","-2.4756076155983937","-2.4756076155983937","-2.4756076155983937"
"1053","-2.629060808442926","-2.629060808442926","-2.629060808442926"
"1054","-2.664365655094943","-2.664365655094943","-2.664365655094943"
"1055","-2.926840138712961","-2.926840138712961","-2.926840138712961"
"1056","-3.227264012034019","-3.227264012034019","-3.227264012034019"
"1057","-3.202760250781265","-3.202760250781265","-3.202760250781265"
"1058","-3.148503658122649","-3.148503658122649","-3.148503658122649"
"1059","-3.118845130371219","-3.118845130371219","-3.118845130371219"
"1060","-3.2017567698978167","-3.2017567698978167","-3.2017567698978167"
"1061","-3.2881101242451","-3.2881101242451","-3.2881101242451"
"1062","-3.5024725652034583","-3.5024725652034583","-3.5024725652034583"
"1063","-3.4746781559384243","-3.4746781559384243","-3.4746781559384243"
"1064","-3.594851373394802","-3.594851373394802","-3.594851373394802"
"1065","-3.8132749282414435","-3.8132749282414435","-3.8132749282414435"
"1066","-3.792920310670106","-3.792920310670106","-3.792920310670106"
"1067","-3.79106281005946","-3.79106281005946","-3.79106281005946"
"1068","-3.490300800425096","-3.490300800425096","-3.490300800425096"
"1069","-3.6179950122272597","-3.6179950122272597","-3.6179950122272597"
"1070","-3.9755802355554097","-3.9755802355554097","-3.9755802355554097"
"1071","-4.171209622175209","-4.171209622175209","-4.171209622175209"
"1072","-4.285616242875114","-4.285616242875114","-4.285616242875114"
"1073","-3.7855350044237652","-3.7855350044237652","-3.7855350044237652"
"1074","-4.034790184593782","-4.034790184593782","-4.034790184593782"
"1075","-4.042380320509603","-4.042380320509603","-4.042380320509603"
"1076","-3.3423445981525366","-3.3423445981525366","-3.3423445981525366"
"1077","-3.2210279058447013","-3.2210279058447013","-3.2210279058447013"
"1078","-3.543695377439187","-3.543695377439187","-3.543695377439187"
"1079","-3.5599881576878043","-3.5599881576878043","-3.5599881576878043"
"1080","-3.440189851625547","-3.440189851625547","-3.440189851625547"
"1081","-3.3172338331834714","-3.3172338331834714","-3.3172338331834714"
"1082","-3.1943062347161337","-3.1943062347161337","-3.1943062347161337"
"1083","-3.6463241162445272","-3.6463241162445272","-3.6463241162445272"
"1084","-3.6430399509761817","-3.6430399509761817","-3.6430399509761817"
"1085","-3.679728014291735","-3.679728014291735","-3.679728014291735"
"1086","-3.352700191825801","-3.352700191825801","-3.352700191825801"
"1087","-3.3883418316113825","-3.3883418316113825","-3.3883418316113825"
"1088","-3.1838556669717417","-3.1838556669717417","-3.1838556669717417"
"1089","-3.164767882447972","-3.164767882447972","-3.164767882447972"
"1090","-3.210302541159013","-3.210302541159013","-3.210302541159013"
"1091","-3.208977534664316","-3.208977534664316","-3.208977534664316"
"1092","-3.372101883754266","-3.372101883754266","-3.372101883754266"
"1093","-3.438493227230987","-3.438493227230987","-3.438493227230987"
"1094","-3.325768466952281","-3.325768466952281","-3.325768466952281"
"1095","-3.5226545852618893","-3.5226545852618893","-3.5226545852618893"
"1096","-3.431319771045665","-3.431319771045665","-3.431319771045665"
"1097","-3.7416055982922467","-3.7416055982922467","-3.7416055982922467"
"1098","-3.8914085017844373","-3.8914085017844373","-3.8914085017844373"
"1099","-3.853984053346551","-3.853984053346551","-3.853984053346551"
"1100","-3.8302403871448645","-3.8302403871448645","-3.8302403871448645"
"1101","-3.869073700878815","-3.869073700878815","-3.869073700878815"
"1102","-3.508017814711871","-3.508017814711871","-3.508017814711871"
"1103","-3.524380173514181","-3.524380173514181","-3.524380173514181"
"1104","-3.543550503351656","-3.543550503351656","-3.543550503351656"
"1105","-3.533617345891199","-3.533617345891199","-3.533617345891199"
"1106","-3.611843506499067","-3.611843506499067","-3.611843506499067"
"1107","-3.4165614805998565","-3.4165614805998565","-3.4165614805998565"
"1108","-3.453914175374131","-3.453914175374131","-3.453914175374131"
"1109","-3.339589144703507","-3.339589144703507","-3.339589144703507"
"1110","-3.113912630298365","-3.113912630298365","-3.113912630298365"
"1111","-2.836044348081119","-2.836044348081119","-2.836044348081119"
"1112","-2.8725903096622925","-2.8725903096622925","-2.8725903096622925"
"1113","-3.208409363248145","-3.208409363248145","-3.208409363248145"
"1114","-3.1886747550152217","-3.1886747550152217","-3.1886747550152217"
"1115","-2.9702701335508084","-2.9702701335508084","-2.9702701335508084"
"1116","-3.1070977255294774","-3.1070977255294774","-3.1070977255294774"
"1117","-3.0767058055330905","-3.0767058055330905","-3.0767058055330905"
"1118","-3.0930306867014217","-3.0930306867014217","-3.0930306867014217"
"1119","-3.202169085872211","-3.202169085872211","-3.202169085872211"
"1120","-3.274159668752101","-3.274159668752101","-3.274159668752101"
"1121","-3.2851641979400013","-3.2851641979400013","-3.2851641979400013"
"1122","-3.4479376147333185","-3.4479376147333185","-3.4479376147333185"
"1123","-3.6416379113360664","-3.6416379113360664","-3.6416379113360664"
"1124","-3.6496612000715105","-3.6496612000715105","-3.6496612000715105"
"1125","-3.3819972895883916","-3.3819972895883916","-3.3819972895883916"
"1126","-3.140653637023681","-3.140653637023681","-3.140653637023681"
"1127","-3.352380718045178","-3.352380718045178","-3.352380718045178"
"1128","-3.5623850123974115","-3.5623850123974115","-3.5623850123974115"
"1129","-3.5975406810212047","-3.5975406810212047","-3.5975406810212047"
"1130","-3.6116987443375637","-3.6116987443375637","-3.6116987443375637"
"1131","-3.7440806663064286","-3.7440806663064286","-3.7440806663064286"
"1132","-4.020708618292129","-4.020708618292129","-4.020708618292129"
"1133","-4.012920396209093","-4.012920396209093","-4.012920396209093"
"1134","-4.074652804967522","-4.074652804967522","-4.074652804967522"
"1135","-4.039311310524172","-4.039311310524172","-4.039311310524172"
"1136","-4.021681397736263","-4.021681397736263","-4.021681397736263"
"1137","-4.046538510029369","-4.046538510029369","-4.046538510029369"
"1138","-3.968861538750085","-3.968861538750085","-3.968861538750085"
"1139","-3.969622727037855","-3.969622727037855","-3.969622727037855"
"1140","-3.4086373435322908","-3.4086373435322908","-3.4086373435322908"
"1141","-3.847966672117493","-3.847966672117493","-3.847966672117493"
"1142","-3.805062560910887","-3.805062560910887","-3.805062560910887"
"1143","-3.6895809075122883","-3.6895809075122883","-3.6895809075122883"
"1144","-3.6878843826028214","-3.6878843826028214","-3.6878843826028214"
"1145","-3.2245281931574308","-3.2245281931574308","-3.2245281931574308"
"1146","-3.250277625443962","-3.250277625443962","-3.250277625443962"
"1147","-3.8627695931473847","-3.8627695931473847","-3.8627695931473847"
"1148","-3.7553797357747185","-3.7553797357747185","-3.7553797357747185"
"1149","-3.501354699677733","-3.501354699677733","-3.501354699677733"
"1150","-3.484478821298451","-3.484478821298451","-3.484478821298451"
"1151","-3.278233253997789","-3.278233253997789","-3.278233253997789"
"1152","-3.0094797398792767","-3.0094797398792767","-3.0094797398792767"
"1153","-3.0394133048354637","-3.0394133048354637","-3.0394133048354637"
"1154","-3.2536174688874437","-3.2536174688874437","-3.2536174688874437"
"1155","-3.167407902065919","-3.167407902065919","-3.167407902065919"
"1156","-2.80873637959322","-2.80873637959322","-2.80873637959322"
"1157","-2.923736216652172","-2.923736216652172","-2.923736216652172"
"1158","-3.3883158278762924","-3.3883158278762924","-3.3883158278762924"
"1159","-3.4978530715782394","-3.4978530715782394","-3.4978530715782394"
"1160","-3.4685554792044297","-3.4685554792044297","-3.4685554792044297"
"1161","-3.3577103162413033","-3.3577103162413033","-3.3577103162413033"
"1162","-3.3941779227916116","-3.3941779227916116","-3.3941779227916116"
"1163","-3.5874928573245217","-3.5874928573245217","-3.5874928573245217"
"1164","-3.4478756091956813","-3.4478756091956813","-3.4478756091956813"
"1165","-3.2976668955568256","-3.2976668955568256","-3.2976668955568256"
"1166","-3.122043827820611","-3.122043827820611","-3.122043827820611"
"1167","-3.1021896676441827","-3.1021896676441827","-3.1021896676441827"
"1168","-3.108117696427185","-3.108117696427185","-3.108117696427185"
"1169","-3.1022375750253364","-3.1022375750253364","-3.1022375750253364"
"1170","-3.504583486912927","-3.504583486912927","-3.504583486912927"
"1171","-3.864902692215464","-3.864902692215464","-3.864902692215464"
"1172","-3.8300781365710033","-3.8300781365710033","-3.8300781365710033"
"1173","-3.828756261029409","-3.828756261029409","-3.828756261029409"
"1174","-3.9242907648175644","-3.9242907648175644","-3.9242907648175644"
"1175","-3.954770682518989","-3.954770682518989","-3.954770682518989"
"1176","-3.85972967993097","-3.85972967993097","-3.85972967993097"
"1177","-3.922070634285888","-3.922070634285888","-3.922070634285888"
"1178","-3.5754572657494346","-3.5754572657494346","-3.5754572657494346"
"1179","-3.1328768915851906","-3.1328768915851906","-3.1328768915851906"
"1180","-3.3521665895145376","-3.3521665895145376","-3.3521665895145376"
"1181","-3.587010709645887","-3.587010709645887","-3.587010709645887"
"1182","-4.277953712320253","-4.277953712320253","-4.277953712320253"
"1183","-4.333460138804113","-4.333460138804113","-4.333460138804113"
"1184","-4.285686051097063","-4.285686051097063","-4.285686051097063"
"1185","-4.432845531632368","-4.432845531632368","-4.432845531632368"
"1186","-4.6153025807355705","-4.6153025807355705","-4.6153025807355705"
"1187","-4.546449361325062","-4.546449361325062","-4.546449361325062"
"1188","-5.1544201118658135","-5.1544201118658135","-5.1544201118658135"
"1189","-5.079173926245872","-5.079173926245872","-5.079173926245872"
"1190","-6.1472431599753055","-6.1472431599753055","-6.1472431599753055"
"1191","-6.109220020317716","-6.109220020317716","-6.109220020317716"
"1192","-6.1339049695230425","-6.1339049695230425","-6.1339049695230425"
"1193","-6.140272061021761","-6.140272061021761","-6.140272061021761"
"1194","-6.244392288578584","-6.244392288578584","-6.244392288578584"
"1195","-6.588942727595978","-6.588942727595978","-6.588942727595978"
"1196","-6.678003622354058","-6.678003622354058","-6.678003622354058"
"1197","-6.727612228064126","-6.727612228064126","-6.727612228064126"
"1198","-7.056269036379138","-7.056269036379138","-7.056269036379138"
"1199","-7.288754911476451","-7.288754911476451","-7.288754911476451"
"1200","-7.289735689772005","-7.289735689772005","-7.289735689772005"
"1201","-7.9076930607075715","-7.9076930607075715","-7.9076930607075715"
"1202","-7.814044993844043","-7.814044993844043","-7.814044993844043"
"1203","-8.024383580304123","-8.024383580304123","-8.024383580304123"
"1204","-8.301159670644074","-8.301159670644074","-8.301159670644074"
"1205","-8.723243404231278","-8.723243404231278","-8.723243404231278"
"1206","-8.749168039847378","-8.749168039847378","-8.749168039847378"
"1207","-8.753357009620554","-8.753357009620554","-8.753357009620554"
"1208","-9.260879762193918","-9.260879762193918","-9.260879762193918"
"1209","-9.108586106698647","-9.108586106698647","-9.108586106698647"
"1210","-8.825514843071389","-8.825514843071389","-8.825514843071389"
"1211","-9.119306288249291","-9.119306288249291","-9.119306288249291"
"1212","-9.179006624123906","-9.179006624123906","-9.179006624123906"
"1213","-9.313669979809614","-9.313669979809614","-9.313669979809614"
"1214","-9.37358972730297","-9.37358972730297","-9.37358972730297"
"1215","-9.67121098535542","-9.67121098535542","-9.67121098535542"
"1216","-9.729203844027484","-9.729203844027484","-9.729203844027484"
"1217","-9.455910614171524","-9.455910614171524","-9.455910614171524"
"1218","-9.453675211388099","-9.453675211388099","-9.453675211388099"
"1219","-9.174833020394827","-9.174833020394827","-9.174833020394827"
"1220","-9.197355982556356","-9.197355982556356","-9.197355982556356"
"1221","-9.169625288226078","-9.169625288226078","-9.169625288226078"
"1222","-8.940300776851268","-8.940300776851268","-8.940300776851268"
"1223","-8.863453319853438","-8.863453319853438","-8.863453319853438"
"1224","-9.202734783485306","-9.202734783485306","-9.202734783485306"
"1225","-9.19799225428591","-9.19799225428591","-9.19799225428591"
"1226","-9.376870409243734","-9.376870409243734","-9.376870409243734"
"1227","-9.473403890210008","-9.473403890210008","-9.473403890210008"
"1228","-8.979657877762572","-8.979657877762572","-8.979657877762572"
"1229","-8.847759513233713","-8.847759513233713","-8.847759513233713"
"1230","-8.809321226882002","-8.809321226882002","-8.809321226882002"
"1231","-9.117888103137359","-9.117888103137359","-9.117888103137359"
"1232","-9.11745817959875","-9.11745817959875","-9.11745817959875"
"1233","-9.333835115293123","-9.333835115293123","-9.333835115293123"
"1234","-9.516533756652402","-9.516533756652402","-9.516533756652402"
"1235","-9.171317566771739","-9.171317566771739","-9.171317566771739"
"1236","-9.403827631515338","-9.403827631515338","-9.403827631515338"
"1237","-9.483870136319842","-9.483870136319842","-9.483870136319842"
"1238","-9.582077758283429","-9.582077758283429","-9.582077758283429"
"1239","-9.29217508748588","-9.29217508748588","-9.29217508748588"
"1240","-9.473064639431632","-9.473064639431632","-9.473064639431632"
"1241","-9.471104109918096","-9.471104109918096","-9.471104109918096"
"1242","-9.315344708483074","-9.315344708483074","-9.315344708483074"
"1243","-9.1710987718207","-9.1710987718207","-9.1710987718207"
"1244","-9.504113148192168","-9.504113148192168","-9.504113148192168"
"1245","-9.703450250379698","-9.703450250379698","-9.703450250379698"
"1246","-9.908005429765819","-9.908005429765819","-9.908005429765819"
"1247","-10.000624293193136","-10.000624293193136","-10.000624293193136"
"1248","-10.30956818391494","-10.30956818391494","-10.30956818391494"
"1249","-10.281555040691288","-10.281555040691288","-10.281555040691288"
"1250","-10.133134448262233","-10.133134448262233","-10.133134448262233"
"1251","-10.115615253099563","-10.115615253099563","-10.115615253099563"
"1252","-10.555585610170676","-10.555585610170676","-10.555585610170676"
"1253","-10.59170150311264","-10.59170150311264","-10.59170150311264"
"1254","-10.545370514486628","-10.545370514486628","-10.545370514486628"
"1255","-10.303170773344393","-10.303170773344393","-10.303170773344393"
"1256","-9.355606060136841","-9.355606060136841","-9.355606060136841"
"1257","-9.463096429969866","-9.463096429969866","-9.463096429969866"
"1258","-9.476941782827328","-9.476941782827328","-9.476941782827328"
"1259","-9.551160758732468","-9.551160758732468","-9.551160758732468"
"1260","-9.686425849784444","-9.686425849784444","-9.686425849784444"
"1261","-9.115794000388071","-9.115794000388071","-9.115794000388071"
"1262","-9.097329653304502","-9.097329653304502","-9.097329653304502"
"1263","-9.19253830432855","-9.19253830432855","-9.19253830432855"
"1264","-9.178293272999172","-9.178293272999172","-9.178293272999172"
"1265","-9.056021525032815","-9.056021525032815","-9.056021525032815"
"1266","-8.763987814760812","-8.763987814760812","-8.763987814760812"
"1267","-8.892488148648066","-8.892488148648066","-8.892488148648066"
"1268","-9.20693028199647","-9.20693028199647","-9.20693028199647"
"1269","-9.160292928601717","-9.160292928601717","-9.160292928601717"
"1270","-8.51522435876684","-8.51522435876684","-8.51522435876684"
"1271","-8.386951209985185","-8.386951209985185","-8.386951209985185"
"1272","-8.60111848052427","-8.60111848052427","-8.60111848052427"
"1273","-9.119346311526005","-9.119346311526005","-9.119346311526005"
"1274","-9.081940128152583","-9.081940128152583","-9.081940128152583"
"1275","-9.506156942278874","-9.506156942278874","-9.506156942278874"
"1276","-10.108625412490614","-10.108625412490614","-10.108625412490614"
"1277","-10.18197921747129","-10.18197921747129","-10.18197921747129"
"1278","-10.210309439305531","-10.210309439305531","-10.210309439305531"
"1279","-9.802070266586446","-9.802070266586446","-9.802070266586446"
"1280","-9.941295799822063","-9.941295799822063","-9.941295799822063"
"1281","-10.122123568053677","-10.122123568053677","-10.122123568053677"
"1282","-10.105498449931863","-10.105498449931863","-10.105498449931863"
"1283","-9.960917242955812","-9.960917242955812","-9.960917242955812"
"1284","-9.976833319336192","-9.976833319336192","-9.976833319336192"
"1285","-9.832489791827227","-9.832489791827227","-9.832489791827227"
"1286","-10.071559484245785","-10.071559484245785","-10.071559484245785"
"1287","-9.99588495830805","-9.99588495830805","-9.99588495830805"
"1288","-10.201147876031685","-10.201147876031685","-10.201147876031685"
"1289","-10.023184775284717","-10.023184775284717","-10.023184775284717"
"1290","-9.965566756709078","-9.965566756709078","-9.965566756709078"
"1291","-9.71019975141942","-9.71019975141942","-9.71019975141942"
"1292","-9.667313975131515","-9.667313975131515","-9.667313975131515"
"1293","-9.621477096234663","-9.621477096234663","-9.621477096234663"
"1294","-9.661358791479199","-9.661358791479199","-9.661358791479199"
"1295","-9.685818710753104","-9.685818710753104","-9.685818710753104"
"1296","-9.688591843668373","-9.688591843668373","-9.688591843668373"
"1297","-9.68498062531496","-9.68498062531496","-9.68498062531496"
"1298","-9.384302870825255","-9.384302870825255","-9.384302870825255"
"1299","-9.383408295766479","-9.383408295766479","-9.383408295766479"
"1300","-9.30051794043012","-9.30051794043012","-9.30051794043012"
"1301","-9.176776021156932","-9.176776021156932","-9.176776021156932"
"1302","-9.093613389582067","-9.093613389582067","-9.093613389582067"
"1303","-8.475799153030243","-8.475799153030243","-8.475799153030243"
"1304","-8.342109444828484","-8.342109444828484","-8.342109444828484"
"1305","-8.304526749160038","-8.304526749160038","-8.304526749160038"
"1306","-8.22334797650681","-8.22334797650681","-8.22334797650681"
"1307","-8.736528436203686","-8.736528436203686","-8.736528436203686"
"1308","-8.664228539800183","-8.664228539800183","-8.664228539800183"
"1309","-8.780385116887867","-8.780385116887867","-8.780385116887867"
"1310","-8.97430284775495","-8.97430284775495","-8.97430284775495"
"1311","-9.161014722854475","-9.161014722854475","-9.161014722854475"
"1312","-9.13555290471665","-9.13555290471665","-9.13555290471665"
"1313","-8.892756153083852","-8.892756153083852","-8.892756153083852"
"1314","-8.398790348324972","-8.398790348324972","-8.398790348324972"
"1315","-8.783197808557956","-8.783197808557956","-8.783197808557956"
"1316","-8.67883159947849","-8.67883159947849","-8.67883159947849"
"1317","-8.817170635297167","-8.817170635297167","-8.817170635297167"
"1318","-9.027831839876246","-9.027831839876246","-9.027831839876246"
"1319","-8.755088856944822","-8.755088856944822","-8.755088856944822"
"1320","-8.738234677003039","-8.738234677003039","-8.738234677003039"
"1321","-8.457847525584622","-8.457847525584622","-8.457847525584622"
"1322","-8.410866492122056","-8.410866492122056","-8.410866492122056"
"1323","-8.522797043872725","-8.522797043872725","-8.522797043872725"
"1324","-8.49365317325424","-8.49365317325424","-8.49365317325424"
"1325","-8.36434013185696","-8.36434013185696","-8.36434013185696"
"1326","-8.52847339743791","-8.52847339743791","-8.52847339743791"
"1327","-8.00462991178309","-8.00462991178309","-8.00462991178309"
"1328","-8.025840287269116","-8.025840287269116","-8.025840287269116"
"1329","-8.022094823131171","-8.022094823131171","-8.022094823131171"
"1330","-7.8687449457854965","-7.8687449457854965","-7.8687449457854965"
"1331","-7.882590158927781","-7.882590158927781","-7.882590158927781"
"1332","-7.650283226706142","-7.650283226706142","-7.650283226706142"
"1333","-7.485880089322977","-7.485880089322977","-7.485880089322977"
"1334","-7.522496692629025","-7.522496692629025","-7.522496692629025"
"1335","-7.573347263872302","-7.573347263872302","-7.573347263872302"
"1336","-7.231098525057733","-7.231098525057733","-7.231098525057733"
"1337","-7.223391870307878","-7.223391870307878","-7.223391870307878"
"1338","-7.24156590150975","-7.24156590150975","-7.24156590150975"
"1339","-7.192030754289177","-7.192030754289177","-7.192030754289177"
"1340","-7.945492612301198","-7.945492612301198","-7.945492612301198"
"1341","-7.1582489309379636","-7.1582489309379636","-7.1582489309379636"
"1342","-7.140619568654562","-7.140619568654562","-7.140619568654562"
"1343","-7.146483867759706","-7.146483867759706","-7.146483867759706"
"1344","-7.1092321751440135","-7.1092321751440135","-7.1092321751440135"
"1345","-7.546058823240196","-7.546058823240196","-7.546058823240196"
"1346","-7.502776951160391","-7.502776951160391","-7.502776951160391"
"1347","-7.389351670407722","-7.389351670407722","-7.389351670407722"
"1348","-7.368837156752079","-7.368837156752079","-7.368837156752079"
"1349","-7.35929733888894","-7.35929733888894","-7.35929733888894"
"1350","-7.382316300040021","-7.382316300040021","-7.382316300040021"
"1351","-7.203864305313999","-7.203864305313999","-7.203864305313999"
"1352","-7.183842414481629","-7.183842414481629","-7.183842414481629"
"1353","-7.159871212868809","-7.159871212868809","-7.159871212868809"
"1354","-7.067884856367694","-7.067884856367694","-7.067884856367694"
"1355","-7.19568312931898","-7.19568312931898","-7.19568312931898"
"1356","-7.403612641883781","-7.403612641883781","-7.403612641883781"
"1357","-7.405031597986594","-7.405031597986594","-7.405031597986594"
"1358","-6.941773927949812","-6.941773927949812","-6.941773927949812"
"1359","-6.8231110064504685","-6.8231110064504685","-6.8231110064504685"
"1360","-6.709214749119461","-6.709214749119461","-6.709214749119461"
"1361","-6.894671892251694","-6.894671892251694","-6.894671892251694"
"1362","-6.905426906162719","-6.905426906162719","-6.905426906162719"
"1363","-6.811154987398152","-6.811154987398152","-6.811154987398152"
"1364","-6.826656036427282","-6.826656036427282","-6.826656036427282"
"1365","-6.858577192712622","-6.858577192712622","-6.858577192712622"
"1366","-6.66481323884482","-6.66481323884482","-6.66481323884482"
"1367","-6.6862753967043","-6.6862753967043","-6.6862753967043"
"1368","-6.656063910699255","-6.656063910699255","-6.656063910699255"
"1369","-6.697656946802315","-6.697656946802315","-6.697656946802315"
"1370","-6.478811508595896","-6.478811508595896","-6.478811508595896"
"1371","-6.051973088531214","-6.051973088531214","-6.051973088531214"
"1372","-5.82534790949736","-5.82534790949736","-5.82534790949736"
"1373","-5.499529596476603","-5.499529596476603","-5.499529596476603"
"1374","-5.039876791413729","-5.039876791413729","-5.039876791413729"
"1375","-5.047518723459123","-5.047518723459123","-5.047518723459123"
"1376","-5.253652575054443","-5.253652575054443","-5.253652575054443"
"1377","-5.2977242155555295","-5.2977242155555295","-5.2977242155555295"
"1378","-5.6535862722616175","-5.6535862722616175","-5.6535862722616175"
"1379","-6.067420517147723","-6.067420517147723","-6.067420517147723"
"1380","-6.033831045365043","-6.033831045365043","-6.033831045365043"
"1381","-5.873920033214622","-5.873920033214622","-5.873920033214622"
"1382","-6.093098425238631","-6.093098425238631","-6.093098425238631"
"1383","-5.918040005977587","-5.918040005977587","-5.918040005977587"
"1384","-5.411903332560242","-5.411903332560242","-5.411903332560242"
"1385","-5.453088014682176","-5.453088014682176","-5.453088014682176"
"1386","-5.319634858798566","-5.319634858798566","-5.319634858798566"
"1387","-5.414904935326433","-5.414904935326433","-5.414904935326433"
"1388","-5.350183378760192","-5.350183378760192","-5.350183378760192"
"1389","-5.335864363126304","-5.335864363126304","-5.335864363126304"
"1390","-5.165412789354474","-5.165412789354474","-5.165412789354474"
"1391","-5.146959900380526","-5.146959900380526","-5.146959900380526"
"1392","-5.172598612867928","-5.172598612867928","-5.172598612867928"
"1393","-5.156279306584437","-5.156279306584437","-5.156279306584437"
"1394","-5.160718682055388","-5.160718682055388","-5.160718682055388"
"1395","-5.200711817163285","-5.200711817163285","-5.200711817163285"
"1396","-5.084036770921349","-5.084036770921349","-5.084036770921349"
"1397","-5.0048320705630225","-5.0048320705630225","-5.0048320705630225"
"1398","-4.7806082586725935","-4.7806082586725935","-4.7806082586725935"
"1399","-4.788361186528106","-4.788361186528106","-4.788361186528106"
"1400","-5.111069472698142","-5.111069472698142","-5.111069472698142"
"1401","-5.132836002150592","-5.132836002150592","-5.132836002150592"
"1402","-5.436020761607114","-5.436020761607114","-5.436020761607114"
"1403","-5.434130501348702","-5.434130501348702","-5.434130501348702"
"1404","-4.951716941854","-4.951716941854","-4.951716941854"
"1405","-5.2646567270008475","-5.2646567270008475","-5.2646567270008475"
"1406","-5.312865959729539","-5.312865959729539","-5.312865959729539"
"1407","-5.306040111814365","-5.306040111814365","-5.306040111814365"
"1408","-5.015268723045628","-5.015268723045628","-5.015268723045628"
"1409","-5.1484119167468405","-5.1484119167468405","-5.1484119167468405"
"1410","-5.37748784763853","-5.37748784763853","-5.37748784763853"
"1411","-5.388121725664364","-5.388121725664364","-5.388121725664364"
"1412","-5.358334954205705","-5.358334954205705","-5.358334954205705"
"1413","-5.2194786207047414","-5.2194786207047414","-5.2194786207047414"
"1414","-5.282137803400185","-5.282137803400185","-5.282137803400185"
"1415","-4.930574884487683","-4.930574884487683","-4.930574884487683"
"1416","-4.835030831118047","-4.835030831118047","-4.835030831118047"
"1417","-4.513307465248349","-4.513307465248349","-4.513307465248349"
"1418","-4.176371898534161","-4.176371898534161","-4.176371898534161"
"1419","-4.45709516336079","-4.45709516336079","-4.45709516336079"
"1420","-4.416923214362747","-4.416923214362747","-4.416923214362747"
"1421","-4.406466463656659","-4.406466463656659","-4.406466463656659"
"1422","-4.673156016198677","-4.673156016198677","-4.673156016198677"
"1423","-4.589935756688288","-4.589935756688288","-4.589935756688288"
"1424","-4.454577360853221","-4.454577360853221","-4.454577360853221"
"1425","-4.472058344726888","-4.472058344726888","-4.472058344726888"
"1426","-4.018543734066675","-4.018543734066675","-4.018543734066675"
"1427","-3.6906385456382544","-3.6906385456382544","-3.6906385456382544"
"1428","-4.02676460587421","-4.02676460587421","-4.02676460587421"
"1429","-4.240367910074052","-4.240367910074052","-4.240367910074052"
"1430","-3.946091326111299","-3.946091326111299","-3.946091326111299"
"1431","-3.412701705997215","-3.412701705997215","-3.412701705997215"
"1432","-3.453125452559695","-3.453125452559695","-3.453125452559695"
"1433","-3.396607083951854","-3.396607083951854","-3.396607083951854"
"1434","-2.7752692468743816","-2.7752692468743816","-2.7752692468743816"
"1435","-3.084941214383464","-3.084941214383464","-3.084941214383464"
"1436","-3.034851082099037","-3.034851082099037","-3.034851082099037"
"1437","-2.744002079486382","-2.744002079486382","-2.744002079486382"
"1438","-2.4151883825030818","-2.4151883825030818","-2.4151883825030818"
"1439","-2.627864814424078","-2.627864814424078","-2.627864814424078"
"1440","-3.46881300427957","-3.46881300427957","-3.46881300427957"
"1441","-3.27047324070168","-3.27047324070168","-3.27047324070168"
"1442","-3.242140488926142","-3.242140488926142","-3.242140488926142"
"1443","-3.13166580472358","-3.13166580472358","-3.13166580472358"
"1444","-3.0161863021639252","-3.0161863021639252","-3.0161863021639252"
"1445","-2.822535896463594","-2.822535896463594","-2.822535896463594"
"1446","-2.8282738077031513","-2.8282738077031513","-2.8282738077031513"
"1447","-2.9140521727868567","-2.9140521727868567","-2.9140521727868567"
"1448","-2.8432471221247777","-2.8432471221247777","-2.8432471221247777"
"1449","-2.824565597221769","-2.824565597221769","-2.824565597221769"
"1450","-2.8342431421168994","-2.8342431421168994","-2.8342431421168994"
"1451","-2.810951275413702","-2.810951275413702","-2.810951275413702"
"1452","-2.683568622149484","-2.683568622149484","-2.683568622149484"
"1453","-2.513841522153703","-2.513841522153703","-2.513841522153703"
"1454","-2.5040056750514883","-2.5040056750514883","-2.5040056750514883"
"1455","-2.5405750369275313","-2.5405750369275313","-2.5405750369275313"
"1456","-3.164699773232069","-3.164699773232069","-3.164699773232069"
"1457","-3.0960952126968295","-3.0960952126968295","-3.0960952126968295"
"1458","-2.924806101615027","-2.924806101615027","-2.924806101615027"
"1459","-2.9609268953770633","-2.9609268953770633","-2.9609268953770633"
"1460","-2.9468802047411997","-2.9468802047411997","-2.9468802047411997"
"1461","-3.4418538250182347","-3.4418538250182347","-3.4418538250182347"
"1462","-3.471940253365154","-3.471940253365154","-3.471940253365154"
"1463","-3.400022852094774","-3.400022852094774","-3.400022852094774"
"1464","-3.2006328802502617","-3.2006328802502617","-3.2006328802502617"
"1465","-3.126019438841608","-3.126019438841608","-3.126019438841608"
"1466","-3.204528081028704","-3.204528081028704","-3.204528081028704"
"1467","-3.081696546588055","-3.081696546588055","-3.081696546588055"
"1468","-3.098049979253403","-3.098049979253403","-3.098049979253403"
"1469","-2.984743179605927","-2.984743179605927","-2.984743179605927"
"1470","-3.5975935717561804","-3.5975935717561804","-3.5975935717561804"
"1471","-3.330459710158721","-3.330459710158721","-3.330459710158721"
"1472","-3.31044769381872","-3.31044769381872","-3.31044769381872"
"1473","-3.2285215743334033","-3.2285215743334033","-3.2285215743334033"
"1474","-3.2398179097966224","-3.2398179097966224","-3.2398179097966224"
"1475","-2.8229361593477837","-2.8229361593477837","-2.8229361593477837"
