"Step","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MIN","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MAX"
"1317","-59.225771852467844","-59.225771852467844","-59.225771852467844"
"1318","-59.37867111167656","-59.37867111167656","-59.37867111167656"
"1319","-58.729525796968225","-58.729525796968225","-58.729525796968225"
"1320","-58.408361240349095","-58.408361240349095","-58.408361240349095"
"1321","-58.71634259721388","-58.71634259721388","-58.71634259721388"
"1322","-58.50039790498353","-58.50039790498353","-58.50039790498353"
"1323","-58.54581387823619","-58.54581387823619","-58.54581387823619"
"1324","-58.58616487730346","-58.58616487730346","-58.58616487730346"
"1325","-58.7284052595091","-58.7284052595091","-58.7284052595091"
"1326","-58.51418384855469","-58.51418384855469","-58.51418384855469"
"1327","-58.49398645967257","-58.49398645967257","-58.49398645967257"
"1328","-58.58516827672868","-58.58516827672868","-58.58516827672868"
"1329","-58.62282925990546","-58.62282925990546","-58.62282925990546"
"1330","-58.682682954031804","-58.682682954031804","-58.682682954031804"
"1331","-58.87647697027317","-58.87647697027317","-58.87647697027317"
"1332","-58.98613757739883","-58.98613757739883","-58.98613757739883"
"1333","-58.3579872350447","-58.3579872350447","-58.3579872350447"
"1334","-57.95426962653616","-57.95426962653616","-57.95426962653616"
"1335","-58.470372042297605","-58.470372042297605","-58.470372042297605"
"1336","-57.90834056564358","-57.90834056564358","-57.90834056564358"
"1337","-58.10880161542211","-58.10880161542211","-58.10880161542211"
"1338","-58.213630097784204","-58.213630097784204","-58.213630097784204"
"1339","-58.342256690898786","-58.342256690898786","-58.342256690898786"
"1340","-58.27438177918787","-58.27438177918787","-58.27438177918787"
"1341","-58.56310406286455","-58.56310406286455","-58.56310406286455"
"1342","-58.42113883347185","-58.42113883347185","-58.42113883347185"
"1343","-58.406917424040266","-58.406917424040266","-58.406917424040266"
"1344","-58.09628824434429","-58.09628824434429","-58.09628824434429"
"1345","-58.18823694554646","-58.18823694554646","-58.18823694554646"
"1346","-57.99708311454701","-57.99708311454701","-57.99708311454701"
"1347","-58.535486690195214","-58.535486690195214","-58.535486690195214"
"1348","-58.6072672952457","-58.6072672952457","-58.6072672952457"
"1349","-58.65506882310319","-58.65506882310319","-58.65506882310319"
"1350","-58.38559495288258","-58.38559495288258","-58.38559495288258"
"1351","-58.37169960566534","-58.37169960566534","-58.37169960566534"
"1352","-58.7108142374618","-58.7108142374618","-58.7108142374618"
"1353","-58.86580278283616","-58.86580278283616","-58.86580278283616"
"1354","-58.96700657936408","-58.96700657936408","-58.96700657936408"
"1355","-59.12975498837887","-59.12975498837887","-59.12975498837887"
"1356","-59.06965427193007","-59.06965427193007","-59.06965427193007"
"1357","-58.65975592125327","-58.65975592125327","-58.65975592125327"
"1358","-59.016544416928326","-59.016544416928326","-59.016544416928326"
"1359","-59.137000163449585","-59.137000163449585","-59.137000163449585"
"1360","-58.8655450959426","-58.8655450959426","-58.8655450959426"
"1361","-58.99944341269481","-58.99944341269481","-58.99944341269481"
"1362","-59.37150411939631","-59.37150411939631","-59.37150411939631"
"1363","-59.81112438757249","-59.81112438757249","-59.81112438757249"
"1364","-60.11670888452512","-60.11670888452512","-60.11670888452512"
"1365","-60.3125474432361","-60.3125474432361","-60.3125474432361"
"1366","-60.58249954743258","-60.58249954743258","-60.58249954743258"
"1367","-61.29904595354626","-61.29904595354626","-61.29904595354626"
"1368","-61.038269372895236","-61.038269372895236","-61.038269372895236"
"1369","-60.647102419789334","-60.647102419789334","-60.647102419789334"
"1370","-61.27873059240726","-61.27873059240726","-61.27873059240726"
"1371","-61.38555384723505","-61.38555384723505","-61.38555384723505"
"1372","-61.480418740417825","-61.480418740417825","-61.480418740417825"
"1373","-61.8253026985592","-61.8253026985592","-61.8253026985592"
"1374","-61.2958533355751","-61.2958533355751","-61.2958533355751"
"1375","-61.973595380291556","-61.973595380291556","-61.973595380291556"
"1376","-62.15502174207143","-62.15502174207143","-62.15502174207143"
"1377","-62.114324917002826","-62.114324917002826","-62.114324917002826"
"1378","-62.187788945469165","-62.187788945469165","-62.187788945469165"
"1379","-62.42955482359243","-62.42955482359243","-62.42955482359243"
"1380","-62.81286394094034","-62.81286394094034","-62.81286394094034"
"1381","-62.78890014351624","-62.78890014351624","-62.78890014351624"
"1382","-62.69912184013114","-62.69912184013114","-62.69912184013114"
"1383","-63.09008163561267","-63.09008163561267","-63.09008163561267"
"1384","-63.224145771276355","-63.224145771276355","-63.224145771276355"
"1385","-63.279790411910206","-63.279790411910206","-63.279790411910206"
"1386","-63.745105157368855","-63.745105157368855","-63.745105157368855"
"1387","-63.662217654660644","-63.662217654660644","-63.662217654660644"
"1388","-63.83838571873057","-63.83838571873057","-63.83838571873057"
"1389","-63.29709423257828","-63.29709423257828","-63.29709423257828"
"1390","-63.16060886050741","-63.16060886050741","-63.16060886050741"
"1391","-62.79236052421211","-62.79236052421211","-62.79236052421211"
"1392","-62.81494931884141","-62.81494931884141","-62.81494931884141"
"1393","-62.585309845545055","-62.585309845545055","-62.585309845545055"
"1394","-63.12632429115508","-63.12632429115508","-63.12632429115508"
"1395","-62.891055958436894","-62.891055958436894","-62.891055958436894"
"1396","-63.09442233518519","-63.09442233518519","-63.09442233518519"
"1397","-62.33436957211631","-62.33436957211631","-62.33436957211631"
"1398","-62.19964321713779","-62.19964321713779","-62.19964321713779"
"1399","-61.50775374434972","-61.50775374434972","-61.50775374434972"
"1400","-61.53523673847545","-61.53523673847545","-61.53523673847545"
"1401","-61.321512303255865","-61.321512303255865","-61.321512303255865"
"1402","-61.036440364941","-61.036440364941","-61.036440364941"
"1403","-60.56823999995382","-60.56823999995382","-60.56823999995382"
"1404","-60.3375608335797","-60.3375608335797","-60.3375608335797"
"1405","-60.20358238792908","-60.20358238792908","-60.20358238792908"
"1406","-60.70050085746807","-60.70050085746807","-60.70050085746807"
"1407","-60.08629118132954","-60.08629118132954","-60.08629118132954"
"1408","-60.30382356431317","-60.30382356431317","-60.30382356431317"
"1409","-60.41033937410261","-60.41033937410261","-60.41033937410261"
"1410","-60.57478700869882","-60.57478700869882","-60.57478700869882"
"1411","-60.3767328194959","-60.3767328194959","-60.3767328194959"
"1412","-60.42079228875277","-60.42079228875277","-60.42079228875277"
"1413","-60.70563066664461","-60.70563066664461","-60.70563066664461"
"1414","-60.68147204867191","-60.68147204867191","-60.68147204867191"
"1415","-61.01028409164676","-61.01028409164676","-61.01028409164676"
"1416","-60.305927386137654","-60.305927386137654","-60.305927386137654"
"1417","-60.64564063650548","-60.64564063650548","-60.64564063650548"
"1418","-60.91387389515587","-60.91387389515587","-60.91387389515587"
"1419","-61.06332309775096","-61.06332309775096","-61.06332309775096"
"1420","-61.79453713441664","-61.79453713441664","-61.79453713441664"
"1421","-62.75687500965635","-62.75687500965635","-62.75687500965635"
"1422","-62.606131038634146","-62.606131038634146","-62.606131038634146"
"1423","-62.877860438433224","-62.877860438433224","-62.877860438433224"
"1424","-63.125705656039415","-63.125705656039415","-63.125705656039415"
"1425","-63.14459427992835","-63.14459427992835","-63.14459427992835"
"1426","-62.94423405744657","-62.94423405744657","-62.94423405744657"
"1427","-62.973339683264605","-62.973339683264605","-62.973339683264605"
"1428","-63.17395740668956","-63.17395740668956","-63.17395740668956"
"1429","-63.33499369089209","-63.33499369089209","-63.33499369089209"
"1430","-62.61093136167105","-62.61093136167105","-62.61093136167105"
"1431","-62.626689646820644","-62.626689646820644","-62.626689646820644"
"1432","-62.57909249670909","-62.57909249670909","-62.57909249670909"
"1433","-62.265729784912736","-62.265729784912736","-62.265729784912736"
"1434","-62.231096730709034","-62.231096730709034","-62.231096730709034"
"1435","-61.322159363048385","-61.322159363048385","-61.322159363048385"
"1436","-60.76539529237351","-60.76539529237351","-60.76539529237351"
"1437","-61.27086621544473","-61.27086621544473","-61.27086621544473"
"1438","-60.79651894027098","-60.79651894027098","-60.79651894027098"
"1439","-61.597980429940186","-61.597980429940186","-61.597980429940186"
"1440","-61.680594864645364","-61.680594864645364","-61.680594864645364"
"1441","-61.56962688135668","-61.56962688135668","-61.56962688135668"
"1442","-61.43755250687241","-61.43755250687241","-61.43755250687241"
"1443","-61.50460931551905","-61.50460931551905","-61.50460931551905"
"1444","-61.85984574507883","-61.85984574507883","-61.85984574507883"
"1445","-62.07827609928941","-62.07827609928941","-62.07827609928941"
"1446","-61.714267528835954","-61.714267528835954","-61.714267528835954"
"1447","-62.375137502567235","-62.375137502567235","-62.375137502567235"
"1448","-62.66953935278315","-62.66953935278315","-62.66953935278315"
"1449","-62.594267894401646","-62.594267894401646","-62.594267894401646"
"1450","-62.744815898776615","-62.744815898776615","-62.744815898776615"
"1451","-62.90482035517412","-62.90482035517412","-62.90482035517412"
"1452","-63.23945759989424","-63.23945759989424","-63.23945759989424"
"1453","-62.81715840892775","-62.81715840892775","-62.81715840892775"
"1454","-62.861705780787105","-62.861705780787105","-62.861705780787105"
"1455","-62.81776382164796","-62.81776382164796","-62.81776382164796"
"1456","-62.63969552125416","-62.63969552125416","-62.63969552125416"
"1457","-62.13700132625029","-62.13700132625029","-62.13700132625029"
"1458","-62.18005978293451","-62.18005978293451","-62.18005978293451"
"1459","-62.02113223898887","-62.02113223898887","-62.02113223898887"
"1460","-61.97214512108487","-61.97214512108487","-61.97214512108487"
"1461","-62.292834321579356","-62.292834321579356","-62.292834321579356"
"1462","-62.4640454659034","-62.4640454659034","-62.4640454659034"
"1463","-62.43838316332071","-62.43838316332071","-62.43838316332071"
"1464","-62.29910878491196","-62.29910878491196","-62.29910878491196"
"1465","-61.66489028004315","-61.66489028004315","-61.66489028004315"
"1466","-61.699609897059474","-61.699609897059474","-61.699609897059474"
"1467","-62.0878541732573","-62.0878541732573","-62.0878541732573"
"1468","-62.0236389685055","-62.0236389685055","-62.0236389685055"
"1469","-62.03448495504624","-62.03448495504624","-62.03448495504624"
"1470","-62.3406224085584","-62.3406224085584","-62.3406224085584"
"1471","-62.646562250389934","-62.646562250389934","-62.646562250389934"
"1472","-62.99773670249628","-62.99773670249628","-62.99773670249628"
"1473","-62.82424600896873","-62.82424600896873","-62.82424600896873"
"1474","-63.07834599966792","-63.07834599966792","-63.07834599966792"
"1475","-62.961410527794904","-62.961410527794904","-62.961410527794904"
"1476","-62.75438231361091","-62.75438231361091","-62.75438231361091"
"1477","-62.66588979884632","-62.66588979884632","-62.66588979884632"
"1478","-62.31826483794981","-62.31826483794981","-62.31826483794981"
"1479","-62.18188257615466","-62.18188257615466","-62.18188257615466"
"1480","-62.43649266948321","-62.43649266948321","-62.43649266948321"
"1481","-62.32405711188713","-62.32405711188713","-62.32405711188713"
"1482","-62.6805133914315","-62.6805133914315","-62.6805133914315"
"1483","-62.95266594748751","-62.95266594748751","-62.95266594748751"
"1484","-62.96410612717939","-62.96410612717939","-62.96410612717939"
"1485","-62.63283185584396","-62.63283185584396","-62.63283185584396"
"1486","-62.37061435718742","-62.37061435718742","-62.37061435718742"
"1487","-61.68722220795925","-61.68722220795925","-61.68722220795925"
"1488","-61.582925150710416","-61.582925150710416","-61.582925150710416"
"1489","-61.15532400502796","-61.15532400502796","-61.15532400502796"
"1490","-61.28318438503313","-61.28318438503313","-61.28318438503313"
"1491","-61.37800830478357","-61.37800830478357","-61.37800830478357"
"1492","-61.47697962681178","-61.47697962681178","-61.47697962681178"
"1493","-61.30272207997301","-61.30272207997301","-61.30272207997301"
"1494","-60.921457385554376","-60.921457385554376","-60.921457385554376"
"1495","-61.318254882501535","-61.318254882501535","-61.318254882501535"
"1496","-61.17612247375916","-61.17612247375916","-61.17612247375916"
"1497","-60.9320478625569","-60.9320478625569","-60.9320478625569"
"1498","-61.25845728907325","-61.25845728907325","-61.25845728907325"
"1499","-61.35617650895594","-61.35617650895594","-61.35617650895594"
"1500","-61.35797268907206","-61.35797268907206","-61.35797268907206"
"1501","-61.583102373218225","-61.583102373218225","-61.583102373218225"
"1502","-61.84120040281616","-61.84120040281616","-61.84120040281616"
"1503","-61.67326681490357","-61.67326681490357","-61.67326681490357"
"1504","-61.4376363905318","-61.4376363905318","-61.4376363905318"
"1505","-61.47109092606631","-61.47109092606631","-61.47109092606631"
"1506","-61.27174789306377","-61.27174789306377","-61.27174789306377"
"1507","-61.02358167745148","-61.02358167745148","-61.02358167745148"
"1508","-61.34465762058117","-61.34465762058117","-61.34465762058117"
"1509","-61.40493955520498","-61.40493955520498","-61.40493955520498"
"1510","-61.453027772293346","-61.453027772293346","-61.453027772293346"
"1511","-61.346258647297226","-61.346258647297226","-61.346258647297226"
"1512","-61.27876807787015","-61.27876807787015","-61.27876807787015"
"1513","-60.91528663495979","-60.91528663495979","-60.91528663495979"
"1514","-60.7798259764877","-60.7798259764877","-60.7798259764877"
"1515","-60.912904346103524","-60.912904346103524","-60.912904346103524"
"1516","-61.19766689141562","-61.19766689141562","-61.19766689141562"
"1517","-60.53750757585372","-60.53750757585372","-60.53750757585372"
"1518","-60.20331719599569","-60.20331719599569","-60.20331719599569"
"1519","-60.65514393664428","-60.65514393664428","-60.65514393664428"
"1520","-60.64677789472593","-60.64677789472593","-60.64677789472593"
"1521","-60.673539122069144","-60.673539122069144","-60.673539122069144"
"1522","-60.604385296804956","-60.604385296804956","-60.604385296804956"
"1523","-60.32608854137929","-60.32608854137929","-60.32608854137929"
"1524","-60.19022043924977","-60.19022043924977","-60.19022043924977"
"1525","-60.15351407359053","-60.15351407359053","-60.15351407359053"
"1526","-60.296886276453286","-60.296886276453286","-60.296886276453286"
"1527","-59.87565324843618","-59.87565324843618","-59.87565324843618"
"1528","-59.6261515457267","-59.6261515457267","-59.6261515457267"
"1529","-59.44172269930311","-59.44172269930311","-59.44172269930311"
"1530","-59.81225867533641","-59.81225867533641","-59.81225867533641"
"1531","-59.67530736896563","-59.67530736896563","-59.67530736896563"
"1532","-59.56687237373812","-59.56687237373812","-59.56687237373812"
"1533","-59.759485729586395","-59.759485729586395","-59.759485729586395"
"1534","-60.117741479343394","-60.117741479343394","-60.117741479343394"
"1535","-59.88353679981687","-59.88353679981687","-59.88353679981687"
"1536","-60.23159817208011","-60.23159817208011","-60.23159817208011"
"1537","-60.24472406946643","-60.24472406946643","-60.24472406946643"
"1538","-60.776632877879116","-60.776632877879116","-60.776632877879116"
"1539","-61.26614263063286","-61.26614263063286","-61.26614263063286"
"1540","-61.35139245495021","-61.35139245495021","-61.35139245495021"
"1541","-61.35289499499622","-61.35289499499622","-61.35289499499622"
"1542","-61.87764136067118","-61.87764136067118","-61.87764136067118"
"1543","-61.933299024771614","-61.933299024771614","-61.933299024771614"
"1544","-61.747639691923524","-61.747639691923524","-61.747639691923524"
"1545","-61.50807114401641","-61.50807114401641","-61.50807114401641"
"1546","-61.573559728090416","-61.573559728090416","-61.573559728090416"
"1547","-61.25029751787186","-61.25029751787186","-61.25029751787186"
"1548","-61.126842238912396","-61.126842238912396","-61.126842238912396"
"1549","-61.13030868359708","-61.13030868359708","-61.13030868359708"
"1550","-61.48449164132441","-61.48449164132441","-61.48449164132441"
"1551","-61.57482273312858","-61.57482273312858","-61.57482273312858"
"1552","-61.859442795490686","-61.859442795490686","-61.859442795490686"
"1553","-61.69383243908149","-61.69383243908149","-61.69383243908149"
"1554","-61.72641445872287","-61.72641445872287","-61.72641445872287"
"1555","-61.706158094197306","-61.706158094197306","-61.706158094197306"
"1556","-61.63294680027716","-61.63294680027716","-61.63294680027716"
"1557","-61.89308200162651","-61.89308200162651","-61.89308200162651"
"1558","-62.013385213127755","-62.013385213127755","-62.013385213127755"
"1559","-61.4117064368516","-61.4117064368516","-61.4117064368516"
"1560","-61.47099132890253","-61.47099132890253","-61.47099132890253"
"1561","-61.61350966337772","-61.61350966337772","-61.61350966337772"
"1562","-61.21238499701343","-61.21238499701343","-61.21238499701343"
"1563","-60.846097714183315","-60.846097714183315","-60.846097714183315"
"1564","-60.951239084514334","-60.951239084514334","-60.951239084514334"
"1565","-60.91231672890632","-60.91231672890632","-60.91231672890632"
"1566","-60.49654959163577","-60.49654959163577","-60.49654959163577"
"1567","-59.693090112661395","-59.693090112661395","-59.693090112661395"
"1568","-59.66222793510515","-59.66222793510515","-59.66222793510515"
"1569","-59.618822137178476","-59.618822137178476","-59.618822137178476"
"1570","-59.798850351483324","-59.798850351483324","-59.798850351483324"
"1571","-59.82060410941842","-59.82060410941842","-59.82060410941842"
"1572","-59.67744447116147","-59.67744447116147","-59.67744447116147"
"1573","-59.815077768373655","-59.815077768373655","-59.815077768373655"
"1574","-60.36575790536021","-60.36575790536021","-60.36575790536021"
"1575","-59.90766032170947","-59.90766032170947","-59.90766032170947"
"1576","-59.82471047061111","-59.82471047061111","-59.82471047061111"
"1577","-59.65237372806278","-59.65237372806278","-59.65237372806278"
"1578","-59.76107195129697","-59.76107195129697","-59.76107195129697"
"1579","-58.909072586362406","-58.909072586362406","-58.909072586362406"
"1580","-58.59789759335461","-58.59789759335461","-58.59789759335461"
"1581","-58.58829126822628","-58.58829126822628","-58.58829126822628"
"1582","-58.66909045469869","-58.66909045469869","-58.66909045469869"
"1583","-58.87424440283027","-58.87424440283027","-58.87424440283027"
"1584","-58.75996545680895","-58.75996545680895","-58.75996545680895"
"1585","-59.00912901894462","-59.00912901894462","-59.00912901894462"
"1586","-59.366953259776174","-59.366953259776174","-59.366953259776174"
"1587","-60.0032250853686","-60.0032250853686","-60.0032250853686"
"1588","-59.99046298660092","-59.99046298660092","-59.99046298660092"
"1589","-60.31414027887271","-60.31414027887271","-60.31414027887271"
"1590","-60.05782294900446","-60.05782294900446","-60.05782294900446"
"1591","-60.4447098651125","-60.4447098651125","-60.4447098651125"
"1592","-60.11122640010612","-60.11122640010612","-60.11122640010612"
"1593","-60.035909762594336","-60.035909762594336","-60.035909762594336"
"1594","-60.156819341719604","-60.156819341719604","-60.156819341719604"
"1595","-59.93899085539797","-59.93899085539797","-59.93899085539797"
"1596","-60.196326587630836","-60.196326587630836","-60.196326587630836"
"1597","-60.19133933820307","-60.19133933820307","-60.19133933820307"
"1598","-60.0208770520834","-60.0208770520834","-60.0208770520834"
"1599","-60.30529534430763","-60.30529534430763","-60.30529534430763"
"1600","-60.48336905027058","-60.48336905027058","-60.48336905027058"
"1601","-60.31498934949295","-60.31498934949295","-60.31498934949295"
"1602","-59.83810568303561","-59.83810568303561","-59.83810568303561"
"1603","-59.32105659982175","-59.32105659982175","-59.32105659982175"
"1604","-58.99435397438835","-58.99435397438835","-58.99435397438835"
"1605","-59.32355151026598","-59.32355151026598","-59.32355151026598"
"1606","-59.201520041698856","-59.201520041698856","-59.201520041698856"
"1607","-59.2066012007094","-59.2066012007094","-59.2066012007094"
"1608","-59.1452815058932","-59.1452815058932","-59.1452815058932"
"1609","-59.02517585927942","-59.02517585927942","-59.02517585927942"
"1610","-59.08144687700428","-59.08144687700428","-59.08144687700428"
"1611","-59.19651009089476","-59.19651009089476","-59.19651009089476"
"1612","-59.424528249380145","-59.424528249380145","-59.424528249380145"
"1613","-59.344818132446406","-59.344818132446406","-59.344818132446406"
"1614","-59.26706817861478","-59.26706817861478","-59.26706817861478"
"1615","-59.052559606536796","-59.052559606536796","-59.052559606536796"
"1616","-59.56968086894625","-59.56968086894625","-59.56968086894625"
"1617","-59.084557381347885","-59.084557381347885","-59.084557381347885"
"1618","-58.31520754112428","-58.31520754112428","-58.31520754112428"
"1619","-58.79205310869893","-58.79205310869893","-58.79205310869893"
"1620","-57.912945735659996","-57.912945735659996","-57.912945735659996"
"1621","-57.24351077808914","-57.24351077808914","-57.24351077808914"
"1622","-57.13100133875273","-57.13100133875273","-57.13100133875273"
"1623","-56.871632122441085","-56.871632122441085","-56.871632122441085"
"1624","-57.007942373051584","-57.007942373051584","-57.007942373051584"
"1625","-57.46396517390758","-57.46396517390758","-57.46396517390758"
"1626","-57.651732258813006","-57.651732258813006","-57.651732258813006"
"1627","-57.783750439934664","-57.783750439934664","-57.783750439934664"
"1628","-57.4267400155934","-57.4267400155934","-57.4267400155934"
"1629","-57.78074199415996","-57.78074199415996","-57.78074199415996"
"1630","-58.06653453345737","-58.06653453345737","-58.06653453345737"
"1631","-57.64966765036339","-57.64966765036339","-57.64966765036339"
"1632","-58.24072077697577","-58.24072077697577","-58.24072077697577"
"1633","-58.285275741843954","-58.285275741843954","-58.285275741843954"
"1634","-57.90519294088098","-57.90519294088098","-57.90519294088098"
"1635","-57.95519399466119","-57.95519399466119","-57.95519399466119"
"1636","-58.403104153223815","-58.403104153223815","-58.403104153223815"
"1637","-58.09494342235624","-58.09494342235624","-58.09494342235624"
"1638","-58.16397743306463","-58.16397743306463","-58.16397743306463"
"1639","-57.36050683664753","-57.36050683664753","-57.36050683664753"
"1640","-57.30938935456102","-57.30938935456102","-57.30938935456102"
"1641","-57.53009970428148","-57.53009970428148","-57.53009970428148"
"1642","-57.54715594190763","-57.54715594190763","-57.54715594190763"
"1643","-57.79252117734528","-57.79252117734528","-57.79252117734528"
"1644","-57.53623089489854","-57.53623089489854","-57.53623089489854"
"1645","-57.261244902533164","-57.261244902533164","-57.261244902533164"
"1646","-57.12670620822008","-57.12670620822008","-57.12670620822008"
"1647","-56.484209347422535","-56.484209347422535","-56.484209347422535"
"1648","-56.08717422285284","-56.08717422285284","-56.08717422285284"
"1649","-56.45952949475023","-56.45952949475023","-56.45952949475023"
"1650","-56.38381817639513","-56.38381817639513","-56.38381817639513"
"1651","-56.38043562813263","-56.38043562813263","-56.38043562813263"
"1652","-56.176748136896414","-56.176748136896414","-56.176748136896414"
"1653","-56.345462517781755","-56.345462517781755","-56.345462517781755"
"1654","-56.750086066521824","-56.750086066521824","-56.750086066521824"
"1655","-56.939584378437324","-56.939584378437324","-56.939584378437324"
"1656","-56.784368466498655","-56.784368466498655","-56.784368466498655"
"1657","-56.81453731744719","-56.81453731744719","-56.81453731744719"
"1658","-56.815872470667664","-56.815872470667664","-56.815872470667664"
"1659","-56.6855283420588","-56.6855283420588","-56.6855283420588"
"1660","-56.33260478809668","-56.33260478809668","-56.33260478809668"
"1661","-56.295551800665656","-56.295551800665656","-56.295551800665656"
"1662","-55.98114069798641","-55.98114069798641","-55.98114069798641"
"1663","-55.9907117190962","-55.9907117190962","-55.9907117190962"
"1664","-56.38436389482337","-56.38436389482337","-56.38436389482337"
"1665","-56.53840352364059","-56.53840352364059","-56.53840352364059"
"1666","-56.413294846681744","-56.413294846681744","-56.413294846681744"
"1667","-56.00098837855196","-56.00098837855196","-56.00098837855196"
"1668","-56.10160490686363","-56.10160490686363","-56.10160490686363"
"1669","-56.29858321829586","-56.29858321829586","-56.29858321829586"
"1670","-55.59720231679753","-55.59720231679753","-55.59720231679753"
"1671","-55.25849426105137","-55.25849426105137","-55.25849426105137"
"1672","-54.87447469834463","-54.87447469834463","-54.87447469834463"
"1673","-54.92082064982564","-54.92082064982564","-54.92082064982564"
"1674","-54.64054368158142","-54.64054368158142","-54.64054368158142"
"1675","-54.61759174347032","-54.61759174347032","-54.61759174347032"
"1676","-54.59157351055878","-54.59157351055878","-54.59157351055878"
"1677","-54.455305079948275","-54.455305079948275","-54.455305079948275"
"1678","-54.81652174819231","-54.81652174819231","-54.81652174819231"
"1679","-54.04097950980802","-54.04097950980802","-54.04097950980802"
"1680","-53.60422118624747","-53.60422118624747","-53.60422118624747"
"1681","-53.56032315938912","-53.56032315938912","-53.56032315938912"
"1682","-53.554419775141035","-53.554419775141035","-53.554419775141035"
"1683","-54.10479069041532","-54.10479069041532","-54.10479069041532"
"1684","-53.92587054104366","-53.92587054104366","-53.92587054104366"
"1685","-54.43774949804401","-54.43774949804401","-54.43774949804401"
"1686","-55.0100593473226","-55.0100593473226","-55.0100593473226"
"1687","-54.96434884484785","-54.96434884484785","-54.96434884484785"
"1688","-54.828920174480636","-54.828920174480636","-54.828920174480636"
"1689","-54.974144605491034","-54.974144605491034","-54.974144605491034"
"1690","-55.048613683820896","-55.048613683820896","-55.048613683820896"
"1691","-54.964089493283524","-54.964089493283524","-54.964089493283524"
"1692","-54.28923416821986","-54.28923416821986","-54.28923416821986"
"1693","-54.188489009131615","-54.188489009131615","-54.188489009131615"
"1694","-54.333052953889464","-54.333052953889464","-54.333052953889464"
"1695","-54.117025537040206","-54.117025537040206","-54.117025537040206"
"1696","-54.36870775186341","-54.36870775186341","-54.36870775186341"
"1697","-54.561809586862886","-54.561809586862886","-54.561809586862886"
"1698","-54.45773487338398","-54.45773487338398","-54.45773487338398"
"1699","-54.33540134220971","-54.33540134220971","-54.33540134220971"
"1700","-54.21001047159673","-54.21001047159673","-54.21001047159673"
"1701","-54.490699653118284","-54.490699653118284","-54.490699653118284"
"1702","-54.56945337530376","-54.56945337530376","-54.56945337530376"
"1703","-54.45825629943699","-54.45825629943699","-54.45825629943699"
"1704","-55.38162496507718","-55.38162496507718","-55.38162496507718"
"1705","-55.26661675721997","-55.26661675721997","-55.26661675721997"
"1706","-55.21029282021658","-55.21029282021658","-55.21029282021658"
"1707","-55.0510826905656","-55.0510826905656","-55.0510826905656"
"1708","-54.58612059388777","-54.58612059388777","-54.58612059388777"
"1709","-54.744899729605606","-54.744899729605606","-54.744899729605606"
"1710","-55.017236587763406","-55.017236587763406","-55.017236587763406"
"1711","-55.649291230155185","-55.649291230155185","-55.649291230155185"
"1712","-56.06681797032641","-56.06681797032641","-56.06681797032641"
"1713","-56.39380812758672","-56.39380812758672","-56.39380812758672"
"1714","-56.44889131375408","-56.44889131375408","-56.44889131375408"
"1715","-55.97593599903499","-55.97593599903499","-55.97593599903499"
"1716","-55.79740483785682","-55.79740483785682","-55.79740483785682"
"1717","-55.86981889780112","-55.86981889780112","-55.86981889780112"
"1718","-56.02928612170565","-56.02928612170565","-56.02928612170565"
"1719","-55.893354226148276","-55.893354226148276","-55.893354226148276"
"1720","-55.888523655255604","-55.888523655255604","-55.888523655255604"
"1721","-56.21321258802669","-56.21321258802669","-56.21321258802669"
"1722","-56.454985872279465","-56.454985872279465","-56.454985872279465"
"1723","-56.60193396443777","-56.60193396443777","-56.60193396443777"
"1724","-56.71205166994703","-56.71205166994703","-56.71205166994703"
"1725","-56.256589450987825","-56.256589450987825","-56.256589450987825"
"1726","-56.14223104593464","-56.14223104593464","-56.14223104593464"
"1727","-56.67374966636482","-56.67374966636482","-56.67374966636482"
"1728","-56.582708818256606","-56.582708818256606","-56.582708818256606"
"1729","-56.7093621377631","-56.7093621377631","-56.7093621377631"
"1730","-56.45082830103363","-56.45082830103363","-56.45082830103363"
"1731","-56.6957575532538","-56.6957575532538","-56.6957575532538"
"1732","-56.98673615495494","-56.98673615495494","-56.98673615495494"
"1733","-56.96723176762293","-56.96723176762293","-56.96723176762293"
"1734","-56.45858762315659","-56.45858762315659","-56.45858762315659"
"1735","-56.68447832023695","-56.68447832023695","-56.68447832023695"
"1736","-56.41651215348851","-56.41651215348851","-56.41651215348851"
"1737","-56.39441719695267","-56.39441719695267","-56.39441719695267"
"1738","-56.05507083733782","-56.05507083733782","-56.05507083733782"
"1739","-55.92971337891111","-55.92971337891111","-55.92971337891111"
"1740","-56.04359232157724","-56.04359232157724","-56.04359232157724"
"1741","-55.70626701231303","-55.70626701231303","-55.70626701231303"
"1742","-55.65326419671201","-55.65326419671201","-55.65326419671201"
"1743","-55.45237329825127","-55.45237329825127","-55.45237329825127"
"1744","-55.665372261444325","-55.665372261444325","-55.665372261444325"
"1745","-55.910788832709756","-55.910788832709756","-55.910788832709756"
"1746","-56.189123839217174","-56.189123839217174","-56.189123839217174"
"1747","-56.70477051711075","-56.70477051711075","-56.70477051711075"
"1748","-56.26273945538424","-56.26273945538424","-56.26273945538424"
"1749","-56.30771973276393","-56.30771973276393","-56.30771973276393"
