"Step","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MIN","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MAX"
"3748","-57.952178965053044","-57.952178965053044","-57.952178965053044"
"3749","-57.864699679976546","-57.864699679976546","-57.864699679976546"
"3750","-57.199358349759926","-57.199358349759926","-57.199358349759926"
"3751","-56.97586678625346","-56.97586678625346","-56.97586678625346"
"3752","-57.55810634161764","-57.55810634161764","-57.55810634161764"
"3753","-57.811711908599385","-57.811711908599385","-57.811711908599385"
"3754","-57.127639766088734","-57.127639766088734","-57.127639766088734"
"3755","-57.034706115236865","-57.034706115236865","-57.034706115236865"
"3756","-56.861254319444285","-56.861254319444285","-56.861254319444285"
"3757","-56.68732922135476","-56.68732922135476","-56.68732922135476"
"3758","-56.34480224694714","-56.34480224694714","-56.34480224694714"
"3759","-56.58468710730862","-56.58468710730862","-56.58468710730862"
"3760","-56.235440223242584","-56.235440223242584","-56.235440223242584"
"3761","-55.886763827806334","-55.886763827806334","-55.886763827806334"
"3762","-55.81571989191029","-55.81571989191029","-55.81571989191029"
"3763","-55.73025049652627","-55.73025049652627","-55.73025049652627"
"3764","-56.282039709783845","-56.282039709783845","-56.282039709783845"
"3765","-56.87756638322981","-56.87756638322981","-56.87756638322981"
"3766","-56.8998244891113","-56.8998244891113","-56.8998244891113"
"3767","-57.251859184654776","-57.251859184654776","-57.251859184654776"
"3768","-57.00818059539411","-57.00818059539411","-57.00818059539411"
"3769","-56.987756399964354","-56.987756399964354","-56.987756399964354"
"3770","-57.21190263206026","-57.21190263206026","-57.21190263206026"
"3771","-57.30483995769304","-57.30483995769304","-57.30483995769304"
"3772","-57.29560558837608","-57.29560558837608","-57.29560558837608"
"3773","-57.24665382050514","-57.24665382050514","-57.24665382050514"
"3774","-57.019847656867285","-57.019847656867285","-57.019847656867285"
"3775","-56.485306584783096","-56.485306584783096","-56.485306584783096"
"3776","-56.34591870911807","-56.34591870911807","-56.34591870911807"
"3777","-56.261380027274974","-56.261380027274974","-56.261380027274974"
"3778","-56.252425041364475","-56.252425041364475","-56.252425041364475"
"3779","-56.45499119391936","-56.45499119391936","-56.45499119391936"
"3780","-55.76372789761763","-55.76372789761763","-55.76372789761763"
"3781","-56.038115395762006","-56.038115395762006","-56.038115395762006"
"3782","-55.115771294997245","-55.115771294997245","-55.115771294997245"
"3783","-54.748848340040524","-54.748848340040524","-54.748848340040524"
"3784","-55.16051111028765","-55.16051111028765","-55.16051111028765"
"3785","-55.220271370490124","-55.220271370490124","-55.220271370490124"
"3786","-55.12026847361527","-55.12026847361527","-55.12026847361527"
"3787","-54.57420203767792","-54.57420203767792","-54.57420203767792"
"3788","-54.47649360796521","-54.47649360796521","-54.47649360796521"
"3789","-54.925290366206646","-54.925290366206646","-54.925290366206646"
"3790","-55.089792358516185","-55.089792358516185","-55.089792358516185"
"3791","-54.958254255482125","-54.958254255482125","-54.958254255482125"
"3792","-54.972633283126754","-54.972633283126754","-54.972633283126754"
"3793","-55.01151330689877","-55.01151330689877","-55.01151330689877"
"3794","-55.02366131695847","-55.02366131695847","-55.02366131695847"
"3795","-55.08796840727376","-55.08796840727376","-55.08796840727376"
"3796","-55.51192839169614","-55.51192839169614","-55.51192839169614"
"3797","-54.89817472392424","-54.89817472392424","-54.89817472392424"
"3798","-54.26879003930585","-54.26879003930585","-54.26879003930585"
"3799","-54.54221907767781","-54.54221907767781","-54.54221907767781"
"3800","-54.112171447673354","-54.112171447673354","-54.112171447673354"
"3801","-53.814879858089625","-53.814879858089625","-53.814879858089625"
"3802","-54.343582386670334","-54.343582386670334","-54.343582386670334"
"3803","-54.280333763178504","-54.280333763178504","-54.280333763178504"
"3804","-54.51152515188463","-54.51152515188463","-54.51152515188463"
"3805","-54.643839414048955","-54.643839414048955","-54.643839414048955"
"3806","-54.415444526441476","-54.415444526441476","-54.415444526441476"
"3807","-54.9884140963996","-54.9884140963996","-54.9884140963996"
"3808","-54.86805324818175","-54.86805324818175","-54.86805324818175"
"3809","-54.89921379262023","-54.89921379262023","-54.89921379262023"
"3810","-54.6062675657261","-54.6062675657261","-54.6062675657261"
"3811","-54.590624437405246","-54.590624437405246","-54.590624437405246"
"3812","-53.78587824000032","-53.78587824000032","-53.78587824000032"
"3813","-53.698093486618845","-53.698093486618845","-53.698093486618845"
"3814","-53.99674275856812","-53.99674275856812","-53.99674275856812"
"3815","-54.17782474579709","-54.17782474579709","-54.17782474579709"
"3816","-53.96682021128448","-53.96682021128448","-53.96682021128448"
"3817","-54.12372256088704","-54.12372256088704","-54.12372256088704"
"3818","-54.79751721010326","-54.79751721010326","-54.79751721010326"
"3819","-54.56205421843544","-54.56205421843544","-54.56205421843544"
"3820","-54.29326232917694","-54.29326232917694","-54.29326232917694"
"3821","-54.24611954471422","-54.24611954471422","-54.24611954471422"
"3822","-53.943561873543516","-53.943561873543516","-53.943561873543516"
"3823","-53.56464028749877","-53.56464028749877","-53.56464028749877"
"3824","-53.79179903533448","-53.79179903533448","-53.79179903533448"
"3825","-54.23457592394244","-54.23457592394244","-54.23457592394244"
"3826","-53.67377957252935","-53.67377957252935","-53.67377957252935"
"3827","-54.09478822404613","-54.09478822404613","-54.09478822404613"
"3828","-54.349575913490874","-54.349575913490874","-54.349575913490874"
"3829","-54.87242543989042","-54.87242543989042","-54.87242543989042"
"3830","-55.11143258490122","-55.11143258490122","-55.11143258490122"
"3831","-55.20027639239399","-55.20027639239399","-55.20027639239399"
"3832","-55.49632935920122","-55.49632935920122","-55.49632935920122"
"3833","-56.004111783451265","-56.004111783451265","-56.004111783451265"
"3834","-55.769699181159424","-55.769699181159424","-55.769699181159424"
"3835","-56.616934680621995","-56.616934680621995","-56.616934680621995"
"3836","-56.70988843816813","-56.70988843816813","-56.70988843816813"
"3837","-56.70494638115649","-56.70494638115649","-56.70494638115649"
"3838","-56.658181442826866","-56.658181442826866","-56.658181442826866"
"3839","-56.6896095165454","-56.6896095165454","-56.6896095165454"
"3840","-57.23372213734991","-57.23372213734991","-57.23372213734991"
"3841","-57.29858187640906","-57.29858187640906","-57.29858187640906"
"3842","-56.70761090959522","-56.70761090959522","-56.70761090959522"
"3843","-56.80009099635927","-56.80009099635927","-56.80009099635927"
"3844","-56.916437600823","-56.916437600823","-56.916437600823"
"3845","-56.75723595604145","-56.75723595604145","-56.75723595604145"
"3846","-56.75768813699074","-56.75768813699074","-56.75768813699074"
"3847","-56.74828399603676","-56.74828399603676","-56.74828399603676"
"3848","-56.447568660239575","-56.447568660239575","-56.447568660239575"
"3849","-56.6986081620798","-56.6986081620798","-56.6986081620798"
"3850","-56.971661875006596","-56.971661875006596","-56.971661875006596"
"3851","-56.64495415310841","-56.64495415310841","-56.64495415310841"
"3852","-56.261484069266736","-56.261484069266736","-56.261484069266736"
"3853","-56.14746887105698","-56.14746887105698","-56.14746887105698"
"3854","-56.57669322962265","-56.57669322962265","-56.57669322962265"
"3855","-56.53911506991391","-56.53911506991391","-56.53911506991391"
"3856","-57.14959649213237","-57.14959649213237","-57.14959649213237"
"3857","-57.306787505946694","-57.306787505946694","-57.306787505946694"
"3858","-57.144215451001195","-57.144215451001195","-57.144215451001195"
"3859","-57.0869217710055","-57.0869217710055","-57.0869217710055"
"3860","-57.38893105889205","-57.38893105889205","-57.38893105889205"
"3861","-57.13000407451094","-57.13000407451094","-57.13000407451094"
"3862","-57.11359471119646","-57.11359471119646","-57.11359471119646"
"3863","-56.802310885616954","-56.802310885616954","-56.802310885616954"
"3864","-56.51708805675743","-56.51708805675743","-56.51708805675743"
"3865","-56.4518992575595","-56.4518992575595","-56.4518992575595"
"3866","-56.57497911668072","-56.57497911668072","-56.57497911668072"
"3867","-56.11240415760053","-56.11240415760053","-56.11240415760053"
"3868","-56.31555855726466","-56.31555855726466","-56.31555855726466"
"3869","-56.37725605560291","-56.37725605560291","-56.37725605560291"
"3870","-56.724216603689364","-56.724216603689364","-56.724216603689364"
"3871","-56.759405706118","-56.759405706118","-56.759405706118"
"3872","-56.3075295578851","-56.3075295578851","-56.3075295578851"
"3873","-55.95500290556354","-55.95500290556354","-55.95500290556354"
"3874","-55.96190183225427","-55.96190183225427","-55.96190183225427"
"3875","-54.88130929828915","-54.88130929828915","-54.88130929828915"
"3876","-54.79761644107587","-54.79761644107587","-54.79761644107587"
"3877","-54.901818796726495","-54.901818796726495","-54.901818796726495"
"3878","-54.992893372186444","-54.992893372186444","-54.992893372186444"
"3879","-54.755801174996904","-54.755801174996904","-54.755801174996904"
"3880","-54.43582558256395","-54.43582558256395","-54.43582558256395"
"3881","-54.95459854900134","-54.95459854900134","-54.95459854900134"
"3882","-55.27794816974044","-55.27794816974044","-55.27794816974044"
"3883","-55.09422656540373","-55.09422656540373","-55.09422656540373"
"3884","-55.09832764694968","-55.09832764694968","-55.09832764694968"
"3885","-55.32246767931093","-55.32246767931093","-55.32246767931093"
"3886","-55.47875812805062","-55.47875812805062","-55.47875812805062"
"3887","-55.41659263870298","-55.41659263870298","-55.41659263870298"
"3888","-55.68696313723351","-55.68696313723351","-55.68696313723351"
"3889","-56.24758019765766","-56.24758019765766","-56.24758019765766"
"3890","-56.071292679052604","-56.071292679052604","-56.071292679052604"
"3891","-55.6123276525165","-55.6123276525165","-55.6123276525165"
"3892","-56.24039539024463","-56.24039539024463","-56.24039539024463"
"3893","-56.04435924223236","-56.04435924223236","-56.04435924223236"
"3894","-56.322284690204576","-56.322284690204576","-56.322284690204576"
"3895","-56.38543958386566","-56.38543958386566","-56.38543958386566"
"3896","-56.12317524664139","-56.12317524664139","-56.12317524664139"
"3897","-56.50304454195501","-56.50304454195501","-56.50304454195501"
"3898","-56.87975293739254","-56.87975293739254","-56.87975293739254"
"3899","-57.0088371367341","-57.0088371367341","-57.0088371367341"
"3900","-56.80896525227055","-56.80896525227055","-56.80896525227055"
"3901","-56.420555912791826","-56.420555912791826","-56.420555912791826"
"3902","-56.29196420391375","-56.29196420391375","-56.29196420391375"
"3903","-56.18756021754919","-56.18756021754919","-56.18756021754919"
"3904","-56.7642504751536","-56.7642504751536","-56.7642504751536"
"3905","-57.0274168261513","-57.0274168261513","-57.0274168261513"
"3906","-56.776989025374995","-56.776989025374995","-56.776989025374995"
"3907","-56.41794613612365","-56.41794613612365","-56.41794613612365"
"3908","-56.5234617417151","-56.5234617417151","-56.5234617417151"
"3909","-56.75387869216136","-56.75387869216136","-56.75387869216136"
"3910","-56.9053396601656","-56.9053396601656","-56.9053396601656"
"3911","-56.4410721639023","-56.4410721639023","-56.4410721639023"
"3912","-56.67132249263934","-56.67132249263934","-56.67132249263934"
"3913","-56.270433928686344","-56.270433928686344","-56.270433928686344"
"3914","-56.553775278876564","-56.553775278876564","-56.553775278876564"
"3915","-56.139488770125524","-56.139488770125524","-56.139488770125524"
"3916","-55.8499890510962","-55.8499890510962","-55.8499890510962"
"3917","-55.77076520078168","-55.77076520078168","-55.77076520078168"
"3918","-55.63948072598665","-55.63948072598665","-55.63948072598665"
"3919","-55.795559610141254","-55.795559610141254","-55.795559610141254"
"3920","-55.834897136133314","-55.834897136133314","-55.834897136133314"
"3921","-56.31748932672186","-56.31748932672186","-56.31748932672186"
"3922","-56.58539588881009","-56.58539588881009","-56.58539588881009"
"3923","-55.83295422523978","-55.83295422523978","-55.83295422523978"
"3924","-56.18198574058728","-56.18198574058728","-56.18198574058728"
"3925","-56.018336401785284","-56.018336401785284","-56.018336401785284"
"3926","-55.91589207430841","-55.91589207430841","-55.91589207430841"
"3927","-55.61811389649613","-55.61811389649613","-55.61811389649613"
"3928","-55.238270052112014","-55.238270052112014","-55.238270052112014"
"3929","-55.74519779981135","-55.74519779981135","-55.74519779981135"
"3930","-55.817400892753774","-55.817400892753774","-55.817400892753774"
"3931","-56.382032083334614","-56.382032083334614","-56.382032083334614"
"3932","-56.34501070022872","-56.34501070022872","-56.34501070022872"
"3933","-56.51117842078611","-56.51117842078611","-56.51117842078611"
"3934","-56.24488035247096","-56.24488035247096","-56.24488035247096"
"3935","-56.589699582837845","-56.589699582837845","-56.589699582837845"
"3936","-56.65254990204492","-56.65254990204492","-56.65254990204492"
"3937","-56.40840237403371","-56.40840237403371","-56.40840237403371"
"3938","-56.666175004829476","-56.666175004829476","-56.666175004829476"
"3939","-56.36808007960677","-56.36808007960677","-56.36808007960677"
"3940","-56.28047165973647","-56.28047165973647","-56.28047165973647"
"3941","-56.243879080807446","-56.243879080807446","-56.243879080807446"
"3942","-55.88707473997371","-55.88707473997371","-55.88707473997371"
"3943","-55.53571457504999","-55.53571457504999","-55.53571457504999"
"3944","-55.64756664459388","-55.64756664459388","-55.64756664459388"
"3945","-55.90048701345683","-55.90048701345683","-55.90048701345683"
"3946","-56.23361674979229","-56.23361674979229","-56.23361674979229"
"3947","-55.68764073983779","-55.68764073983779","-55.68764073983779"
"3948","-56.28988680964651","-56.28988680964651","-56.28988680964651"
"3949","-56.58385141249444","-56.58385141249444","-56.58385141249444"
"3950","-56.801725091938785","-56.801725091938785","-56.801725091938785"
"3951","-56.56981144813321","-56.56981144813321","-56.56981144813321"
"3952","-56.99680239504944","-56.99680239504944","-56.99680239504944"
"3953","-56.921201987271836","-56.921201987271836","-56.921201987271836"
"3954","-57.417841046826545","-57.417841046826545","-57.417841046826545"
"3955","-57.907005719351815","-57.907005719351815","-57.907005719351815"
"3956","-57.83785722992492","-57.83785722992492","-57.83785722992492"
"3957","-57.94862255896682","-57.94862255896682","-57.94862255896682"
"3958","-57.8474111862552","-57.8474111862552","-57.8474111862552"
"3959","-57.69873910387632","-57.69873910387632","-57.69873910387632"
"3960","-57.78015010430097","-57.78015010430097","-57.78015010430097"
"3961","-58.13212081707459","-58.13212081707459","-58.13212081707459"
"3962","-58.42110233838119","-58.42110233838119","-58.42110233838119"
"3963","-58.557762936029","-58.557762936029","-58.557762936029"
"3964","-57.84003639535856","-57.84003639535856","-57.84003639535856"
"3965","-57.756947231988015","-57.756947231988015","-57.756947231988015"
"3966","-57.619133326805624","-57.619133326805624","-57.619133326805624"
"3967","-56.80147987488681","-56.80147987488681","-56.80147987488681"
"3968","-57.03347736648764","-57.03347736648764","-57.03347736648764"
"3969","-57.21386045757504","-57.21386045757504","-57.21386045757504"
"3970","-57.300219882826376","-57.300219882826376","-57.300219882826376"
"3971","-57.34578587400291","-57.34578587400291","-57.34578587400291"
"3972","-57.55020993902986","-57.55020993902986","-57.55020993902986"
"3973","-57.66639625167259","-57.66639625167259","-57.66639625167259"
"3974","-57.63761918858445","-57.63761918858445","-57.63761918858445"
"3975","-58.21803146198772","-58.21803146198772","-58.21803146198772"
"3976","-58.61362930589982","-58.61362930589982","-58.61362930589982"
"3977","-58.3824049991898","-58.3824049991898","-58.3824049991898"
"3978","-58.52711426571234","-58.52711426571234","-58.52711426571234"
"3979","-58.51078298615767","-58.51078298615767","-58.51078298615767"
"3980","-59.400022605734335","-59.400022605734335","-59.400022605734335"
"3981","-58.85969656931849","-58.85969656931849","-58.85969656931849"
"3982","-59.26222633287658","-59.26222633287658","-59.26222633287658"
"3983","-59.58431726705099","-59.58431726705099","-59.58431726705099"
"3984","-59.27519135154661","-59.27519135154661","-59.27519135154661"
"3985","-60.31188156638589","-60.31188156638589","-60.31188156638589"
"3986","-60.92347815104","-60.92347815104","-60.92347815104"
"3987","-60.9398955416168","-60.9398955416168","-60.9398955416168"
"3988","-61.041149722578574","-61.041149722578574","-61.041149722578574"
"3989","-61.36130375510217","-61.36130375510217","-61.36130375510217"
"3990","-61.2436389163898","-61.2436389163898","-61.2436389163898"
"3991","-61.468628005708695","-61.468628005708695","-61.468628005708695"
"3992","-61.545783968862345","-61.545783968862345","-61.545783968862345"
"3993","-61.49119367012879","-61.49119367012879","-61.49119367012879"
"3994","-61.4159741450532","-61.4159741450532","-61.4159741450532"
"3995","-60.97329595438421","-60.97329595438421","-60.97329595438421"
"3996","-60.54670087346128","-60.54670087346128","-60.54670087346128"
"3997","-60.05383876010474","-60.05383876010474","-60.05383876010474"
"3998","-60.4571043109069","-60.4571043109069","-60.4571043109069"
"3999","-59.695095379415704","-59.695095379415704","-59.695095379415704"
"4000","-59.7088864196805","-59.7088864196805","-59.7088864196805"
"4001","-59.45816193788599","-59.45816193788599","-59.45816193788599"
"4002","-59.497733538390584","-59.497733538390584","-59.497733538390584"
"4003","-59.918714966497234","-59.918714966497234","-59.918714966497234"
"4004","-59.56959617835262","-59.56959617835262","-59.56959617835262"
"4005","-59.51658114379606","-59.51658114379606","-59.51658114379606"
"4006","-59.694124299864185","-59.694124299864185","-59.694124299864185"
"4007","-59.206668636722924","-59.206668636722924","-59.206668636722924"
"4008","-59.057720619532176","-59.057720619532176","-59.057720619532176"
"4009","-59.03441367390523","-59.03441367390523","-59.03441367390523"
"4010","-59.463762060287564","-59.463762060287564","-59.463762060287564"
"4011","-59.292356255835095","-59.292356255835095","-59.292356255835095"
"4012","-59.57921253648484","-59.57921253648484","-59.57921253648484"
"4013","-59.435282088924936","-59.435282088924936","-59.435282088924936"
"4014","-59.01252354091341","-59.01252354091341","-59.01252354091341"
"4015","-58.65848504304435","-58.65848504304435","-58.65848504304435"
"4016","-59.29855136393057","-59.29855136393057","-59.29855136393057"
"4017","-59.23764822988428","-59.23764822988428","-59.23764822988428"
"4018","-59.252432454507655","-59.252432454507655","-59.252432454507655"
"4019","-58.99218892869122","-58.99218892869122","-58.99218892869122"
"4020","-59.035797226857575","-59.035797226857575","-59.035797226857575"
"4021","-58.7220493794077","-58.7220493794077","-58.7220493794077"
"4022","-59.05299346474069","-59.05299346474069","-59.05299346474069"
"4023","-58.74309303641624","-58.74309303641624","-58.74309303641624"
"4024","-58.82285668554414","-58.82285668554414","-58.82285668554414"
"4025","-58.65362591721731","-58.65362591721731","-58.65362591721731"
"4026","-58.67204885340899","-58.67204885340899","-58.67204885340899"
"4027","-58.46782262326104","-58.46782262326104","-58.46782262326104"
"4028","-58.61863310983455","-58.61863310983455","-58.61863310983455"
"4029","-58.288552948426876","-58.288552948426876","-58.288552948426876"
"4030","-58.18526414804778","-58.18526414804778","-58.18526414804778"
"4031","-58.086381324771516","-58.086381324771516","-58.086381324771516"
"4032","-57.97306496699875","-57.97306496699875","-57.97306496699875"
"4033","-57.357457630914496","-57.357457630914496","-57.357457630914496"
"4034","-57.4158895149426","-57.4158895149426","-57.4158895149426"
"4035","-57.24608475797893","-57.24608475797893","-57.24608475797893"
"4036","-57.06998837187871","-57.06998837187871","-57.06998837187871"
"4037","-56.762490992802476","-56.762490992802476","-56.762490992802476"
"4038","-56.92004861302836","-56.92004861302836","-56.92004861302836"
"4039","-57.27645226558421","-57.27645226558421","-57.27645226558421"
"4040","-56.62866700805305","-56.62866700805305","-56.62866700805305"
"4041","-56.877024727428285","-56.877024727428285","-56.877024727428285"
"4042","-57.22240782518007","-57.22240782518007","-57.22240782518007"
"4043","-57.91300080089754","-57.91300080089754","-57.91300080089754"
"4044","-57.92288983449215","-57.92288983449215","-57.92288983449215"
"4045","-58.45073213050469","-58.45073213050469","-58.45073213050469"
"4046","-58.99648852819686","-58.99648852819686","-58.99648852819686"
"4047","-59.2771410534241","-59.2771410534241","-59.2771410534241"
"4048","-59.17042737439553","-59.17042737439553","-59.17042737439553"
"4049","-58.61377169195484","-58.61377169195484","-58.61377169195484"
"4050","-58.43085068923535","-58.43085068923535","-58.43085068923535"
"4051","-58.834955149203736","-58.834955149203736","-58.834955149203736"
"4052","-58.88467876845072","-58.88467876845072","-58.88467876845072"
"4053","-59.143124034407165","-59.143124034407165","-59.143124034407165"
"4054","-59.18079577885429","-59.18079577885429","-59.18079577885429"
"4055","-59.35274232358272","-59.35274232358272","-59.35274232358272"
"4056","-59.42249932948884","-59.42249932948884","-59.42249932948884"
"4057","-59.35135260997638","-59.35135260997638","-59.35135260997638"
"4058","-59.90383550110642","-59.90383550110642","-59.90383550110642"
"4059","-59.40454107327127","-59.40454107327127","-59.40454107327127"
"4060","-59.160639291852725","-59.160639291852725","-59.160639291852725"
"4061","-59.54062980841897","-59.54062980841897","-59.54062980841897"
"4062","-59.21623588375984","-59.21623588375984","-59.21623588375984"
"4063","-59.06751077346865","-59.06751077346865","-59.06751077346865"
"4064","-59.08973280155312","-59.08973280155312","-59.08973280155312"
"4065","-59.3032996627268","-59.3032996627268","-59.3032996627268"
"4066","-59.25019354091857","-59.25019354091857","-59.25019354091857"
"4067","-59.65513103411949","-59.65513103411949","-59.65513103411949"
"4068","-59.50833158169368","-59.50833158169368","-59.50833158169368"
"4069","-59.90370381699829","-59.90370381699829","-59.90370381699829"
"4070","-59.74929385127438","-59.74929385127438","-59.74929385127438"
"4071","-59.666812517514565","-59.666812517514565","-59.666812517514565"
"4072","-60.09008847348585","-60.09008847348585","-60.09008847348585"
"4073","-60.54803872991463","-60.54803872991463","-60.54803872991463"
"4074","-60.61997706866211","-60.61997706866211","-60.61997706866211"
"4075","-61.168826371341694","-61.168826371341694","-61.168826371341694"
"4076","-61.05779826587822","-61.05779826587822","-61.05779826587822"
"4077","-60.98956305216841","-60.98956305216841","-60.98956305216841"
"4078","-60.78225609297036","-60.78225609297036","-60.78225609297036"
"4079","-60.993007936353564","-60.993007936353564","-60.993007936353564"
"4080","-60.72227943270297","-60.72227943270297","-60.72227943270297"
"4081","-60.493983083754856","-60.493983083754856","-60.493983083754856"
"4082","-60.5767408268205","-60.5767408268205","-60.5767408268205"
"4083","-60.37258638184678","-60.37258638184678","-60.37258638184678"
"4084","-60.17656685179964","-60.17656685179964","-60.17656685179964"
"4085","-59.479425743383246","-59.479425743383246","-59.479425743383246"
"4086","-59.880094980863944","-59.880094980863944","-59.880094980863944"
"4087","-59.788244505168386","-59.788244505168386","-59.788244505168386"
"4088","-59.45781406963729","-59.45781406963729","-59.45781406963729"
"4089","-59.65902690762269","-59.65902690762269","-59.65902690762269"
"4090","-59.43136231183023","-59.43136231183023","-59.43136231183023"
"4091","-59.220460691576626","-59.220460691576626","-59.220460691576626"
"4092","-58.60968357673114","-58.60968357673114","-58.60968357673114"
"4093","-58.72904776178574","-58.72904776178574","-58.72904776178574"
"4094","-58.36902829079019","-58.36902829079019","-58.36902829079019"
"4095","-58.1521326715105","-58.1521326715105","-58.1521326715105"
"4096","-58.418947989241126","-58.418947989241126","-58.418947989241126"
"4097","-58.04293474990393","-58.04293474990393","-58.04293474990393"
"4098","-57.992849024508196","-57.992849024508196","-57.992849024508196"
"4099","-58.279376359061395","-58.279376359061395","-58.279376359061395"
"4100","-58.29141550581556","-58.29141550581556","-58.29141550581556"
"4101","-58.581257648830395","-58.581257648830395","-58.581257648830395"
"4102","-58.61923336212018","-58.61923336212018","-58.61923336212018"
"4103","-58.24491841579771","-58.24491841579771","-58.24491841579771"
"4104","-58.24914876023003","-58.24914876023003","-58.24914876023003"
"4105","-58.50403594521699","-58.50403594521699","-58.50403594521699"
"4106","-58.45074385821388","-58.45074385821388","-58.45074385821388"
"4107","-58.40743973845113","-58.40743973845113","-58.40743973845113"
"4108","-58.395372106273435","-58.395372106273435","-58.395372106273435"
"4109","-58.225897998505964","-58.225897998505964","-58.225897998505964"
"4110","-57.99354505460612","-57.99354505460612","-57.99354505460612"
"4111","-58.476482136623865","-58.476482136623865","-58.476482136623865"
"4112","-58.32468280958308","-58.32468280958308","-58.32468280958308"
"4113","-58.62430504643193","-58.62430504643193","-58.62430504643193"
"4114","-58.356638987325084","-58.356638987325084","-58.356638987325084"
"4115","-57.82484877369813","-57.82484877369813","-57.82484877369813"
"4116","-57.99167115076607","-57.99167115076607","-57.99167115076607"
"4117","-58.64221551939388","-58.64221551939388","-58.64221551939388"
"4118","-58.61225574927215","-58.61225574927215","-58.61225574927215"
"4119","-58.781691270160636","-58.781691270160636","-58.781691270160636"
"4120","-59.630306722548795","-59.630306722548795","-59.630306722548795"
"4121","-59.93940290956951","-59.93940290956951","-59.93940290956951"
"4122","-60.115511357440525","-60.115511357440525","-60.115511357440525"
"4123","-60.879660769032434","-60.879660769032434","-60.879660769032434"
"4124","-60.21828414542114","-60.21828414542114","-60.21828414542114"
"4125","-60.4274739513764","-60.4274739513764","-60.4274739513764"
"4126","-60.30071092712274","-60.30071092712274","-60.30071092712274"
"4127","-60.073575778941986","-60.073575778941986","-60.073575778941986"
"4128","-59.959821480936405","-59.959821480936405","-59.959821480936405"
"4129","-59.2887868938485","-59.2887868938485","-59.2887868938485"
"4130","-59.41805772081106","-59.41805772081106","-59.41805772081106"
"4131","-59.397327641788436","-59.397327641788436","-59.397327641788436"
"4132","-59.40979487896857","-59.40979487896857","-59.40979487896857"
"4133","-59.28993967201976","-59.28993967201976","-59.28993967201976"
"4134","-59.22857682543043","-59.22857682543043","-59.22857682543043"
"4135","-58.62312852017148","-58.62312852017148","-58.62312852017148"
"4136","-58.58142714438086","-58.58142714438086","-58.58142714438086"
"4137","-58.425793368341076","-58.425793368341076","-58.425793368341076"
"4138","-59.00737294798173","-59.00737294798173","-59.00737294798173"
"4139","-59.36207253574912","-59.36207253574912","-59.36207253574912"
"4140","-59.45568667315489","-59.45568667315489","-59.45568667315489"
"4141","-59.06905181319085","-59.06905181319085","-59.06905181319085"
"4142","-59.153990704171676","-59.153990704171676","-59.153990704171676"
"4143","-59.580373099104165","-59.580373099104165","-59.580373099104165"
"4144","-58.943871690929846","-58.943871690929846","-58.943871690929846"
"4145","-58.80655316722614","-58.80655316722614","-58.80655316722614"
"4146","-59.13557037516213","-59.13557037516213","-59.13557037516213"
"4147","-59.7097374062827","-59.7097374062827","-59.7097374062827"
"4148","-59.7387733094049","-59.7387733094049","-59.7387733094049"
"4149","-59.863351244966","-59.863351244966","-59.863351244966"
"4150","-59.99577624957709","-59.99577624957709","-59.99577624957709"
"4151","-60.1456400720196","-60.1456400720196","-60.1456400720196"
"4152","-59.419977575771746","-59.419977575771746","-59.419977575771746"
"4153","-59.932682544122564","-59.932682544122564","-59.932682544122564"
"4154","-59.90417460275815","-59.90417460275815","-59.90417460275815"
"4155","-59.27646258288518","-59.27646258288518","-59.27646258288518"
"4156","-59.690023083766434","-59.690023083766434","-59.690023083766434"
"4157","-59.572433461705366","-59.572433461705366","-59.572433461705366"
"4158","-59.689848000043206","-59.689848000043206","-59.689848000043206"
"4159","-59.412612552118816","-59.412612552118816","-59.412612552118816"
"4160","-59.51286162045222","-59.51286162045222","-59.51286162045222"
"4161","-59.24306274635669","-59.24306274635669","-59.24306274635669"
"4162","-59.249171225163515","-59.249171225163515","-59.249171225163515"
"4163","-59.33276144159777","-59.33276144159777","-59.33276144159777"
"4164","-59.60455381580098","-59.60455381580098","-59.60455381580098"
"4165","-59.41839220212425","-59.41839220212425","-59.41839220212425"
"4166","-59.38361007657629","-59.38361007657629","-59.38361007657629"
"4167","-59.91367160333908","-59.91367160333908","-59.91367160333908"
"4168","-59.87500976678643","-59.87500976678643","-59.87500976678643"
"4169","-60.00646614470216","-60.00646614470216","-60.00646614470216"
"4170","-59.827524221317226","-59.827524221317226","-59.827524221317226"
"4171","-59.613889921638894","-59.613889921638894","-59.613889921638894"
"4172","-59.71514624201231","-59.71514624201231","-59.71514624201231"
"4173","-60.07423610258521","-60.07423610258521","-60.07423610258521"
"4174","-59.949959937156855","-59.949959937156855","-59.949959937156855"
"4175","-59.855885465395865","-59.855885465395865","-59.855885465395865"
"4176","-59.71173375460865","-59.71173375460865","-59.71173375460865"
"4177","-60.14869527005368","-60.14869527005368","-60.14869527005368"
"4178","-59.79553885594293","-59.79553885594293","-59.79553885594293"
"4179","-59.315378818139486","-59.315378818139486","-59.315378818139486"
"4180","-58.93371153957382","-58.93371153957382","-58.93371153957382"
"4181","-59.14146375472912","-59.14146375472912","-59.14146375472912"
