"Step","DDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MAX"
"779","18.569541765971618","18.569541765971618","18.569541765971618"
"780","18.67203989773116","18.67203989773116","18.67203989773116"
"781","18.89961926246593","18.89961926246593","18.89961926246593"
"782","18.955750791566366","18.955750791566366","18.955750791566366"
"783","18.83474404748022","18.83474404748022","18.83474404748022"
"784","19.455042322668636","19.455042322668636","19.455042322668636"
"785","19.344854044695357","19.344854044695357","19.344854044695357"
"786","20.200581816197772","20.200581816197772","20.200581816197772"
"787","20.50365509921052","20.50365509921052","20.50365509921052"
"788","20.822900122119787","20.822900122119787","20.822900122119787"
"789","20.113716385172836","20.113716385172836","20.113716385172836"
"790","20.47080240425013","20.47080240425013","20.47080240425013"
"791","20.785534805720623","20.785534805720623","20.785534805720623"
"792","21.815021216607043","21.815021216607043","21.815021216607043"
"793","21.8838096930122","21.8838096930122","21.8838096930122"
"794","22.08792753296391","22.08792753296391","22.08792753296391"
"795","22.195555770081995","22.195555770081995","22.195555770081995"
"796","22.103394008832467","22.103394008832467","22.103394008832467"
"797","22.167221550386692","22.167221550386692","22.167221550386692"
"798","21.53011046521657","21.53011046521657","21.53011046521657"
"799","21.654111256506162","21.654111256506162","21.654111256506162"
"800","21.408676747969267","21.408676747969267","21.408676747969267"
"801","21.264979730080054","21.264979730080054","21.264979730080054"
"802","21.882553512375242","21.882553512375242","21.882553512375242"
"803","21.876201929294847","21.876201929294847","21.876201929294847"
"804","22.670325351952915","22.670325351952915","22.670325351952915"
"805","22.95739373451902","22.95739373451902","22.95739373451902"
"806","23.311028359267947","23.311028359267947","23.311028359267947"
"807","23.50823920038824","23.50823920038824","23.50823920038824"
"808","23.7120619536506","23.7120619536506","23.7120619536506"
"809","22.91554876097957","22.91554876097957","22.91554876097957"
"810","23.072436917071908","23.072436917071908","23.072436917071908"
"811","23.04397258969971","23.04397258969971","23.04397258969971"
"812","22.750355556255933","22.750355556255933","22.750355556255933"
"813","22.74601522360157","22.74601522360157","22.74601522360157"
"814","22.514955045960402","22.514955045960402","22.514955045960402"
"815","21.996509095368598","21.996509095368598","21.996509095368598"
"816","21.837497674841284","21.837497674841284","21.837497674841284"
"817","21.674025735576915","21.674025735576915","21.674025735576915"
"818","21.344918109251186","21.344918109251186","21.344918109251186"
"819","21.68910604234085","21.68910604234085","21.68910604234085"
"820","20.669801183894595","20.669801183894595","20.669801183894595"
"821","19.859852406484457","19.859852406484457","19.859852406484457"
"822","19.020718484914052","19.020718484914052","19.020718484914052"
"823","19.153788851202126","19.153788851202126","19.153788851202126"
"824","19.277292340814995","19.277292340814995","19.277292340814995"
"825","19.410349881057343","19.410349881057343","19.410349881057343"
"826","19.39521284756996","19.39521284756996","19.39521284756996"
"827","19.763100669951594","19.763100669951594","19.763100669951594"
"828","19.77017450902208","19.77017450902208","19.77017450902208"
"829","19.746903457862658","19.746903457862658","19.746903457862658"
"830","19.510148090888396","19.510148090888396","19.510148090888396"
"831","20.786907411793496","20.786907411793496","20.786907411793496"
"832","20.94351438408028","20.94351438408028","20.94351438408028"
"833","21.085183883624286","21.085183883624286","21.085183883624286"
"834","20.98524145532228","20.98524145532228","20.98524145532228"
"835","21.86579744888941","21.86579744888941","21.86579744888941"
"836","21.983660911816163","21.983660911816163","21.983660911816163"
"837","22.00973550607218","22.00973550607218","22.00973550607218"
"838","22.116251634457925","22.116251634457925","22.116251634457925"
"839","21.817974336629938","21.817974336629938","21.817974336629938"
"840","21.42670068622748","21.42670068622748","21.42670068622748"
"841","21.91528043418608","21.91528043418608","21.91528043418608"
"842","21.908778189727208","21.908778189727208","21.908778189727208"
"843","21.599258871689376","21.599258871689376","21.599258871689376"
"844","21.795929858475684","21.795929858475684","21.795929858475684"
"845","21.320783445036685","21.320783445036685","21.320783445036685"
"846","21.191942569609747","21.191942569609747","21.191942569609747"
"847","20.832118407359268","20.832118407359268","20.832118407359268"
"848","21.230337094261735","21.230337094261735","21.230337094261735"
"849","21.749546158506107","21.749546158506107","21.749546158506107"
"850","21.719096732105854","21.719096732105854","21.719096732105854"
"851","21.694345010930615","21.694345010930615","21.694345010930615"
"852","21.39222624382049","21.39222624382049","21.39222624382049"
"853","20.726315355230103","20.726315355230103","20.726315355230103"
"854","20.304046579313546","20.304046579313546","20.304046579313546"
"855","21.203481105754562","21.203481105754562","21.203481105754562"
"856","20.580395504114726","20.580395504114726","20.580395504114726"
"857","21.20458065300829","21.20458065300829","21.20458065300829"
"858","21.38417689302886","21.38417689302886","21.38417689302886"
"859","20.856757457010666","20.856757457010666","20.856757457010666"
"860","20.557490383407753","20.557490383407753","20.557490383407753"
"861","20.630609883577357","20.630609883577357","20.630609883577357"
"862","21.137413323337018","21.137413323337018","21.137413323337018"
"863","21.173279442102512","21.173279442102512","21.173279442102512"
"864","21.22002509569739","21.22002509569739","21.22002509569739"
"865","20.974167780282116","20.974167780282116","20.974167780282116"
"866","20.834892301677158","20.834892301677158","20.834892301677158"
"867","21.700670141103668","21.700670141103668","21.700670141103668"
"868","21.338777842408682","21.338777842408682","21.338777842408682"
"869","22.035757966469482","22.035757966469482","22.035757966469482"
"870","22.000436763786198","22.000436763786198","22.000436763786198"
"871","22.130023336110977","22.130023336110977","22.130023336110977"
"872","22.14918483896764","22.14918483896764","22.14918483896764"
"873","22.150941557845986","22.150941557845986","22.150941557845986"
"874","22.366139293078486","22.366139293078486","22.366139293078486"
"875","22.282322937849404","22.282322937849404","22.282322937849404"
"876","23.508467659373444","23.508467659373444","23.508467659373444"
"877","24.014530372777926","24.014530372777926","24.014530372777926"
"878","23.52177496130095","23.52177496130095","23.52177496130095"
"879","23.487306340838973","23.487306340838973","23.487306340838973"
"880","23.377351315340626","23.377351315340626","23.377351315340626"
"881","23.36308911861149","23.36308911861149","23.36308911861149"
"882","23.211829370182798","23.211829370182798","23.211829370182798"
"883","23.23683499428439","23.23683499428439","23.23683499428439"
"884","23.176134574775638","23.176134574775638","23.176134574775638"
"885","22.805633549153004","22.805633549153004","22.805633549153004"
"886","23.008270945119747","23.008270945119747","23.008270945119747"
"887","23.05876398048439","23.05876398048439","23.05876398048439"
"888","22.617387142837615","22.617387142837615","22.617387142837615"
"889","22.715004291947494","22.715004291947494","22.715004291947494"
"890","23.202351037893262","23.202351037893262","23.202351037893262"
"891","22.00989179850306","22.00989179850306","22.00989179850306"
"892","21.785846576013434","21.785846576013434","21.785846576013434"
"893","21.779587175345114","21.779587175345114","21.779587175345114"
"894","22.11356179627473","22.11356179627473","22.11356179627473"
"895","21.850799205312526","21.850799205312526","21.850799205312526"
"896","22.134239512252467","22.134239512252467","22.134239512252467"
"897","22.580975359145203","22.580975359145203","22.580975359145203"
"898","22.578061216295396","22.578061216295396","22.578061216295396"
"899","22.45082838320348","22.45082838320348","22.45082838320348"
"900","23.207792078846477","23.207792078846477","23.207792078846477"
"901","23.520663028221954","23.520663028221954","23.520663028221954"
"902","23.839183292529828","23.839183292529828","23.839183292529828"
"903","24.101779493940512","24.101779493940512","24.101779493940512"
"904","24.218164669123766","24.218164669123766","24.218164669123766"
"905","23.659008635702424","23.659008635702424","23.659008635702424"
"906","24.004266508715347","24.004266508715347","24.004266508715347"
"907","23.898792555803848","23.898792555803848","23.898792555803848"
"908","24.114523410995567","24.114523410995567","24.114523410995567"
"909","24.89490902750484","24.89490902750484","24.89490902750484"
"910","24.981305327010524","24.981305327010524","24.981305327010524"
"911","25.25765269758926","25.25765269758926","25.25765269758926"
"912","25.253098194532058","25.253098194532058","25.253098194532058"
"913","25.08589788844508","25.08589788844508","25.08589788844508"
"914","25.228379876439718","25.228379876439718","25.228379876439718"
"915","25.214297081865656","25.214297081865656","25.214297081865656"
"916","25.14898101405657","25.14898101405657","25.14898101405657"
"917","24.855920114178872","24.855920114178872","24.855920114178872"
"918","24.26334502163237","24.26334502163237","24.26334502163237"
"919","24.166245957504028","24.166245957504028","24.166245957504028"
"920","23.795873280673973","23.795873280673973","23.795873280673973"
"921","24.314037800527185","24.314037800527185","24.314037800527185"
"922","24.891403064126916","24.891403064126916","24.891403064126916"
"923","25.381026299245896","25.381026299245896","25.381026299245896"
"924","25.919707619012588","25.919707619012588","25.919707619012588"
"925","25.29960798883084","25.29960798883084","25.29960798883084"
"926","25.64401332270633","25.64401332270633","25.64401332270633"
"927","25.69346982917832","25.69346982917832","25.69346982917832"
"928","25.53035871035385","25.53035871035385","25.53035871035385"
"929","26.098880890554664","26.098880890554664","26.098880890554664"
"930","25.500247600674605","25.500247600674605","25.500247600674605"
"931","26.29138165513318","26.29138165513318","26.29138165513318"
"932","26.500193986696004","26.500193986696004","26.500193986696004"
"933","26.227710717802655","26.227710717802655","26.227710717802655"
"934","26.186433801981934","26.186433801981934","26.186433801981934"
"935","26.805062327683096","26.805062327683096","26.805062327683096"
"936","27.08993608917011","27.08993608917011","27.08993608917011"
"937","27.21373488070002","27.21373488070002","27.21373488070002"
"938","28.717776428722928","28.717776428722928","28.717776428722928"
"939","28.674637202162515","28.674637202162515","28.674637202162515"
"940","29.08247629014579","29.08247629014579","29.08247629014579"
"941","28.407527195743086","28.407527195743086","28.407527195743086"
"942","27.80304939663971","27.80304939663971","27.80304939663971"
"943","27.93184864004979","27.93184864004979","27.93184864004979"
"944","28.8991317936948","28.8991317936948","28.8991317936948"
"945","28.873337014990977","28.873337014990977","28.873337014990977"
"946","28.990507873219286","28.990507873219286","28.990507873219286"
"947","28.252329857152567","28.252329857152567","28.252329857152567"
"948","27.879169347011075","27.879169347011075","27.879169347011075"
"949","27.314544073925486","27.314544073925486","27.314544073925486"
"950","27.33563613649068","27.33563613649068","27.33563613649068"
"951","27.64489253168524","27.64489253168524","27.64489253168524"
"952","27.66230186790541","27.66230186790541","27.66230186790541"
"953","27.367583918570293","27.367583918570293","27.367583918570293"
"954","27.531120526095172","27.531120526095172","27.531120526095172"
"955","27.71776028823677","27.71776028823677","27.71776028823677"
"956","27.904400673792797","27.904400673792797","27.904400673792797"
"957","27.495846129606416","27.495846129606416","27.495846129606416"
"958","27.483624348179532","27.483624348179532","27.483624348179532"
"959","27.001099264801493","27.001099264801493","27.001099264801493"
"960","26.889799534912527","26.889799534912527","26.889799534912527"
"961","26.602510001605353","26.602510001605353","26.602510001605353"
"962","26.445790958209518","26.445790958209518","26.445790958209518"
"963","26.999426018662653","26.999426018662653","26.999426018662653"
"964","27.144218460304","27.144218460304","27.144218460304"
"965","26.644305636206077","26.644305636206077","26.644305636206077"
"966","25.62404696501644","25.62404696501644","25.62404696501644"
"967","26.074556712014505","26.074556712014505","26.074556712014505"
"968","26.287185326611276","26.287185326611276","26.287185326611276"
"969","25.61194660393081","25.61194660393081","25.61194660393081"
"970","25.611672402414392","25.611672402414392","25.611672402414392"
"971","24.86006505585512","24.86006505585512","24.86006505585512"
"972","25.7570929975084","25.7570929975084","25.7570929975084"
"973","26.603836049540337","26.603836049540337","26.603836049540337"
"974","26.498282930694533","26.498282930694533","26.498282930694533"
"975","26.882067486621562","26.882067486621562","26.882067486621562"
"976","26.91296693266359","26.91296693266359","26.91296693266359"
"977","27.38219240818272","27.38219240818272","27.38219240818272"
"978","27.36071497032976","27.36071497032976","27.36071497032976"
"979","27.41951160239573","27.41951160239573","27.41951160239573"
"980","27.050917918213614","27.050917918213614","27.050917918213614"
"981","26.903767024236252","26.903767024236252","26.903767024236252"
"982","26.839359456524047","26.839359456524047","26.839359456524047"
"983","26.846117810516663","26.846117810516663","26.846117810516663"
"984","26.43905693794812","26.43905693794812","26.43905693794812"
"985","26.17443654783707","26.17443654783707","26.17443654783707"
"986","25.44132688466119","25.44132688466119","25.44132688466119"
"987","25.634114937072976","25.634114937072976","25.634114937072976"
"988","24.861711772391573","24.861711772391573","24.861711772391573"
"989","24.927957229843525","24.927957229843525","24.927957229843525"
"990","26.48355053719646","26.48355053719646","26.48355053719646"
"991","26.54532628590191","26.54532628590191","26.54532628590191"
"992","26.185605198956544","26.185605198956544","26.185605198956544"
"993","26.640816901284794","26.640816901284794","26.640816901284794"
"994","27.897536392204145","27.897536392204145","27.897536392204145"
"995","27.745968248586845","27.745968248586845","27.745968248586845"
"996","28.368817226752657","28.368817226752657","28.368817226752657"
"997","28.220470202429087","28.220470202429087","28.220470202429087"
"998","29.15649613893008","29.15649613893008","29.15649613893008"
"999","29.398836369229947","29.398836369229947","29.398836369229947"
"1000","29.647732468262884","29.647732468262884","29.647732468262884"
"1001","29.75950848422752","29.75950848422752","29.75950848422752"
"1002","29.87635528314591","29.87635528314591","29.87635528314591"
"1003","30.44170899188713","30.44170899188713","30.44170899188713"
"1004","29.809614349111417","29.809614349111417","29.809614349111417"
"1005","29.55855774800206","29.55855774800206","29.55855774800206"
"1006","29.712607784716354","29.712607784716354","29.712607784716354"
"1007","29.38896877281928","29.38896877281928","29.38896877281928"
"1008","29.460075260914287","29.460075260914287","29.460075260914287"
"1009","30.301782445616574","30.301782445616574","30.301782445616574"
"1010","30.8771541781102","30.8771541781102","30.8771541781102"
"1011","30.824572627681633","30.824572627681633","30.824572627681633"
"1012","31.312961269589483","31.312961269589483","31.312961269589483"
"1013","31.360409402016618","31.360409402016618","31.360409402016618"
"1014","31.657711861346414","31.657711861346414","31.657711861346414"
"1015","31.677815057064734","31.677815057064734","31.677815057064734"
"1016","31.8396495604952","31.8396495604952","31.8396495604952"
"1017","32.39223478309189","32.39223478309189","32.39223478309189"
"1018","31.96024429249045","31.96024429249045","31.96024429249045"
"1019","31.78826471590231","31.78826471590231","31.78826471590231"
"1020","31.71725533823543","31.71725533823543","31.71725533823543"
"1021","32.336382614041085","32.336382614041085","32.336382614041085"
"1022","32.6240472877876","32.6240472877876","32.6240472877876"
"1023","32.764790800502126","32.764790800502126","32.764790800502126"
"1024","32.8481797794936","32.8481797794936","32.8481797794936"
"1025","32.92277001846453","32.92277001846453","32.92277001846453"
"1026","33.369799054791436","33.369799054791436","33.369799054791436"
"1027","33.66628680731879","33.66628680731879","33.66628680731879"
"1028","35.20344819939182","35.20344819939182","35.20344819939182"
"1029","35.41221726916652","35.41221726916652","35.41221726916652"
"1030","36.129792175601594","36.129792175601594","36.129792175601594"
"1031","35.12600316331096","35.12600316331096","35.12600316331096"
"1032","35.28426622192737","35.28426622192737","35.28426622192737"
"1033","35.70655804688396","35.70655804688396","35.70655804688396"
"1034","35.86502019742216","35.86502019742216","35.86502019742216"
"1035","34.501736093460174","34.501736093460174","34.501736093460174"
"1036","35.66022941303516","35.66022941303516","35.66022941303516"
"1037","35.46516778011722","35.46516778011722","35.46516778011722"
"1038","34.89459035880796","34.89459035880796","34.89459035880796"
"1039","35.51620150701552","35.51620150701552","35.51620150701552"
"1040","35.549765181906665","35.549765181906665","35.549765181906665"
"1041","35.78421501385043","35.78421501385043","35.78421501385043"
"1042","36.142373155802346","36.142373155802346","36.142373155802346"
"1043","36.16070829398713","36.16070829398713","36.16070829398713"
"1044","35.67410432041306","35.67410432041306","35.67410432041306"
"1045","35.67956413259193","35.67956413259193","35.67956413259193"
"1046","36.873645100061154","36.873645100061154","36.873645100061154"
"1047","37.2839982527034","37.2839982527034","37.2839982527034"
"1048","37.751012661475265","37.751012661475265","37.751012661475265"
"1049","37.429704440842926","37.429704440842926","37.429704440842926"
"1050","37.26782940891816","37.26782940891816","37.26782940891816"
"1051","37.54108967544814","37.54108967544814","37.54108967544814"
"1052","38.74205264583429","38.74205264583429","38.74205264583429"
"1053","38.83218443530059","38.83218443530059","38.83218443530059"
"1054","38.818331271696366","38.818331271696366","38.818331271696366"
"1055","38.08924265677874","38.08924265677874","38.08924265677874"
"1056","38.38713866276459","38.38713866276459","38.38713866276459"
"1057","36.639627600990295","36.639627600990295","36.639627600990295"
"1058","36.64726175596593","36.64726175596593","36.64726175596593"
"1059","37.99688821371884","37.99688821371884","37.99688821371884"
"1060","38.170196520450276","38.170196520450276","38.170196520450276"
"1061","38.12489570881191","38.12489570881191","38.12489570881191"
"1062","38.09346487959929","38.09346487959929","38.09346487959929"
"1063","38.63245209772365","38.63245209772365","38.63245209772365"
"1064","38.7904856182844","38.7904856182844","38.7904856182844"
"1065","39.63966562535441","39.63966562535441","39.63966562535441"
"1066","39.52592848410396","39.52592848410396","39.52592848410396"
"1067","39.1713544378768","39.1713544378768","39.1713544378768"
"1068","39.45317348079502","39.45317348079502","39.45317348079502"
"1069","38.776115197188396","38.776115197188396","38.776115197188396"
"1070","38.9829695641373","38.9829695641373","38.9829695641373"
"1071","39.09008914758378","39.09008914758378","39.09008914758378"
"1072","39.4162145468111","39.4162145468111","39.4162145468111"
"1073","39.29206958903589","39.29206958903589","39.29206958903589"
"1074","38.801364135614136","38.801364135614136","38.801364135614136"
"1075","38.65843508677495","38.65843508677495","38.65843508677495"
"1076","37.451635597124415","37.451635597124415","37.451635597124415"
"1077","37.123138453693485","37.123138453693485","37.123138453693485"
"1078","37.993001780885784","37.993001780885784","37.993001780885784"
"1079","38.80161869101458","38.80161869101458","38.80161869101458"
"1080","38.66265039135391","38.66265039135391","38.66265039135391"
"1081","38.975737628794235","38.975737628794235","38.975737628794235"
"1082","38.825832690831696","38.825832690831696","38.825832690831696"
"1083","39.57097095495968","39.57097095495968","39.57097095495968"
"1084","39.60712293018928","39.60712293018928","39.60712293018928"
"1085","39.32039614680426","39.32039614680426","39.32039614680426"
"1086","38.854843374690134","38.854843374690134","38.854843374690134"
"1087","39.905153650118244","39.905153650118244","39.905153650118244"
"1088","40.20271966731323","40.20271966731323","40.20271966731323"
"1089","40.263291977893104","40.263291977893104","40.263291977893104"
"1090","39.289805843777444","39.289805843777444","39.289805843777444"
"1091","39.00650146214894","39.00650146214894","39.00650146214894"
"1092","40.14455576174073","40.14455576174073","40.14455576174073"
"1093","40.07066354846593","40.07066354846593","40.07066354846593"
"1094","40.39315484325212","40.39315484325212","40.39315484325212"
"1095","40.43568180021003","40.43568180021003","40.43568180021003"
"1096","40.86160139221174","40.86160139221174","40.86160139221174"
"1097","39.741232038916145","39.741232038916145","39.741232038916145"
"1098","40.27811731169513","40.27811731169513","40.27811731169513"
"1099","40.994083402976074","40.994083402976074","40.994083402976074"
"1100","40.727314587255954","40.727314587255954","40.727314587255954"
"1101","40.65385042628416","40.65385042628416","40.65385042628416"
"1102","40.181106373501876","40.181106373501876","40.181106373501876"
"1103","40.346379123787585","40.346379123787585","40.346379123787585"
"1104","40.6640546677593","40.6640546677593","40.6640546677593"
"1105","40.7616237555123","40.7616237555123","40.7616237555123"
"1106","41.2939033694694","41.2939033694694","41.2939033694694"
"1107","41.1080089835438","41.1080089835438","41.1080089835438"
"1108","41.26888305385586","41.26888305385586","41.26888305385586"
"1109","40.450326008968865","40.450326008968865","40.450326008968865"
"1110","40.7981472950126","40.7981472950126","40.7981472950126"
"1111","40.76652735350971","40.76652735350971","40.76652735350971"
"1112","41.364079300941704","41.364079300941704","41.364079300941704"
"1113","41.09481722856672","41.09481722856672","41.09481722856672"
"1114","40.98789123028385","40.98789123028385","40.98789123028385"
"1115","40.529366651842295","40.529366651842295","40.529366651842295"
"1116","41.794543229164944","41.794543229164944","41.794543229164944"
"1117","41.8462232736342","41.8462232736342","41.8462232736342"
"1118","41.89839812978353","41.89839812978353","41.89839812978353"
"1119","42.427844697696166","42.427844697696166","42.427844697696166"
"1120","42.74717973863475","42.74717973863475","42.74717973863475"
"1121","41.83858294370959","41.83858294370959","41.83858294370959"
"1122","41.20638370654882","41.20638370654882","41.20638370654882"
"1123","41.0308107021802","41.0308107021802","41.0308107021802"
"1124","40.54150151383033","40.54150151383033","40.54150151383033"
"1125","40.895725594778305","40.895725594778305","40.895725594778305"
"1126","41.2241893554199","41.2241893554199","41.2241893554199"
"1127","41.04677242487446","41.04677242487446","41.04677242487446"
"1128","41.29860628679248","41.29860628679248","41.29860628679248"
"1129","41.00206156988172","41.00206156988172","41.00206156988172"
"1130","41.65710198892648","41.65710198892648","41.65710198892648"
"1131","42.148449953436874","42.148449953436874","42.148449953436874"
"1132","42.210575288155276","42.210575288155276","42.210575288155276"
"1133","42.442139454653905","42.442139454653905","42.442139454653905"
"1134","43.00840767868844","43.00840767868844","43.00840767868844"
"1135","43.81291840259945","43.81291840259945","43.81291840259945"
"1136","44.85796249972174","44.85796249972174","44.85796249972174"
"1137","44.9075950819242","44.9075950819242","44.9075950819242"
"1138","43.07230050185326","43.07230050185326","43.07230050185326"
"1139","42.98838748319017","42.98838748319017","42.98838748319017"
"1140","42.33431837482113","42.33431837482113","42.33431837482113"
"1141","42.69792424920419","42.69792424920419","42.69792424920419"
"1142","42.81249195566953","42.81249195566953","42.81249195566953"
"1143","42.4007129693227","42.4007129693227","42.4007129693227"
"1144","41.728793676005026","41.728793676005026","41.728793676005026"
"1145","41.608244537641106","41.608244537641106","41.608244537641106"
"1146","41.74267478887721","41.74267478887721","41.74267478887721"
"1147","41.639981639863265","41.639981639863265","41.639981639863265"
"1148","41.684347712412","41.684347712412","41.684347712412"
"1149","42.0811741436449","42.0811741436449","42.0811741436449"
"1150","42.01687756920849","42.01687756920849","42.01687756920849"
"1151","41.821682199955106","41.821682199955106","41.821682199955106"
"1152","41.64162505333582","41.64162505333582","41.64162505333582"
"1153","41.32027617335203","41.32027617335203","41.32027617335203"
"1154","42.51440237013392","42.51440237013392","42.51440237013392"
"1155","41.59985963891869","41.59985963891869","41.59985963891869"
"1156","41.72431909432025","41.72431909432025","41.72431909432025"
"1157","41.799286309518195","41.799286309518195","41.799286309518195"
"1158","41.607372926647315","41.607372926647315","41.607372926647315"
"1159","41.21670032672269","41.21670032672269","41.21670032672269"
"1160","41.47587378828529","41.47587378828529","41.47587378828529"
"1161","41.751688689001355","41.751688689001355","41.751688689001355"
"1162","41.903239748167515","41.903239748167515","41.903239748167515"
"1163","41.416278671291685","41.416278671291685","41.416278671291685"
"1164","42.26704175642593","42.26704175642593","42.26704175642593"
"1165","43.22712015890718","43.22712015890718","43.22712015890718"
"1166","43.30299260063937","43.30299260063937","43.30299260063937"
"1167","43.05055752893959","43.05055752893959","43.05055752893959"
"1168","44.037563557323104","44.037563557323104","44.037563557323104"
"1169","43.711311428887385","43.711311428887385","43.711311428887385"
"1170","43.77325024153577","43.77325024153577","43.77325024153577"
"1171","44.232811710901345","44.232811710901345","44.232811710901345"
"1172","43.480055558131745","43.480055558131745","43.480055558131745"
"1173","42.68212937009581","42.68212937009581","42.68212937009581"
"1174","42.51735830040124","42.51735830040124","42.51735830040124"
"1175","42.29519271443148","42.29519271443148","42.29519271443148"
"1176","42.24266094011468","42.24266094011468","42.24266094011468"
"1177","41.78723308178152","41.78723308178152","41.78723308178152"
"1178","41.728331428598096","41.728331428598096","41.728331428598096"
"1179","42.05434154520738","42.05434154520738","42.05434154520738"
"1180","42.090371377897384","42.090371377897384","42.090371377897384"
"1181","42.85284664416109","42.85284664416109","42.85284664416109"
"1182","42.91407398693286","42.91407398693286","42.91407398693286"
"1183","42.43288164296623","42.43288164296623","42.43288164296623"
"1184","42.67016063516624","42.67016063516624","42.67016063516624"
"1185","42.77772727317259","42.77772727317259","42.77772727317259"
"1186","42.43448479571355","42.43448479571355","42.43448479571355"
"1187","42.28369489451329","42.28369489451329","42.28369489451329"
"1188","42.6321780825197","42.6321780825197","42.6321780825197"
"1189","43.37852758383074","43.37852758383074","43.37852758383074"
"1190","41.70487302806677","41.70487302806677","41.70487302806677"
"1191","41.346701535389045","41.346701535389045","41.346701535389045"
"1192","41.43116542960489","41.43116542960489","41.43116542960489"
"1193","41.19824434526458","41.19824434526458","41.19824434526458"
"1194","39.97712595320495","39.97712595320495","39.97712595320495"
"1195","39.98858515958352","39.98858515958352","39.98858515958352"
"1196","39.664037332369986","39.664037332369986","39.664037332369986"
"1197","40.12943703752701","40.12943703752701","40.12943703752701"
"1198","39.47496023211861","39.47496023211861","39.47496023211861"
"1199","38.90888705776429","38.90888705776429","38.90888705776429"
"1200","39.0105275212629","39.0105275212629","39.0105275212629"
"1201","38.90518978608819","38.90518978608819","38.90518978608819"
"1202","37.690287177959526","37.690287177959526","37.690287177959526"
"1203","37.1727050164061","37.1727050164061","37.1727050164061"
"1204","37.92548098257365","37.92548098257365","37.92548098257365"
"1205","38.260619380411214","38.260619380411214","38.260619380411214"
"1206","38.72192659367201","38.72192659367201","38.72192659367201"
"1207","38.651089703235854","38.651089703235854","38.651089703235854"
"1208","38.45092707414889","38.45092707414889","38.45092707414889"
"1209","38.06307651106308","38.06307651106308","38.06307651106308"
"1210","38.13256635030417","38.13256635030417","38.13256635030417"
"1211","38.95361777153712","38.95361777153712","38.95361777153712"
"1212","38.21071833549421","38.21071833549421","38.21071833549421"
"1213","38.60540591924851","38.60540591924851","38.60540591924851"
"1214","38.61971627987592","38.61971627987592","38.61971627987592"
"1215","38.81035580857515","38.81035580857515","38.81035580857515"
"1216","39.17850676955934","39.17850676955934","39.17850676955934"
"1217","38.78909105557782","38.78909105557782","38.78909105557782"
"1218","38.84260685483835","38.84260685483835","38.84260685483835"
"1219","38.58501673182259","38.58501673182259","38.58501673182259"
"1220","38.525246556765964","38.525246556765964","38.525246556765964"
"1221","37.516338988957415","37.516338988957415","37.516338988957415"
"1222","38.3718902316764","38.3718902316764","38.3718902316764"
"1223","38.24971282261589","38.24971282261589","38.24971282261589"
"1224","38.205867447792386","38.205867447792386","38.205867447792386"
"1225","38.78160014507228","38.78160014507228","38.78160014507228"
"1226","38.846772365159914","38.846772365159914","38.846772365159914"
"1227","39.012712877495204","39.012712877495204","39.012712877495204"
"1228","37.47629131396854","37.47629131396854","37.47629131396854"
"1229","37.4242690758283","37.4242690758283","37.4242690758283"
"1230","36.80287761118237","36.80287761118237","36.80287761118237"
"1231","36.75547191999604","36.75547191999604","36.75547191999604"
"1232","36.394546419602115","36.394546419602115","36.394546419602115"
"1233","35.86894853246077","35.86894853246077","35.86894853246077"
"1234","35.7890307173983","35.7890307173983","35.7890307173983"
"1235","36.081905652149736","36.081905652149736","36.081905652149736"
"1236","35.122206366216446","35.122206366216446","35.122206366216446"
"1237","35.28584035888774","35.28584035888774","35.28584035888774"
"1238","36.21538491831665","36.21538491831665","36.21538491831665"
"1239","35.04000938590528","35.04000938590528","35.04000938590528"
"1240","34.932513485408606","34.932513485408606","34.932513485408606"
"1241","34.09993521876136","34.09993521876136","34.09993521876136"
"1242","33.88409716594404","33.88409716594404","33.88409716594404"
"1243","34.898292304461364","34.898292304461364","34.898292304461364"
"1244","35.55056664120894","35.55056664120894","35.55056664120894"
"1245","35.56970372773448","35.56970372773448","35.56970372773448"
"1246","34.79950834723337","34.79950834723337","34.79950834723337"
"1247","34.768858827158425","34.768858827158425","34.768858827158425"
"1248","34.47805857517844","34.47805857517844","34.47805857517844"
"1249","34.9898785000584","34.9898785000584","34.9898785000584"
"1250","35.76956716338339","35.76956716338339","35.76956716338339"
"1251","35.68949476633083","35.68949476633083","35.68949476633083"
"1252","35.198335445875934","35.198335445875934","35.198335445875934"
"1253","35.501894783203625","35.501894783203625","35.501894783203625"
"1254","35.89673701840019","35.89673701840019","35.89673701840019"
"1255","35.98004876100579","35.98004876100579","35.98004876100579"
"1256","35.63955023938448","35.63955023938448","35.63955023938448"
"1257","36.188128389210604","36.188128389210604","36.188128389210604"
"1258","35.999422940351394","35.999422940351394","35.999422940351394"
"1259","35.39491152778913","35.39491152778913","35.39491152778913"
"1260","35.560291716198456","35.560291716198456","35.560291716198456"
"1261","36.602843100881294","36.602843100881294","36.602843100881294"
"1262","36.68467839679703","36.68467839679703","36.68467839679703"
"1263","36.656410929934516","36.656410929934516","36.656410929934516"
"1264","36.77489390706657","36.77489390706657","36.77489390706657"
