"Step","DDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG_4_2 - Mean Episode Reward (Last 200 episodes)__MAX"
"3915","24.80631588874668","24.80631588874668","24.80631588874668"
"3916","24.402558775679317","24.402558775679317","24.402558775679317"
"3917","24.3617551147287","24.3617551147287","24.3617551147287"
"3918","24.430537767661452","24.430537767661452","24.430537767661452"
"3919","24.396377547221917","24.396377547221917","24.396377547221917"
"3920","24.011782675416885","24.011782675416885","24.011782675416885"
"3921","24.648238306662268","24.648238306662268","24.648238306662268"
"3922","25.125344087754552","25.125344087754552","25.125344087754552"
"3923","24.633009740384118","24.633009740384118","24.633009740384118"
"3924","25.15529260276651","25.15529260276651","25.15529260276651"
"3925","24.17000140655739","24.17000140655739","24.17000140655739"
"3926","24.21299905603394","24.21299905603394","24.21299905603394"
"3927","23.97015900746283","23.97015900746283","23.97015900746283"
"3928","23.824477232077086","23.824477232077086","23.824477232077086"
"3929","24.764979447928557","24.764979447928557","24.764979447928557"
"3930","24.754461642583074","24.754461642583074","24.754461642583074"
"3931","24.657255899948826","24.657255899948826","24.657255899948826"
"3932","25.887043070442505","25.887043070442505","25.887043070442505"
"3933","26.544118711052295","26.544118711052295","26.544118711052295"
"3934","26.244232424303977","26.244232424303977","26.244232424303977"
"3935","26.135773248825025","26.135773248825025","26.135773248825025"
"3936","25.939737748088668","25.939737748088668","25.939737748088668"
"3937","26.243807684091866","26.243807684091866","26.243807684091866"
"3938","26.167444216587565","26.167444216587565","26.167444216587565"
"3939","25.386342178136303","25.386342178136303","25.386342178136303"
"3940","25.375899020325843","25.375899020325843","25.375899020325843"
"3941","25.41647500778934","25.41647500778934","25.41647500778934"
"3942","25.291866385755924","25.291866385755924","25.291866385755924"
"3943","25.447519018794548","25.447519018794548","25.447519018794548"
"3944","24.943524740969828","24.943524740969828","24.943524740969828"
"3945","24.371260231861353","24.371260231861353","24.371260231861353"
"3946","24.602491000527852","24.602491000527852","24.602491000527852"
"3947","24.947041182799982","24.947041182799982","24.947041182799982"
"3948","24.973645915664694","24.973645915664694","24.973645915664694"
"3949","24.866850173140428","24.866850173140428","24.866850173140428"
"3950","24.76935216771244","24.76935216771244","24.76935216771244"
"3951","24.642098390372162","24.642098390372162","24.642098390372162"
"3952","23.450337503729703","23.450337503729703","23.450337503729703"
"3953","23.303746932327147","23.303746932327147","23.303746932327147"
"3954","23.270036034192348","23.270036034192348","23.270036034192348"
"3955","21.628901906270027","21.628901906270027","21.628901906270027"
"3956","20.462679861638613","20.462679861638613","20.462679861638613"
"3957","20.838012795820543","20.838012795820543","20.838012795820543"
"3958","20.285396799528545","20.285396799528545","20.285396799528545"
"3959","19.763441460063557","19.763441460063557","19.763441460063557"
"3960","20.642101704069088","20.642101704069088","20.642101704069088"
"3961","19.080076606777283","19.080076606777283","19.080076606777283"
"3962","19.148165398179536","19.148165398179536","19.148165398179536"
"3963","18.734101407613093","18.734101407613093","18.734101407613093"
"3964","19.245806846317134","19.245806846317134","19.245806846317134"
"3965","19.101203393548204","19.101203393548204","19.101203393548204"
"3966","19.485556555124735","19.485556555124735","19.485556555124735"
"3967","19.944853333841024","19.944853333841024","19.944853333841024"
"3968","20.97332989104414","20.97332989104414","20.97332989104414"
"3969","20.601650267656115","20.601650267656115","20.601650267656115"
"3970","20.56831667097409","20.56831667097409","20.56831667097409"
"3971","20.701676837037397","20.701676837037397","20.701676837037397"
"3972","20.768106728707426","20.768106728707426","20.768106728707426"
"3973","20.664304859702128","20.664304859702128","20.664304859702128"
"3974","21.18442924612774","21.18442924612774","21.18442924612774"
"3975","21.79816117953858","21.79816117953858","21.79816117953858"
"3976","22.27152919597248","22.27152919597248","22.27152919597248"
"3977","22.92235095677708","22.92235095677708","22.92235095677708"
"3978","23.45875072485605","23.45875072485605","23.45875072485605"
"3979","22.81008775601567","22.81008775601567","22.81008775601567"
"3980","22.79576483748716","22.79576483748716","22.79576483748716"
"3981","23.23368773602611","23.23368773602611","23.23368773602611"
"3982","23.145551646395425","23.145551646395425","23.145551646395425"
"3983","22.71425014749968","22.71425014749968","22.71425014749968"
"3984","22.13265056020758","22.13265056020758","22.13265056020758"
"3985","22.99775781727547","22.99775781727547","22.99775781727547"
"3986","23.53801465917793","23.53801465917793","23.53801465917793"
"3987","23.68219347320101","23.68219347320101","23.68219347320101"
"3988","24.160200958568172","24.160200958568172","24.160200958568172"
"3989","23.70192822264306","23.70192822264306","23.70192822264306"
"3990","23.957297826598133","23.957297826598133","23.957297826598133"
"3991","24.00552001923892","24.00552001923892","24.00552001923892"
"3992","24.185181950890442","24.185181950890442","24.185181950890442"
"3993","24.369672253728915","24.369672253728915","24.369672253728915"
"3994","23.886227962983085","23.886227962983085","23.886227962983085"
"3995","23.68832751107363","23.68832751107363","23.68832751107363"
"3996","24.165570132950087","24.165570132950087","24.165570132950087"
"3997","25.039440298896853","25.039440298896853","25.039440298896853"
"3998","25.09717952246759","25.09717952246759","25.09717952246759"
"3999","24.950290250343283","24.950290250343283","24.950290250343283"
"4000","25.396394093345553","25.396394093345553","25.396394093345553"
"4001","26.329656645063974","26.329656645063974","26.329656645063974"
"4002","25.69344000832142","25.69344000832142","25.69344000832142"
"4003","25.45022357385483","25.45022357385483","25.45022357385483"
"4004","25.621150443128503","25.621150443128503","25.621150443128503"
"4005","25.082709221415403","25.082709221415403","25.082709221415403"
"4006","24.29033583005847","24.29033583005847","24.29033583005847"
"4007","24.734326159372632","24.734326159372632","24.734326159372632"
"4008","24.605691456247747","24.605691456247747","24.605691456247747"
"4009","24.768040445301587","24.768040445301587","24.768040445301587"
"4010","23.7024340575608","23.7024340575608","23.7024340575608"
"4011","23.410510293597213","23.410510293597213","23.410510293597213"
"4012","22.87946219473169","22.87946219473169","22.87946219473169"
"4013","22.902573073358152","22.902573073358152","22.902573073358152"
"4014","22.237233047404743","22.237233047404743","22.237233047404743"
"4015","22.112939191091336","22.112939191091336","22.112939191091336"
"4016","21.399949468655436","21.399949468655436","21.399949468655436"
"4017","21.741111774577668","21.741111774577668","21.741111774577668"
"4018","21.963339506050062","21.963339506050062","21.963339506050062"
"4019","22.17214361633748","22.17214361633748","22.17214361633748"
"4020","22.18753811384285","22.18753811384285","22.18753811384285"
"4021","22.31375506883683","22.31375506883683","22.31375506883683"
"4022","22.70046471703024","22.70046471703024","22.70046471703024"
"4023","22.715010361086865","22.715010361086865","22.715010361086865"
"4024","22.587771307864127","22.587771307864127","22.587771307864127"
"4025","22.676250696128292","22.676250696128292","22.676250696128292"
"4026","22.63963636160371","22.63963636160371","22.63963636160371"
"4027","22.467748199864086","22.467748199864086","22.467748199864086"
"4028","22.989030394456545","22.989030394456545","22.989030394456545"
"4029","23.74838676238942","23.74838676238942","23.74838676238942"
"4030","23.799593038104828","23.799593038104828","23.799593038104828"
"4031","23.77087721512244","23.77087721512244","23.77087721512244"
"4032","22.757296438033446","22.757296438033446","22.757296438033446"
"4033","23.172611144936706","23.172611144936706","23.172611144936706"
"4034","23.089282289750845","23.089282289750845","23.089282289750845"
"4035","22.658672546894906","22.658672546894906","22.658672546894906"
"4036","22.44337569089722","22.44337569089722","22.44337569089722"
"4037","23.39993545243421","23.39993545243421","23.39993545243421"
"4038","22.157307916680193","22.157307916680193","22.157307916680193"
"4039","22.28939933350865","22.28939933350865","22.28939933350865"
"4040","21.475785034857044","21.475785034857044","21.475785034857044"
"4041","21.64368573145503","21.64368573145503","21.64368573145503"
"4042","21.569630478722033","21.569630478722033","21.569630478722033"
"4043","21.263745175005464","21.263745175005464","21.263745175005464"
"4044","20.807115978676258","20.807115978676258","20.807115978676258"
"4045","20.523915978965825","20.523915978965825","20.523915978965825"
"4046","20.03406601287539","20.03406601287539","20.03406601287539"
"4047","20.537679505218335","20.537679505218335","20.537679505218335"
"4048","20.372019718580795","20.372019718580795","20.372019718580795"
"4049","20.265455047794255","20.265455047794255","20.265455047794255"
"4050","20.583288815743366","20.583288815743366","20.583288815743366"
"4051","20.671525060190966","20.671525060190966","20.671525060190966"
"4052","20.9614503917301","20.9614503917301","20.9614503917301"
"4053","21.101683737143016","21.101683737143016","21.101683737143016"
"4054","21.3535762815219","21.3535762815219","21.3535762815219"
"4055","20.848928355806677","20.848928355806677","20.848928355806677"
"4056","20.894248969940318","20.894248969940318","20.894248969940318"
"4057","20.700106437767094","20.700106437767094","20.700106437767094"
"4058","20.048883130500386","20.048883130500386","20.048883130500386"
"4059","19.761788381266687","19.761788381266687","19.761788381266687"
"4060","19.75923027800992","19.75923027800992","19.75923027800992"
"4061","19.704060233344745","19.704060233344745","19.704060233344745"
"4062","20.305409480441142","20.305409480441142","20.305409480441142"
"4063","20.239305312072123","20.239305312072123","20.239305312072123"
"4064","20.23336992651709","20.23336992651709","20.23336992651709"
"4065","20.628764257922523","20.628764257922523","20.628764257922523"
"4066","21.559061354987257","21.559061354987257","21.559061354987257"
"4067","20.707525087825758","20.707525087825758","20.707525087825758"
"4068","21.052410905168536","21.052410905168536","21.052410905168536"
"4069","21.008622831779427","21.008622831779427","21.008622831779427"
"4070","21.503147162194875","21.503147162194875","21.503147162194875"
"4071","21.308595025917455","21.308595025917455","21.308595025917455"
"4072","20.572338517471472","20.572338517471472","20.572338517471472"
"4073","20.61017095072197","20.61017095072197","20.61017095072197"
"4074","20.944602658944092","20.944602658944092","20.944602658944092"
"4075","21.170705294178624","21.170705294178624","21.170705294178624"
"4076","21.14846143233756","21.14846143233756","21.14846143233756"
"4077","20.486344908812736","20.486344908812736","20.486344908812736"
"4078","20.54798774676897","20.54798774676897","20.54798774676897"
"4079","20.568683360356037","20.568683360356037","20.568683360356037"
"4080","21.140517360611025","21.140517360611025","21.140517360611025"
"4081","21.792866865678207","21.792866865678207","21.792866865678207"
"4082","22.001076357374014","22.001076357374014","22.001076357374014"
"4083","22.464088404401227","22.464088404401227","22.464088404401227"
"4084","22.937811018961646","22.937811018961646","22.937811018961646"
"4085","23.469307659817286","23.469307659817286","23.469307659817286"
"4086","22.744236775576166","22.744236775576166","22.744236775576166"
"4087","21.70678437598137","21.70678437598137","21.70678437598137"
"4088","21.952397574580047","21.952397574580047","21.952397574580047"
"4089","22.936551927212953","22.936551927212953","22.936551927212953"
"4090","23.30152888238381","23.30152888238381","23.30152888238381"
"4091","23.105934656959562","23.105934656959562","23.105934656959562"
"4092","22.586041158594742","22.586041158594742","22.586041158594742"
"4093","22.338389542340597","22.338389542340597","22.338389542340597"
"4094","21.85537744549202","21.85537744549202","21.85537744549202"
"4095","21.701843294807453","21.701843294807453","21.701843294807453"
"4096","21.004651878300443","21.004651878300443","21.004651878300443"
"4097","21.136509044692794","21.136509044692794","21.136509044692794"
"4098","20.89173131059255","20.89173131059255","20.89173131059255"
"4099","19.791590831346316","19.791590831346316","19.791590831346316"
"4100","19.708265055066132","19.708265055066132","19.708265055066132"
"4101","19.52374883784164","19.52374883784164","19.52374883784164"
"4102","19.507735905027324","19.507735905027324","19.507735905027324"
"4103","19.71438370865032","19.71438370865032","19.71438370865032"
"4104","19.18388587841023","19.18388587841023","19.18388587841023"
"4105","19.121978513614113","19.121978513614113","19.121978513614113"
"4106","18.312223896289787","18.312223896289787","18.312223896289787"
"4107","17.236887379249413","17.236887379249413","17.236887379249413"
"4108","17.285038426939412","17.285038426939412","17.285038426939412"
"4109","16.98236130482082","16.98236130482082","16.98236130482082"
"4110","16.87049798535512","16.87049798535512","16.87049798535512"
"4111","16.898654412994585","16.898654412994585","16.898654412994585"
"4112","16.633507423291473","16.633507423291473","16.633507423291473"
"4113","17.26088289663123","17.26088289663123","17.26088289663123"
"4114","17.65186705095972","17.65186705095972","17.65186705095972"
"4115","16.703812660164314","16.703812660164314","16.703812660164314"
"4116","16.870397997380795","16.870397997380795","16.870397997380795"
"4117","17.577678789967475","17.577678789967475","17.577678789967475"
"4118","17.553906503903633","17.553906503903633","17.553906503903633"
"4119","17.295856100202105","17.295856100202105","17.295856100202105"
"4120","17.410949014673687","17.410949014673687","17.410949014673687"
"4121","16.64099862241963","16.64099862241963","16.64099862241963"
"4122","16.106753061206923","16.106753061206923","16.106753061206923"
"4123","16.13780553835466","16.13780553835466","16.13780553835466"
"4124","16.00862890057591","16.00862890057591","16.00862890057591"
"4125","15.705037260842913","15.705037260842913","15.705037260842913"
"4126","15.863806468969607","15.863806468969607","15.863806468969607"
"4127","16.185256999560302","16.185256999560302","16.185256999560302"
"4128","16.81287919345999","16.81287919345999","16.81287919345999"
"4129","15.254287529630433","15.254287529630433","15.254287529630433"
"4130","15.11436683342361","15.11436683342361","15.11436683342361"
"4131","15.197028005696161","15.197028005696161","15.197028005696161"
"4132","14.214688066749495","14.214688066749495","14.214688066749495"
"4133","14.349467825548428","14.349467825548428","14.349467825548428"
"4134","14.792784696214078","14.792784696214078","14.792784696214078"
"4135","13.85481611960546","13.85481611960546","13.85481611960546"
"4136","13.265209821979004","13.265209821979004","13.265209821979004"
"4137","12.722288890004728","12.722288890004728","12.722288890004728"
"4138","13.064458602889106","13.064458602889106","13.064458602889106"
"4139","13.030225017870789","13.030225017870789","13.030225017870789"
"4140","13.850556504924333","13.850556504924333","13.850556504924333"
"4141","13.641581521732283","13.641581521732283","13.641581521732283"
"4142","13.775608775630515","13.775608775630515","13.775608775630515"
"4143","14.842775543102382","14.842775543102382","14.842775543102382"
"4144","16.362644213741216","16.362644213741216","16.362644213741216"
"4145","16.81550175250515","16.81550175250515","16.81550175250515"
"4146","17.89098624043171","17.89098624043171","17.89098624043171"
"4147","17.482929634751343","17.482929634751343","17.482929634751343"
"4148","17.692582077583406","17.692582077583406","17.692582077583406"
"4149","17.80978849123848","17.80978849123848","17.80978849123848"
"4150","18.11819841433794","18.11819841433794","18.11819841433794"
"4151","18.060937888219105","18.060937888219105","18.060937888219105"
"4152","17.70089072615821","17.70089072615821","17.70089072615821"
"4153","17.94271370002836","17.94271370002836","17.94271370002836"
"4154","18.445229277052434","18.445229277052434","18.445229277052434"
"4155","19.599335597838525","19.599335597838525","19.599335597838525"
"4156","20.980780650680728","20.980780650680728","20.980780650680728"
"4157","21.472554676556832","21.472554676556832","21.472554676556832"
"4158","21.540280060731085","21.540280060731085","21.540280060731085"
"4159","21.819170640829217","21.819170640829217","21.819170640829217"
"4160","21.03246148763903","21.03246148763903","21.03246148763903"
"4161","21.852921072721013","21.852921072721013","21.852921072721013"
"4162","21.798294487934257","21.798294487934257","21.798294487934257"
"4163","21.74041611951889","21.74041611951889","21.74041611951889"
"4164","21.66132559249749","21.66132559249749","21.66132559249749"
"4165","21.83829230979028","21.83829230979028","21.83829230979028"
"4166","22.140360469392398","22.140360469392398","22.140360469392398"
"4167","22.08546109955396","22.08546109955396","22.08546109955396"
"4168","21.272154049275617","21.272154049275617","21.272154049275617"
"4169","21.41942759136538","21.41942759136538","21.41942759136538"
"4170","21.739684452484454","21.739684452484454","21.739684452484454"
"4171","21.5629322048316","21.5629322048316","21.5629322048316"
"4172","21.82177754340853","21.82177754340853","21.82177754340853"
"4173","22.222006664873916","22.222006664873916","22.222006664873916"
"4174","21.78658681353605","21.78658681353605","21.78658681353605"
"4175","21.264140352856966","21.264140352856966","21.264140352856966"
"4176","20.872136829234076","20.872136829234076","20.872136829234076"
"4177","20.04851434641715","20.04851434641715","20.04851434641715"
"4178","19.6073240332262","19.6073240332262","19.6073240332262"
"4179","19.655154965043813","19.655154965043813","19.655154965043813"
"4180","19.714228143531038","19.714228143531038","19.714228143531038"
"4181","19.319213802989854","19.319213802989854","19.319213802989854"
"4182","19.79838142262505","19.79838142262505","19.79838142262505"
"4183","19.916133426430736","19.916133426430736","19.916133426430736"
"4184","20.77267646295698","20.77267646295698","20.77267646295698"
"4185","20.01606103614105","20.01606103614105","20.01606103614105"
"4186","20.629872011872802","20.629872011872802","20.629872011872802"
"4187","20.61061901081221","20.61061901081221","20.61061901081221"
"4188","20.34982376412318","20.34982376412318","20.34982376412318"
"4189","21.73795777282383","21.73795777282383","21.73795777282383"
"4190","21.32473376158211","21.32473376158211","21.32473376158211"
"4191","20.809285447446488","20.809285447446488","20.809285447446488"
"4192","21.290857799630263","21.290857799630263","21.290857799630263"
"4193","21.88469073227878","21.88469073227878","21.88469073227878"
"4194","21.355073271563327","21.355073271563327","21.355073271563327"
"4195","21.59083452744007","21.59083452744007","21.59083452744007"
"4196","20.852678043259065","20.852678043259065","20.852678043259065"
"4197","20.652719713546254","20.652719713546254","20.652719713546254"
"4198","20.524762960692513","20.524762960692513","20.524762960692513"
"4199","20.516348247606285","20.516348247606285","20.516348247606285"
"4200","20.632832796347138","20.632832796347138","20.632832796347138"
"4201","19.855393656748255","19.855393656748255","19.855393656748255"
"4202","20.395808458774738","20.395808458774738","20.395808458774738"
"4203","20.438334789193924","20.438334789193924","20.438334789193924"
"4204","20.61849204552907","20.61849204552907","20.61849204552907"
"4205","20.764971110988604","20.764971110988604","20.764971110988604"
"4206","20.595339240996378","20.595339240996378","20.595339240996378"
"4207","20.61344535390147","20.61344535390147","20.61344535390147"
"4208","20.750050494013397","20.750050494013397","20.750050494013397"
"4209","21.189032707243037","21.189032707243037","21.189032707243037"
"4210","22.15828629314951","22.15828629314951","22.15828629314951"
"4211","22.454594269839973","22.454594269839973","22.454594269839973"
"4212","22.567088681064643","22.567088681064643","22.567088681064643"
"4213","22.29375811604692","22.29375811604692","22.29375811604692"
"4214","22.81266165300203","22.81266165300203","22.81266165300203"
"4215","23.10110894706151","23.10110894706151","23.10110894706151"
"4216","23.123348733339466","23.123348733339466","23.123348733339466"
"4217","22.48927864321502","22.48927864321502","22.48927864321502"
"4218","22.524557362499635","22.524557362499635","22.524557362499635"
"4219","21.66547869162183","21.66547869162183","21.66547869162183"
"4220","21.244314267369333","21.244314267369333","21.244314267369333"
"4221","21.017309597253494","21.017309597253494","21.017309597253494"
"4222","20.792705051875586","20.792705051875586","20.792705051875586"
"4223","21.612940656697024","21.612940656697024","21.612940656697024"
"4224","21.241137376247522","21.241137376247522","21.241137376247522"
"4225","21.661384415396707","21.661384415396707","21.661384415396707"
"4226","21.667570088446855","21.667570088446855","21.667570088446855"
"4227","21.814961683248086","21.814961683248086","21.814961683248086"
"4228","21.78373425570125","21.78373425570125","21.78373425570125"
"4229","21.0150669274217","21.0150669274217","21.0150669274217"
"4230","20.94851049144288","20.94851049144288","20.94851049144288"
"4231","20.247187013277635","20.247187013277635","20.247187013277635"
"4232","20.162263616289398","20.162263616289398","20.162263616289398"
"4233","19.99490951113883","19.99490951113883","19.99490951113883"
"4234","20.895360474363443","20.895360474363443","20.895360474363443"
"4235","20.810811752370224","20.810811752370224","20.810811752370224"
"4236","21.06202341726548","21.06202341726548","21.06202341726548"
"4237","20.21824490930001","20.21824490930001","20.21824490930001"
"4238","20.127893207478436","20.127893207478436","20.127893207478436"
"4239","20.951118555964015","20.951118555964015","20.951118555964015"
"4240","20.721694763123516","20.721694763123516","20.721694763123516"
"4241","20.919892898049675","20.919892898049675","20.919892898049675"
"4242","21.012425103248855","21.012425103248855","21.012425103248855"
"4243","20.960047021630295","20.960047021630295","20.960047021630295"
"4244","21.028716773842618","21.028716773842618","21.028716773842618"
"4245","21.04763338779597","21.04763338779597","21.04763338779597"
"4246","20.29010573111382","20.29010573111382","20.29010573111382"
"4247","19.588348376878887","19.588348376878887","19.588348376878887"
"4248","19.625375324035623","19.625375324035623","19.625375324035623"
"4249","19.61946320247905","19.61946320247905","19.61946320247905"
"4250","19.020839438793505","19.020839438793505","19.020839438793505"
"4251","18.801570665483954","18.801570665483954","18.801570665483954"
"4252","18.310954120317604","18.310954120317604","18.310954120317604"
"4253","18.379705984802456","18.379705984802456","18.379705984802456"
"4254","18.518935692313946","18.518935692313946","18.518935692313946"
"4255","18.648233800425643","18.648233800425643","18.648233800425643"
"4256","18.578503993438574","18.578503993438574","18.578503993438574"
"4257","19.055143309949322","19.055143309949322","19.055143309949322"
"4258","18.975102477645883","18.975102477645883","18.975102477645883"
"4259","20.027432595416318","20.027432595416318","20.027432595416318"
"4260","19.989230421945944","19.989230421945944","19.989230421945944"
"4261","20.347420215151825","20.347420215151825","20.347420215151825"
"4262","20.59427482173848","20.59427482173848","20.59427482173848"
"4263","20.251669814029196","20.251669814029196","20.251669814029196"
"4264","20.4175941376797","20.4175941376797","20.4175941376797"
"4265","20.560522563571098","20.560522563571098","20.560522563571098"
"4266","19.919262122681722","19.919262122681722","19.919262122681722"
"4267","19.712803753737614","19.712803753737614","19.712803753737614"
"4268","19.407891065418074","19.407891065418074","19.407891065418074"
"4269","20.208515174995874","20.208515174995874","20.208515174995874"
"4270","19.986223732446607","19.986223732446607","19.986223732446607"
"4271","20.90044514366283","20.90044514366283","20.90044514366283"
"4272","21.48490302840911","21.48490302840911","21.48490302840911"
"4273","21.3494044196417","21.3494044196417","21.3494044196417"
"4274","21.96762811026773","21.96762811026773","21.96762811026773"
"4275","23.34280989669235","23.34280989669235","23.34280989669235"
"4276","23.32208260149776","23.32208260149776","23.32208260149776"
"4277","23.509823000962843","23.509823000962843","23.509823000962843"
"4278","23.126457996240738","23.126457996240738","23.126457996240738"
"4279","22.938155943075667","22.938155943075667","22.938155943075667"
"4280","22.562658841885842","22.562658841885842","22.562658841885842"
"4281","21.70746461368567","21.70746461368567","21.70746461368567"
"4282","21.56955914565063","21.56955914565063","21.56955914565063"
"4283","21.1773495321961","21.1773495321961","21.1773495321961"
"4284","21.183794368490286","21.183794368490286","21.183794368490286"
"4285","20.37212414859819","20.37212414859819","20.37212414859819"
"4286","21.057157482573995","21.057157482573995","21.057157482573995"
"4287","21.186370555671846","21.186370555671846","21.186370555671846"
"4288","22.294215205299334","22.294215205299334","22.294215205299334"
"4289","21.326508655190313","21.326508655190313","21.326508655190313"
"4290","20.53673362605861","20.53673362605861","20.53673362605861"
"4291","21.323214922295655","21.323214922295655","21.323214922295655"
"4292","21.79004695595855","21.79004695595855","21.79004695595855"
"4293","22.541456276451036","22.541456276451036","22.541456276451036"
"4294","22.622732497138404","22.622732497138404","22.622732497138404"
"4295","22.468356103603472","22.468356103603472","22.468356103603472"
"4296","23.967266873932637","23.967266873932637","23.967266873932637"
"4297","23.714233662739133","23.714233662739133","23.714233662739133"
"4298","23.661119531133668","23.661119531133668","23.661119531133668"
"4299","23.889667614421427","23.889667614421427","23.889667614421427"
"4300","24.404186833140315","24.404186833140315","24.404186833140315"
"4301","24.360308633109348","24.360308633109348","24.360308633109348"
"4302","24.85146667051085","24.85146667051085","24.85146667051085"
"4303","24.594266940350852","24.594266940350852","24.594266940350852"
"4304","25.057727380918053","25.057727380918053","25.057727380918053"
"4305","25.494393377130624","25.494393377130624","25.494393377130624"
"4306","25.817412358711987","25.817412358711987","25.817412358711987"
"4307","25.867906450250224","25.867906450250224","25.867906450250224"
"4308","25.868171496053733","25.868171496053733","25.868171496053733"
"4309","25.94183297255313","25.94183297255313","25.94183297255313"
"4310","25.67057094340008","25.67057094340008","25.67057094340008"
"4311","25.586042214549952","25.586042214549952","25.586042214549952"
"4312","26.260965570049315","26.260965570049315","26.260965570049315"
"4313","25.58378615278511","25.58378615278511","25.58378615278511"
"4314","25.22901380524731","25.22901380524731","25.22901380524731"
"4315","24.9428532867028","24.9428532867028","24.9428532867028"
"4316","24.814029343367903","24.814029343367903","24.814029343367903"
"4317","25.234098551965594","25.234098551965594","25.234098551965594"
"4318","25.061235076826186","25.061235076826186","25.061235076826186"
"4319","26.314826322772987","26.314826322772987","26.314826322772987"
"4320","26.068083786395526","26.068083786395526","26.068083786395526"
"4321","26.191613725505263","26.191613725505263","26.191613725505263"
"4322","26.56345001061555","26.56345001061555","26.56345001061555"
"4323","27.210130141267268","27.210130141267268","27.210130141267268"
"4324","26.99014998624185","26.99014998624185","26.99014998624185"
"4325","27.324490034823334","27.324490034823334","27.324490034823334"
"4326","27.302631117925003","27.302631117925003","27.302631117925003"
"4327","27.771401299972055","27.771401299972055","27.771401299972055"
"4328","27.39630730165126","27.39630730165126","27.39630730165126"
"4329","28.04417411176065","28.04417411176065","28.04417411176065"
"4330","27.971535515618697","27.971535515618697","27.971535515618697"
"4331","28.148268447289666","28.148268447289666","28.148268447289666"
"4332","28.094152698244724","28.094152698244724","28.094152698244724"
"4333","27.628958834778665","27.628958834778665","27.628958834778665"
"4334","27.17384769179369","27.17384769179369","27.17384769179369"
"4335","28.269526283047558","28.269526283047558","28.269526283047558"
"4336","28.231021349400418","28.231021349400418","28.231021349400418"
"4337","28.35949179916094","28.35949179916094","28.35949179916094"
"4338","27.6997682182072","27.6997682182072","27.6997682182072"
"4339","28.29015795090382","28.29015795090382","28.29015795090382"
"4340","27.408809223964028","27.408809223964028","27.408809223964028"
"4341","27.26339670476747","27.26339670476747","27.26339670476747"
"4342","27.245166640319113","27.245166640319113","27.245166640319113"
"4343","26.77961543852535","26.77961543852535","26.77961543852535"
"4344","25.65943574318305","25.65943574318305","25.65943574318305"
"4345","25.2074444597681","25.2074444597681","25.2074444597681"
"4346","24.324382926815566","24.324382926815566","24.324382926815566"
"4347","23.62873904699945","23.62873904699945","23.62873904699945"
"4348","23.71454671356682","23.71454671356682","23.71454671356682"
"4349","23.807023650278005","23.807023650278005","23.807023650278005"
"4350","23.070731343513266","23.070731343513266","23.070731343513266"
"4351","23.240995581816637","23.240995581816637","23.240995581816637"
"4352","23.65421522692788","23.65421522692788","23.65421522692788"
"4353","23.959697579260673","23.959697579260673","23.959697579260673"
"4354","23.54404259966973","23.54404259966973","23.54404259966973"
"4355","22.881776113168286","22.881776113168286","22.881776113168286"
"4356","22.005600747009307","22.005600747009307","22.005600747009307"
"4357","21.88962776323905","21.88962776323905","21.88962776323905"
"4358","22.352322162968054","22.352322162968054","22.352322162968054"
"4359","22.717869183929093","22.717869183929093","22.717869183929093"
"4360","22.72499759085585","22.72499759085585","22.72499759085585"
"4361","23.16279543488843","23.16279543488843","23.16279543488843"
"4362","23.474170280627987","23.474170280627987","23.474170280627987"
"4363","23.488580284964943","23.488580284964943","23.488580284964943"
"4364","23.388683960401494","23.388683960401494","23.388683960401494"
"4365","23.206408727942858","23.206408727942858","23.206408727942858"
"4366","22.560748611180284","22.560748611180284","22.560748611180284"
"4367","22.39655372771324","22.39655372771324","22.39655372771324"
"4368","21.75950989005618","21.75950989005618","21.75950989005618"
"4369","21.807235206971512","21.807235206971512","21.807235206971512"
"4370","22.43334667235423","22.43334667235423","22.43334667235423"
"4371","21.9087730794715","21.9087730794715","21.9087730794715"
"4372","21.478123367897542","21.478123367897542","21.478123367897542"
"4373","21.69706006795637","21.69706006795637","21.69706006795637"
"4374","21.50672943900522","21.50672943900522","21.50672943900522"
"4375","21.33064586502499","21.33064586502499","21.33064586502499"
"4376","21.49037518149652","21.49037518149652","21.49037518149652"
"4377","22.53994083529425","22.53994083529425","22.53994083529425"
"4378","22.52463942259446","22.52463942259446","22.52463942259446"
"4379","22.365389140314143","22.365389140314143","22.365389140314143"
"4380","22.514481990789054","22.514481990789054","22.514481990789054"
"4381","22.507474167888432","22.507474167888432","22.507474167888432"
"4382","21.716429299023144","21.716429299023144","21.716429299023144"
"4383","22.220799372318606","22.220799372318606","22.220799372318606"
"4384","21.4131736914546","21.4131736914546","21.4131736914546"
"4385","21.25832415643041","21.25832415643041","21.25832415643041"
"4386","20.724311447718254","20.724311447718254","20.724311447718254"
"4387","20.561451696379113","20.561451696379113","20.561451696379113"
"4388","20.45719131504151","20.45719131504151","20.45719131504151"
"4389","20.38418482308183","20.38418482308183","20.38418482308183"
"4390","21.015435215880757","21.015435215880757","21.015435215880757"
"4391","21.30341813559379","21.30341813559379","21.30341813559379"
"4392","21.236709695189433","21.236709695189433","21.236709695189433"
