"Step","RAND_RAND_4_2 - Mean Episode Reward (Last 200 episodes)","RAND_RAND_4_2 - Mean Episode Reward (Last 200 episodes)__MIN","RAND_RAND_4_2 - Mean Episode Reward (Last 200 episodes)__MAX"
"1228","-54.63848860799988","-54.63848860799988","-54.63848860799988"
"1229","-54.68123699958228","-54.68123699958228","-54.68123699958228"
"1230","-54.14900699287563","-54.14900699287563","-54.14900699287563"
"1231","-54.984240024323874","-54.984240024323874","-54.984240024323874"
"1232","-54.401156973269316","-54.401156973269316","-54.401156973269316"
"1233","-53.93454092010029","-53.93454092010029","-53.93454092010029"
"1234","-54.02022991986392","-54.02022991986392","-54.02022991986392"
"1235","-53.720081344080974","-53.720081344080974","-53.720081344080974"
"1236","-53.54481673353342","-53.54481673353342","-53.54481673353342"
"1237","-54.157199398890945","-54.157199398890945","-54.157199398890945"
"1238","-54.164236761160225","-54.164236761160225","-54.164236761160225"
"1239","-54.495076602101925","-54.495076602101925","-54.495076602101925"
"1240","-54.35557382898806","-54.35557382898806","-54.35557382898806"
"1241","-55.34644326428782","-55.34644326428782","-55.34644326428782"
"1242","-55.382146443363865","-55.382146443363865","-55.382146443363865"
"1243","-55.46116972525228","-55.46116972525228","-55.46116972525228"
"1244","-54.9596532822372","-54.9596532822372","-54.9596532822372"
"1245","-55.24478662313693","-55.24478662313693","-55.24478662313693"
"1246","-56.508850244222124","-56.508850244222124","-56.508850244222124"
"1247","-55.871059093674965","-55.871059093674965","-55.871059093674965"
"1248","-56.44362067041379","-56.44362067041379","-56.44362067041379"
"1249","-55.97722939411799","-55.97722939411799","-55.97722939411799"
"1250","-56.021886808406414","-56.021886808406414","-56.021886808406414"
"1251","-56.77970499740698","-56.77970499740698","-56.77970499740698"
"1252","-56.25852954424262","-56.25852954424262","-56.25852954424262"
"1253","-55.97107641974088","-55.97107641974088","-55.97107641974088"
"1254","-56.08840870233565","-56.08840870233565","-56.08840870233565"
"1255","-55.995840449791494","-55.995840449791494","-55.995840449791494"
"1256","-56.19649893900739","-56.19649893900739","-56.19649893900739"
"1257","-55.584032892016005","-55.584032892016005","-55.584032892016005"
"1258","-54.650729988600425","-54.650729988600425","-54.650729988600425"
"1259","-54.758324518198826","-54.758324518198826","-54.758324518198826"
"1260","-55.43278318653087","-55.43278318653087","-55.43278318653087"
"1261","-56.22971484652427","-56.22971484652427","-56.22971484652427"
"1262","-56.58786511303622","-56.58786511303622","-56.58786511303622"
"1263","-56.827152169954864","-56.827152169954864","-56.827152169954864"
"1264","-58.006022326635964","-58.006022326635964","-58.006022326635964"
"1265","-58.17368633873301","-58.17368633873301","-58.17368633873301"
"1266","-58.637809473194764","-58.637809473194764","-58.637809473194764"
"1267","-58.631220562137536","-58.631220562137536","-58.631220562137536"
"1268","-59.73620281458605","-59.73620281458605","-59.73620281458605"
"1269","-59.226150296319126","-59.226150296319126","-59.226150296319126"
"1270","-59.268459397524175","-59.268459397524175","-59.268459397524175"
"1271","-59.36250546196433","-59.36250546196433","-59.36250546196433"
"1272","-60.23852700216652","-60.23852700216652","-60.23852700216652"
"1273","-60.147214149443386","-60.147214149443386","-60.147214149443386"
"1274","-59.77728812242689","-59.77728812242689","-59.77728812242689"
"1275","-59.84320816201441","-59.84320816201441","-59.84320816201441"
"1276","-59.44724805941116","-59.44724805941116","-59.44724805941116"
"1277","-59.71737992282613","-59.71737992282613","-59.71737992282613"
"1278","-60.13962437350012","-60.13962437350012","-60.13962437350012"
"1279","-60.32359358749488","-60.32359358749488","-60.32359358749488"
"1280","-60.01292863980803","-60.01292863980803","-60.01292863980803"
"1281","-59.41192405547661","-59.41192405547661","-59.41192405547661"
"1282","-59.61979230324486","-59.61979230324486","-59.61979230324486"
"1283","-59.87092526246732","-59.87092526246732","-59.87092526246732"
"1284","-59.43471662423757","-59.43471662423757","-59.43471662423757"
"1285","-59.3931823514856","-59.3931823514856","-59.3931823514856"
"1286","-59.02705432674739","-59.02705432674739","-59.02705432674739"
"1287","-59.727729166585306","-59.727729166585306","-59.727729166585306"
"1288","-59.82719443814755","-59.82719443814755","-59.82719443814755"
"1289","-60.15588565442444","-60.15588565442444","-60.15588565442444"
"1290","-60.10593441506168","-60.10593441506168","-60.10593441506168"
"1291","-58.996547359444065","-58.996547359444065","-58.996547359444065"
"1292","-58.78175804294165","-58.78175804294165","-58.78175804294165"
"1293","-57.9527676670096","-57.9527676670096","-57.9527676670096"
"1294","-57.494262199532265","-57.494262199532265","-57.494262199532265"
"1295","-57.70395740987231","-57.70395740987231","-57.70395740987231"
"1296","-58.21087466537817","-58.21087466537817","-58.21087466537817"
"1297","-58.482087727270745","-58.482087727270745","-58.482087727270745"
"1298","-58.59254207511276","-58.59254207511276","-58.59254207511276"
"1299","-58.9519724573055","-58.9519724573055","-58.9519724573055"
"1300","-59.13561528854396","-59.13561528854396","-59.13561528854396"
"1301","-59.53979885661738","-59.53979885661738","-59.53979885661738"
"1302","-59.442357116180766","-59.442357116180766","-59.442357116180766"
"1303","-59.870442337469775","-59.870442337469775","-59.870442337469775"
"1304","-59.94346003213397","-59.94346003213397","-59.94346003213397"
"1305","-59.976381248432126","-59.976381248432126","-59.976381248432126"
"1306","-59.61073327370636","-59.61073327370636","-59.61073327370636"
"1307","-59.31167041713763","-59.31167041713763","-59.31167041713763"
"1308","-58.688384909083254","-58.688384909083254","-58.688384909083254"
"1309","-58.71012936558645","-58.71012936558645","-58.71012936558645"
"1310","-58.34214601330066","-58.34214601330066","-58.34214601330066"
"1311","-57.962259431960774","-57.962259431960774","-57.962259431960774"
"1312","-57.067324629481305","-57.067324629481305","-57.067324629481305"
"1313","-56.801396593305924","-56.801396593305924","-56.801396593305924"
"1314","-56.09865984834387","-56.09865984834387","-56.09865984834387"
"1315","-56.393500506439985","-56.393500506439985","-56.393500506439985"
"1316","-55.99798025318559","-55.99798025318559","-55.99798025318559"
"1317","-55.82581887879257","-55.82581887879257","-55.82581887879257"
"1318","-56.246478652231026","-56.246478652231026","-56.246478652231026"
"1319","-57.17476418992638","-57.17476418992638","-57.17476418992638"
"1320","-56.01463166821118","-56.01463166821118","-56.01463166821118"
"1321","-56.268299458436786","-56.268299458436786","-56.268299458436786"
"1322","-56.710493274466174","-56.710493274466174","-56.710493274466174"
"1323","-57.259511132594845","-57.259511132594845","-57.259511132594845"
"1324","-57.65291943043099","-57.65291943043099","-57.65291943043099"
"1325","-58.789763092815086","-58.789763092815086","-58.789763092815086"
"1326","-58.113739738557925","-58.113739738557925","-58.113739738557925"
"1327","-57.887051788314274","-57.887051788314274","-57.887051788314274"
"1328","-58.36473056741972","-58.36473056741972","-58.36473056741972"
"1329","-58.38028673392841","-58.38028673392841","-58.38028673392841"
"1330","-56.919827477836854","-56.919827477836854","-56.919827477836854"
"1331","-55.97038690444606","-55.97038690444606","-55.97038690444606"
"1332","-56.45521773855797","-56.45521773855797","-56.45521773855797"
"1333","-56.07180475709617","-56.07180475709617","-56.07180475709617"
"1334","-55.06415299336335","-55.06415299336335","-55.06415299336335"
"1335","-54.70401802032793","-54.70401802032793","-54.70401802032793"
"1336","-54.58972095128602","-54.58972095128602","-54.58972095128602"
"1337","-55.04622422356888","-55.04622422356888","-55.04622422356888"
"1338","-55.12565012171479","-55.12565012171479","-55.12565012171479"
"1339","-54.74365164549794","-54.74365164549794","-54.74365164549794"
"1340","-55.254401960134416","-55.254401960134416","-55.254401960134416"
"1341","-55.63611133375507","-55.63611133375507","-55.63611133375507"
"1342","-56.27818630625094","-56.27818630625094","-56.27818630625094"
"1343","-56.521703596238574","-56.521703596238574","-56.521703596238574"
"1344","-55.67385713070534","-55.67385713070534","-55.67385713070534"
"1345","-55.90596848148366","-55.90596848148366","-55.90596848148366"
"1346","-56.6487798861931","-56.6487798861931","-56.6487798861931"
"1347","-56.81613533480073","-56.81613533480073","-56.81613533480073"
"1348","-56.76669322806022","-56.76669322806022","-56.76669322806022"
"1349","-56.55698145688923","-56.55698145688923","-56.55698145688923"
"1350","-57.83512647656056","-57.83512647656056","-57.83512647656056"
"1351","-57.41730643862881","-57.41730643862881","-57.41730643862881"
"1352","-57.31253606188249","-57.31253606188249","-57.31253606188249"
"1353","-57.958421472691725","-57.958421472691725","-57.958421472691725"
"1354","-58.64154308737179","-58.64154308737179","-58.64154308737179"
"1355","-57.79569984015933","-57.79569984015933","-57.79569984015933"
"1356","-56.563266413511045","-56.563266413511045","-56.563266413511045"
"1357","-56.94733980209513","-56.94733980209513","-56.94733980209513"
"1358","-56.700018243452426","-56.700018243452426","-56.700018243452426"
"1359","-55.33326845261237","-55.33326845261237","-55.33326845261237"
"1360","-55.91820537125566","-55.91820537125566","-55.91820537125566"
"1361","-55.38640556858581","-55.38640556858581","-55.38640556858581"
"1362","-55.80584148486767","-55.80584148486767","-55.80584148486767"
"1363","-56.51744026818082","-56.51744026818082","-56.51744026818082"
"1364","-56.861893274950575","-56.861893274950575","-56.861893274950575"
"1365","-55.889005363295404","-55.889005363295404","-55.889005363295404"
"1366","-56.28365365808686","-56.28365365808686","-56.28365365808686"
"1367","-55.766692592002485","-55.766692592002485","-55.766692592002485"
"1368","-55.6673099072243","-55.6673099072243","-55.6673099072243"
"1369","-55.89460498057496","-55.89460498057496","-55.89460498057496"
"1370","-56.66859720028876","-56.66859720028876","-56.66859720028876"
"1371","-55.89893382109034","-55.89893382109034","-55.89893382109034"
"1372","-55.924008912096504","-55.924008912096504","-55.924008912096504"
"1373","-54.691000694026805","-54.691000694026805","-54.691000694026805"
"1374","-54.54956927073266","-54.54956927073266","-54.54956927073266"
"1375","-54.505326928948136","-54.505326928948136","-54.505326928948136"
"1376","-53.947397530094214","-53.947397530094214","-53.947397530094214"
"1377","-54.19080010306001","-54.19080010306001","-54.19080010306001"
"1378","-54.45347398069271","-54.45347398069271","-54.45347398069271"
"1379","-54.45948828215468","-54.45948828215468","-54.45948828215468"
"1380","-54.55256862638827","-54.55256862638827","-54.55256862638827"
"1381","-54.23131501566393","-54.23131501566393","-54.23131501566393"
"1382","-53.914801009485544","-53.914801009485544","-53.914801009485544"
"1383","-53.989811165315025","-53.989811165315025","-53.989811165315025"
"1384","-54.38804271498823","-54.38804271498823","-54.38804271498823"
"1385","-54.03222589774587","-54.03222589774587","-54.03222589774587"
"1386","-53.963345238661816","-53.963345238661816","-53.963345238661816"
"1387","-53.91326470571987","-53.91326470571987","-53.91326470571987"
"1388","-53.484428856668856","-53.484428856668856","-53.484428856668856"
"1389","-53.322221130840674","-53.322221130840674","-53.322221130840674"
"1390","-52.49900407875572","-52.49900407875572","-52.49900407875572"
"1391","-53.176707410958386","-53.176707410958386","-53.176707410958386"
"1392","-53.5892404927799","-53.5892404927799","-53.5892404927799"
"1393","-54.14507971344828","-54.14507971344828","-54.14507971344828"
"1394","-54.75774463317832","-54.75774463317832","-54.75774463317832"
"1395","-54.449095144567835","-54.449095144567835","-54.449095144567835"
"1396","-54.310933473575076","-54.310933473575076","-54.310933473575076"
"1397","-53.80504063006395","-53.80504063006395","-53.80504063006395"
"1398","-53.70012346203171","-53.70012346203171","-53.70012346203171"
"1399","-53.58642211760296","-53.58642211760296","-53.58642211760296"
"1400","-53.213493301121716","-53.213493301121716","-53.213493301121716"
"1401","-52.334630076704386","-52.334630076704386","-52.334630076704386"
"1402","-51.949193485487484","-51.949193485487484","-51.949193485487484"
"1403","-52.6129985595125","-52.6129985595125","-52.6129985595125"
"1404","-53.142387507512375","-53.142387507512375","-53.142387507512375"
"1405","-52.883778218550496","-52.883778218550496","-52.883778218550496"
"1406","-51.906123163424674","-51.906123163424674","-51.906123163424674"
"1407","-51.826396280796956","-51.826396280796956","-51.826396280796956"
"1408","-52.140916278456956","-52.140916278456956","-52.140916278456956"
"1409","-52.17988578868475","-52.17988578868475","-52.17988578868475"
"1410","-51.44472975820824","-51.44472975820824","-51.44472975820824"
"1411","-51.76479004646432","-51.76479004646432","-51.76479004646432"
"1412","-52.038100830745044","-52.038100830745044","-52.038100830745044"
"1413","-52.26277694366867","-52.26277694366867","-52.26277694366867"
"1414","-52.621386193387224","-52.621386193387224","-52.621386193387224"
"1415","-51.929170999952355","-51.929170999952355","-51.929170999952355"
"1416","-51.450403574287456","-51.450403574287456","-51.450403574287456"
"1417","-51.54720438337755","-51.54720438337755","-51.54720438337755"
"1418","-51.14171586239472","-51.14171586239472","-51.14171586239472"
"1419","-52.57281520459524","-52.57281520459524","-52.57281520459524"
"1420","-52.91027557779299","-52.91027557779299","-52.91027557779299"
"1421","-53.8494971079877","-53.8494971079877","-53.8494971079877"
"1422","-53.63145760155066","-53.63145760155066","-53.63145760155066"
"1423","-53.837007293253926","-53.837007293253926","-53.837007293253926"
"1424","-54.76476782421666","-54.76476782421666","-54.76476782421666"
"1425","-55.162112575623354","-55.162112575623354","-55.162112575623354"
"1426","-55.264850134689596","-55.264850134689596","-55.264850134689596"
"1427","-56.13346228959513","-56.13346228959513","-56.13346228959513"
"1428","-55.71303708098728","-55.71303708098728","-55.71303708098728"
"1429","-56.09686426297528","-56.09686426297528","-56.09686426297528"
"1430","-55.52155209673414","-55.52155209673414","-55.52155209673414"
"1431","-55.32721320049156","-55.32721320049156","-55.32721320049156"
"1432","-55.688468360883036","-55.688468360883036","-55.688468360883036"
"1433","-56.57326911517875","-56.57326911517875","-56.57326911517875"
"1434","-56.22096977043214","-56.22096977043214","-56.22096977043214"
"1435","-56.071287665842846","-56.071287665842846","-56.071287665842846"
"1436","-55.828599747458604","-55.828599747458604","-55.828599747458604"
"1437","-56.03844343087084","-56.03844343087084","-56.03844343087084"
"1438","-55.93683148197264","-55.93683148197264","-55.93683148197264"
"1439","-56.09284119204726","-56.09284119204726","-56.09284119204726"
"1440","-56.06420750094711","-56.06420750094711","-56.06420750094711"
"1441","-55.371451613152864","-55.371451613152864","-55.371451613152864"
"1442","-54.949727567609116","-54.949727567609116","-54.949727567609116"
"1443","-55.15199046563219","-55.15199046563219","-55.15199046563219"
"1444","-55.69529825301734","-55.69529825301734","-55.69529825301734"
"1445","-54.93663003887437","-54.93663003887437","-54.93663003887437"
"1446","-55.10767941987319","-55.10767941987319","-55.10767941987319"
"1447","-55.64017923615027","-55.64017923615027","-55.64017923615027"
"1448","-55.790766013681086","-55.790766013681086","-55.790766013681086"
"1449","-57.193755251365495","-57.193755251365495","-57.193755251365495"
"1450","-57.148113828677985","-57.148113828677985","-57.148113828677985"
"1451","-57.41238373970364","-57.41238373970364","-57.41238373970364"
"1452","-57.69596406608882","-57.69596406608882","-57.69596406608882"
"1453","-57.96964305924497","-57.96964305924497","-57.96964305924497"
"1454","-58.622406583136","-58.622406583136","-58.622406583136"
"1455","-58.79400039560914","-58.79400039560914","-58.79400039560914"
"1456","-57.88936400867311","-57.88936400867311","-57.88936400867311"
"1457","-58.61868525467136","-58.61868525467136","-58.61868525467136"
"1458","-59.733686541507524","-59.733686541507524","-59.733686541507524"
"1459","-58.777225298554825","-58.777225298554825","-58.777225298554825"
"1460","-58.61092207572603","-58.61092207572603","-58.61092207572603"
"1461","-57.48780555957497","-57.48780555957497","-57.48780555957497"
"1462","-57.2811686116062","-57.2811686116062","-57.2811686116062"
"1463","-57.45464255551438","-57.45464255551438","-57.45464255551438"
"1464","-57.10603767603107","-57.10603767603107","-57.10603767603107"
"1465","-57.04753831029266","-57.04753831029266","-57.04753831029266"
"1466","-56.49673025260503","-56.49673025260503","-56.49673025260503"
"1467","-56.499864177741685","-56.499864177741685","-56.499864177741685"
"1468","-56.34560816662235","-56.34560816662235","-56.34560816662235"
"1469","-56.10836750532728","-56.10836750532728","-56.10836750532728"
"1470","-56.086855444589254","-56.086855444589254","-56.086855444589254"
"1471","-55.38044989848204","-55.38044989848204","-55.38044989848204"
"1472","-55.238990319991146","-55.238990319991146","-55.238990319991146"
"1473","-55.29268052838301","-55.29268052838301","-55.29268052838301"
"1474","-56.11888408392665","-56.11888408392665","-56.11888408392665"
"1475","-56.52523874956007","-56.52523874956007","-56.52523874956007"
"1476","-56.962508993284615","-56.962508993284615","-56.962508993284615"
"1477","-57.027285971984035","-57.027285971984035","-57.027285971984035"
"1478","-56.9464409458186","-56.9464409458186","-56.9464409458186"
"1479","-57.03623100533273","-57.03623100533273","-57.03623100533273"
"1480","-57.60341701678675","-57.60341701678675","-57.60341701678675"
"1481","-58.809529761808164","-58.809529761808164","-58.809529761808164"
"1482","-58.78010840062348","-58.78010840062348","-58.78010840062348"
"1483","-58.69035986692775","-58.69035986692775","-58.69035986692775"
"1484","-58.72279162381596","-58.72279162381596","-58.72279162381596"
"1485","-58.9255936469951","-58.9255936469951","-58.9255936469951"
"1486","-59.05574221584032","-59.05574221584032","-59.05574221584032"
"1487","-59.286001968339335","-59.286001968339335","-59.286001968339335"
"1488","-58.50960702704837","-58.50960702704837","-58.50960702704837"
"1489","-58.57181076103691","-58.57181076103691","-58.57181076103691"
"1490","-59.3806647243088","-59.3806647243088","-59.3806647243088"
"1491","-59.684822746658","-59.684822746658","-59.684822746658"
"1492","-60.54883849990878","-60.54883849990878","-60.54883849990878"
"1493","-60.244220793302","-60.244220793302","-60.244220793302"
"1494","-60.539894552338865","-60.539894552338865","-60.539894552338865"
"1495","-60.11824777975416","-60.11824777975416","-60.11824777975416"
"1496","-60.072668654413","-60.072668654413","-60.072668654413"
"1497","-59.326035912981425","-59.326035912981425","-59.326035912981425"
"1498","-59.07391225845021","-59.07391225845021","-59.07391225845021"
"1499","-58.63417855928893","-58.63417855928893","-58.63417855928893"
"1500","-58.55694001908552","-58.55694001908552","-58.55694001908552"
"1501","-58.217735189861905","-58.217735189861905","-58.217735189861905"
"1502","-58.71277328314903","-58.71277328314903","-58.71277328314903"
"1503","-57.70192796913335","-57.70192796913335","-57.70192796913335"
"1504","-57.67967153549258","-57.67967153549258","-57.67967153549258"
"1505","-57.7946414913853","-57.7946414913853","-57.7946414913853"
"1506","-57.46965166088493","-57.46965166088493","-57.46965166088493"
"1507","-58.28735232498407","-58.28735232498407","-58.28735232498407"
"1508","-59.7887407383264","-59.7887407383264","-59.7887407383264"
"1509","-59.30758807096948","-59.30758807096948","-59.30758807096948"
"1510","-59.611577606782824","-59.611577606782824","-59.611577606782824"
"1511","-59.90944773915322","-59.90944773915322","-59.90944773915322"
"1512","-60.574492155972415","-60.574492155972415","-60.574492155972415"
"1513","-60.832886075056194","-60.832886075056194","-60.832886075056194"
"1514","-60.59481296371438","-60.59481296371438","-60.59481296371438"
"1515","-60.32351513500241","-60.32351513500241","-60.32351513500241"
"1516","-60.85828986216907","-60.85828986216907","-60.85828986216907"
"1517","-61.54900716107406","-61.54900716107406","-61.54900716107406"
"1518","-61.850606812911835","-61.850606812911835","-61.850606812911835"
"1519","-62.006702495494245","-62.006702495494245","-62.006702495494245"
"1520","-62.23189513320668","-62.23189513320668","-62.23189513320668"
"1521","-62.20411172223326","-62.20411172223326","-62.20411172223326"
"1522","-62.90673590674445","-62.90673590674445","-62.90673590674445"
"1523","-62.750315197327424","-62.750315197327424","-62.750315197327424"
"1524","-63.81897900025109","-63.81897900025109","-63.81897900025109"
"1525","-62.176202423758134","-62.176202423758134","-62.176202423758134"
"1526","-63.08556787729907","-63.08556787729907","-63.08556787729907"
"1527","-62.85909043188758","-62.85909043188758","-62.85909043188758"
"1528","-62.447460800041654","-62.447460800041654","-62.447460800041654"
"1529","-62.61463133200644","-62.61463133200644","-62.61463133200644"
"1530","-63.16738484549979","-63.16738484549979","-63.16738484549979"
"1531","-63.05720925928162","-63.05720925928162","-63.05720925928162"
"1532","-62.89871913898931","-62.89871913898931","-62.89871913898931"
"1533","-63.8727608739257","-63.8727608739257","-63.8727608739257"
"1534","-64.39284583730164","-64.39284583730164","-64.39284583730164"
"1535","-64.42555387248872","-64.42555387248872","-64.42555387248872"
"1536","-63.98801702474323","-63.98801702474323","-63.98801702474323"
"1537","-63.03999034776948","-63.03999034776948","-63.03999034776948"
"1538","-62.899960062592434","-62.899960062592434","-62.899960062592434"
"1539","-63.60865527664451","-63.60865527664451","-63.60865527664451"
"1540","-63.207378864918695","-63.207378864918695","-63.207378864918695"
"1541","-62.92827181105563","-62.92827181105563","-62.92827181105563"
"1542","-62.57095808454113","-62.57095808454113","-62.57095808454113"
"1543","-61.74468218698317","-61.74468218698317","-61.74468218698317"
"1544","-62.764529095578226","-62.764529095578226","-62.764529095578226"
"1545","-63.08877958415769","-63.08877958415769","-63.08877958415769"
"1546","-62.71241873058234","-62.71241873058234","-62.71241873058234"
"1547","-61.89954848094675","-61.89954848094675","-61.89954848094675"
"1548","-61.53473205927036","-61.53473205927036","-61.53473205927036"
"1549","-61.746501660118064","-61.746501660118064","-61.746501660118064"
"1550","-61.824949843369566","-61.824949843369566","-61.824949843369566"
"1551","-62.985771240526155","-62.985771240526155","-62.985771240526155"
"1552","-62.84475295571605","-62.84475295571605","-62.84475295571605"
"1553","-63.4369416173246","-63.4369416173246","-63.4369416173246"
"1554","-63.32796747136796","-63.32796747136796","-63.32796747136796"
"1555","-64.34504681426661","-64.34504681426661","-64.34504681426661"
"1556","-64.72364688770246","-64.72364688770246","-64.72364688770246"
"1557","-64.80514817184012","-64.80514817184012","-64.80514817184012"
"1558","-64.85528891180185","-64.85528891180185","-64.85528891180185"
"1559","-65.25276809119703","-65.25276809119703","-65.25276809119703"
"1560","-64.78482595149971","-64.78482595149971","-64.78482595149971"
"1561","-64.9982630957663","-64.9982630957663","-64.9982630957663"
"1562","-65.2501277046991","-65.2501277046991","-65.2501277046991"
"1563","-65.16389075313536","-65.16389075313536","-65.16389075313536"
"1564","-65.90549761631407","-65.90549761631407","-65.90549761631407"
"1565","-67.45923585391084","-67.45923585391084","-67.45923585391084"
"1566","-66.75673127522546","-66.75673127522546","-66.75673127522546"
"1567","-66.84780863216021","-66.84780863216021","-66.84780863216021"
"1568","-65.8596303185177","-65.8596303185177","-65.8596303185177"
"1569","-66.69337552356964","-66.69337552356964","-66.69337552356964"
"1570","-66.64758095407907","-66.64758095407907","-66.64758095407907"
"1571","-67.25319169389194","-67.25319169389194","-67.25319169389194"
"1572","-66.11626723532714","-66.11626723532714","-66.11626723532714"
"1573","-66.95238781532493","-66.95238781532493","-66.95238781532493"
"1574","-67.01596652163299","-67.01596652163299","-67.01596652163299"
"1575","-67.90885746117954","-67.90885746117954","-67.90885746117954"
"1576","-68.21434090915126","-68.21434090915126","-68.21434090915126"
"1577","-67.75282129232417","-67.75282129232417","-67.75282129232417"
"1578","-67.61782346648063","-67.61782346648063","-67.61782346648063"
"1579","-66.97373382363352","-66.97373382363352","-66.97373382363352"
"1580","-67.23904476189033","-67.23904476189033","-67.23904476189033"
"1581","-66.68539269197122","-66.68539269197122","-66.68539269197122"
"1582","-67.01655583345584","-67.01655583345584","-67.01655583345584"
"1583","-67.32777621129607","-67.32777621129607","-67.32777621129607"
"1584","-66.41209855997592","-66.41209855997592","-66.41209855997592"
"1585","-65.66415420695337","-65.66415420695337","-65.66415420695337"
"1586","-65.69960847011299","-65.69960847011299","-65.69960847011299"
"1587","-65.34413279448054","-65.34413279448054","-65.34413279448054"
"1588","-65.73385572383776","-65.73385572383776","-65.73385572383776"
"1589","-65.45702911126757","-65.45702911126757","-65.45702911126757"
"1590","-66.30735956239663","-66.30735956239663","-66.30735956239663"
"1591","-66.80720555392256","-66.80720555392256","-66.80720555392256"
"1592","-66.28955152884642","-66.28955152884642","-66.28955152884642"
"1593","-65.68488205582517","-65.68488205582517","-65.68488205582517"
"1594","-66.4619875439606","-66.4619875439606","-66.4619875439606"
"1595","-66.46123024535258","-66.46123024535258","-66.46123024535258"
"1596","-66.29096100012029","-66.29096100012029","-66.29096100012029"
"1597","-65.93653722740876","-65.93653722740876","-65.93653722740876"
"1598","-65.44500582161912","-65.44500582161912","-65.44500582161912"
"1599","-64.86204207234789","-64.86204207234789","-64.86204207234789"
"1600","-64.70512230103591","-64.70512230103591","-64.70512230103591"
"1601","-65.54848155607209","-65.54848155607209","-65.54848155607209"
"1602","-65.84169530043884","-65.84169530043884","-65.84169530043884"
"1603","-65.81425642955865","-65.81425642955865","-65.81425642955865"
"1604","-64.75725466665688","-64.75725466665688","-64.75725466665688"
"1605","-66.03034667838448","-66.03034667838448","-66.03034667838448"
"1606","-67.34226796358259","-67.34226796358259","-67.34226796358259"
"1607","-67.28815631212967","-67.28815631212967","-67.28815631212967"
"1608","-67.1077254344685","-67.1077254344685","-67.1077254344685"
"1609","-66.74236055764291","-66.74236055764291","-66.74236055764291"
"1610","-67.36410729830995","-67.36410729830995","-67.36410729830995"
"1611","-66.95506605187147","-66.95506605187147","-66.95506605187147"
"1612","-66.83998809916655","-66.83998809916655","-66.83998809916655"
"1613","-66.89791133200883","-66.89791133200883","-66.89791133200883"
"1614","-66.04910359963738","-66.04910359963738","-66.04910359963738"
"1615","-66.57846331465481","-66.57846331465481","-66.57846331465481"
"1616","-67.14662214443818","-67.14662214443818","-67.14662214443818"
"1617","-67.0358675216342","-67.0358675216342","-67.0358675216342"
"1618","-67.04955578304974","-67.04955578304974","-67.04955578304974"
"1619","-66.25256620316722","-66.25256620316722","-66.25256620316722"
"1620","-66.89156404530986","-66.89156404530986","-66.89156404530986"
"1621","-66.41816202264043","-66.41816202264043","-66.41816202264043"
"1622","-66.7493367437743","-66.7493367437743","-66.7493367437743"
"1623","-65.3886615114452","-65.3886615114452","-65.3886615114452"
"1624","-65.0558156841669","-65.0558156841669","-65.0558156841669"
"1625","-64.88935859084746","-64.88935859084746","-64.88935859084746"
"1626","-65.192283563707","-65.192283563707","-65.192283563707"
"1627","-65.00689721867762","-65.00689721867762","-65.00689721867762"
"1628","-64.79335067587606","-64.79335067587606","-64.79335067587606"
"1629","-65.18765691214563","-65.18765691214563","-65.18765691214563"
"1630","-65.23799450910184","-65.23799450910184","-65.23799450910184"
"1631","-64.94994310058883","-64.94994310058883","-64.94994310058883"
"1632","-65.40174128791648","-65.40174128791648","-65.40174128791648"
"1633","-64.71588629948455","-64.71588629948455","-64.71588629948455"
"1634","-65.17741221221873","-65.17741221221873","-65.17741221221873"
"1635","-64.83785941673352","-64.83785941673352","-64.83785941673352"
"1636","-64.47026511322498","-64.47026511322498","-64.47026511322498"
"1637","-63.46352688533239","-63.46352688533239","-63.46352688533239"
"1638","-63.56635020195004","-63.56635020195004","-63.56635020195004"
"1639","-63.06924411026518","-63.06924411026518","-63.06924411026518"
"1640","-62.89694925135612","-62.89694925135612","-62.89694925135612"
"1641","-63.89564017101001","-63.89564017101001","-63.89564017101001"
"1642","-64.26055542333252","-64.26055542333252","-64.26055542333252"
"1643","-63.701833507414484","-63.701833507414484","-63.701833507414484"
"1644","-63.467654043090086","-63.467654043090086","-63.467654043090086"
"1645","-63.87355165922841","-63.87355165922841","-63.87355165922841"
"1646","-63.70600622319704","-63.70600622319704","-63.70600622319704"
"1647","-64.18474516747273","-64.18474516747273","-64.18474516747273"
"1648","-63.61352264053704","-63.61352264053704","-63.61352264053704"
"1649","-63.227881809414555","-63.227881809414555","-63.227881809414555"
"1650","-62.9759946800503","-62.9759946800503","-62.9759946800503"
"1651","-62.63556363373912","-62.63556363373912","-62.63556363373912"
"1652","-62.41272878992206","-62.41272878992206","-62.41272878992206"
"1653","-61.85516116716789","-61.85516116716789","-61.85516116716789"
"1654","-61.274402437450064","-61.274402437450064","-61.274402437450064"
"1655","-61.20706861635381","-61.20706861635381","-61.20706861635381"
"1656","-61.539030264643046","-61.539030264643046","-61.539030264643046"
"1657","-61.84113895631568","-61.84113895631568","-61.84113895631568"
"1658","-61.480207130864635","-61.480207130864635","-61.480207130864635"
"1659","-61.688719340202326","-61.688719340202326","-61.688719340202326"
"1660","-60.876020174964935","-60.876020174964935","-60.876020174964935"
"1661","-61.727161529150386","-61.727161529150386","-61.727161529150386"
