"Step","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MIN","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MAX","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"685","-61.0918482935036","-61.0918482935036","-61.0918482935036","-8.216545100833068","-8.216545100833068","-8.216545100833068","-10.437428882501818","-10.437428882501818","-10.437428882501818"
"686","-60.90595993222028","-60.90595993222028","-60.90595993222028","-8.294063715824535","-8.294063715824535","-8.294063715824535","-10.200351477235516","-10.200351477235516","-10.200351477235516"
"687","-60.652647951992904","-60.652647951992904","-60.652647951992904","-8.076207041960233","-8.076207041960233","-8.076207041960233","-10.681988566987936","-10.681988566987936","-10.681988566987936"
"688","-60.904977804225474","-60.904977804225474","-60.904977804225474","-8.029964179393307","-8.029964179393307","-8.029964179393307","-11.262559913044234","-11.262559913044234","-11.262559913044234"
"689","-61.12991276784423","-61.12991276784423","-61.12991276784423","-8.11897937094241","-8.11897937094241","-8.11897937094241","-11.128525607260174","-11.128525607260174","-11.128525607260174"
"690","-61.068994452457034","-61.068994452457034","-61.068994452457034","-7.839232610026561","-7.839232610026561","-7.839232610026561","-10.699690427138545","-10.699690427138545","-10.699690427138545"
"691","-60.48187452425169","-60.48187452425169","-60.48187452425169","-7.998611222055139","-7.998611222055139","-7.998611222055139","-10.46111233798973","-10.46111233798973","-10.46111233798973"
"692","-61.76738162714663","-61.76738162714663","-61.76738162714663","-8.103537388081133","-8.103537388081133","-8.103537388081133","-10.387352010044603","-10.387352010044603","-10.387352010044603"
"693","-61.71906847565571","-61.71906847565571","-61.71906847565571","-8.59042347324247","-8.59042347324247","-8.59042347324247","-10.362223519359736","-10.362223519359736","-10.362223519359736"
"694","-62.18076030892309","-62.18076030892309","-62.18076030892309","-8.679031367111614","-8.679031367111614","-8.679031367111614","-10.37196369186607","-10.37196369186607","-10.37196369186607"
"695","-61.541257281801535","-61.541257281801535","-61.541257281801535","-8.440302651109143","-8.440302651109143","-8.440302651109143","-10.414754545043316","-10.414754545043316","-10.414754545043316"
"696","-61.01703975845052","-61.01703975845052","-61.01703975845052","-8.201139046655612","-8.201139046655612","-8.201139046655612","-10.383241663682986","-10.383241663682986","-10.383241663682986"
"697","-60.56987347153512","-60.56987347153512","-60.56987347153512","-8.206526241907504","-8.206526241907504","-8.206526241907504","-10.692967853225353","-10.692967853225353","-10.692967853225353"
"698","-60.63306768007565","-60.63306768007565","-60.63306768007565","-8.322254293753076","-8.322254293753076","-8.322254293753076","-10.485584196824721","-10.485584196824721","-10.485584196824721"
"699","-60.388129283457346","-60.388129283457346","-60.388129283457346","-8.512659217219262","-8.512659217219262","-8.512659217219262","-10.47762612575807","-10.47762612575807","-10.47762612575807"
"700","-60.41349320564236","-60.41349320564236","-60.41349320564236","-8.7188040815322","-8.7188040815322","-8.7188040815322","-10.425393078940989","-10.425393078940989","-10.425393078940989"
"701","-60.39827720164225","-60.39827720164225","-60.39827720164225","-8.765339702071481","-8.765339702071481","-8.765339702071481","-10.399565407751146","-10.399565407751146","-10.399565407751146"
"702","-60.317843911805184","-60.317843911805184","-60.317843911805184","-8.629650719359788","-8.629650719359788","-8.629650719359788","-10.228546453284807","-10.228546453284807","-10.228546453284807"
"703","-60.2048723117542","-60.2048723117542","-60.2048723117542","-8.34019382466999","-8.34019382466999","-8.34019382466999","-10.20005200041721","-10.20005200041721","-10.20005200041721"
"704","-60.28170013028797","-60.28170013028797","-60.28170013028797","-8.319433993736272","-8.319433993736272","-8.319433993736272","-10.27388798732553","-10.27388798732553","-10.27388798732553"
"705","-59.99507132290417","-59.99507132290417","-59.99507132290417","-8.514444541540223","-8.514444541540223","-8.514444541540223","-10.267814788932501","-10.267814788932501","-10.267814788932501"
"706","-60.047124529381335","-60.047124529381335","-60.047124529381335","-8.508681292475512","-8.508681292475512","-8.508681292475512","-10.038655443426189","-10.038655443426189","-10.038655443426189"
"707","-59.113771420147195","-59.113771420147195","-59.113771420147195","-8.641051255556816","-8.641051255556816","-8.641051255556816","-10.447993237834893","-10.447993237834893","-10.447993237834893"
"708","-59.159158340702604","-59.159158340702604","-59.159158340702604","-8.636920216834119","-8.636920216834119","-8.636920216834119","-10.551753854512718","-10.551753854512718","-10.551753854512718"
"709","-59.62790640950058","-59.62790640950058","-59.62790640950058","-8.540449955353512","-8.540449955353512","-8.540449955353512","-10.552582467629964","-10.552582467629964","-10.552582467629964"
"710","-59.49755955010037","-59.49755955010037","-59.49755955010037","-8.60000128297759","-8.60000128297759","-8.60000128297759","-10.441757750887918","-10.441757750887918","-10.441757750887918"
"711","-59.28745738228277","-59.28745738228277","-59.28745738228277","-8.869281252516739","-8.869281252516739","-8.869281252516739","-10.446366183735881","-10.446366183735881","-10.446366183735881"
"712","-59.41592945528747","-59.41592945528747","-59.41592945528747","-8.885748853156995","-8.885748853156995","-8.885748853156995","-11.147321405742542","-11.147321405742542","-11.147321405742542"
"713","-59.330520995025935","-59.330520995025935","-59.330520995025935","-8.706186377486906","-8.706186377486906","-8.706186377486906","-11.05948361174314","-11.05948361174314","-11.05948361174314"
"714","-59.70417628716031","-59.70417628716031","-59.70417628716031","-8.455616323317255","-8.455616323317255","-8.455616323317255","-11.5745915681193","-11.5745915681193","-11.5745915681193"
"715","-59.590245523353936","-59.590245523353936","-59.590245523353936","-8.381196907349372","-8.381196907349372","-8.381196907349372","-11.229288106734916","-11.229288106734916","-11.229288106734916"
"716","-58.98257200056421","-58.98257200056421","-58.98257200056421","-7.746064271085966","-7.746064271085966","-7.746064271085966","-11.427561280717212","-11.427561280717212","-11.427561280717212"
"717","-58.80245805034684","-58.80245805034684","-58.80245805034684","-7.84508242321523","-7.84508242321523","-7.84508242321523","-11.450036451666243","-11.450036451666243","-11.450036451666243"
"718","-58.866369184137675","-58.866369184137675","-58.866369184137675","-6.913069519630831","-6.913069519630831","-6.913069519630831","-12.272296630446203","-12.272296630446203","-12.272296630446203"
"719","-59.12624416836443","-59.12624416836443","-59.12624416836443","-6.6208268890945545","-6.6208268890945545","-6.6208268890945545","-12.284175062347371","-12.284175062347371","-12.284175062347371"
"720","-58.99004188342288","-58.99004188342288","-58.99004188342288","-6.416863170716559","-6.416863170716559","-6.416863170716559","-13.086497439874995","-13.086497439874995","-13.086497439874995"
"721","-58.7320063304818","-58.7320063304818","-58.7320063304818","-6.414727095129795","-6.414727095129795","-6.414727095129795","-13.177262233115576","-13.177262233115576","-13.177262233115576"
"722","-58.65985616885213","-58.65985616885213","-58.65985616885213","-6.406399061886199","-6.406399061886199","-6.406399061886199","-13.237962036292517","-13.237962036292517","-13.237962036292517"
"723","-59.110644761123154","-59.110644761123154","-59.110644761123154","-6.5161759349910975","-6.5161759349910975","-6.5161759349910975","-13.36362857218819","-13.36362857218819","-13.36362857218819"
"724","-59.1282889988155","-59.1282889988155","-59.1282889988155","-6.572232522210056","-6.572232522210056","-6.572232522210056","-13.533338876748026","-13.533338876748026","-13.533338876748026"
"725","-59.142993263554565","-59.142993263554565","-59.142993263554565","-6.879955810214646","-6.879955810214646","-6.879955810214646","-13.718419740328013","-13.718419740328013","-13.718419740328013"
"726","-59.2490445637845","-59.2490445637845","-59.2490445637845","-6.985478069740172","-6.985478069740172","-6.985478069740172","-14.300384210142061","-14.300384210142061","-14.300384210142061"
"727","-59.18610908635781","-59.18610908635781","-59.18610908635781","-6.983521200443017","-6.983521200443017","-6.983521200443017","-14.347910845606025","-14.347910845606025","-14.347910845606025"
"728","-59.390408557174716","-59.390408557174716","-59.390408557174716","-7.012278206605539","-7.012278206605539","-7.012278206605539","-14.393998757994122","-14.393998757994122","-14.393998757994122"
"729","-59.61146422594911","-59.61146422594911","-59.61146422594911","-7.018860785575055","-7.018860785575055","-7.018860785575055","-13.816420023269576","-13.816420023269576","-13.816420023269576"
"730","-59.51446558962826","-59.51446558962826","-59.51446558962826","-7.021651945011477","-7.021651945011477","-7.021651945011477","-14.251279520129621","-14.251279520129621","-14.251279520129621"
"731","-59.649879759353205","-59.649879759353205","-59.649879759353205","-7.475439405571795","-7.475439405571795","-7.475439405571795","-14.143803047103074","-14.143803047103074","-14.143803047103074"
"732","-59.62074707614112","-59.62074707614112","-59.62074707614112","-7.4740185855884445","-7.4740185855884445","-7.4740185855884445","-14.14763575337945","-14.14763575337945","-14.14763575337945"
"733","-59.60247796456418","-59.60247796456418","-59.60247796456418","-7.676676114932041","-7.676676114932041","-7.676676114932041","-14.1300682002003","-14.1300682002003","-14.1300682002003"
"734","-59.98016156723019","-59.98016156723019","-59.98016156723019","-8.045485979612252","-8.045485979612252","-8.045485979612252","-14.271494628410016","-14.271494628410016","-14.271494628410016"
"735","-60.09054021391573","-60.09054021391573","-60.09054021391573","-8.05428241336282","-8.05428241336282","-8.05428241336282","-14.271934165793347","-14.271934165793347","-14.271934165793347"
"736","-59.159356423315515","-59.159356423315515","-59.159356423315515","-7.233858082813444","-7.233858082813444","-7.233858082813444","-14.75346171162561","-14.75346171162561","-14.75346171162561"
"737","-59.20478613100022","-59.20478613100022","-59.20478613100022","-7.093720421395991","-7.093720421395991","-7.093720421395991","-14.672007753053244","-14.672007753053244","-14.672007753053244"
"738","-59.39182905969287","-59.39182905969287","-59.39182905969287","-6.968091110454861","-6.968091110454861","-6.968091110454861","-14.672545111475788","-14.672545111475788","-14.672545111475788"
"739","-59.21721955195459","-59.21721955195459","-59.21721955195459","-7.236592375373649","-7.236592375373649","-7.236592375373649","-15.02646004419455","-15.02646004419455","-15.02646004419455"
"740","-59.40479466323599","-59.40479466323599","-59.40479466323599","-6.822800797112356","-6.822800797112356","-6.822800797112356","-14.505253686240035","-14.505253686240035","-14.505253686240035"
"741","-59.59763539266608","-59.59763539266608","-59.59763539266608","-6.601986140395395","-6.601986140395395","-6.601986140395395","-14.19050452952676","-14.19050452952676","-14.19050452952676"
"742","-59.79801398342629","-59.79801398342629","-59.79801398342629","-6.200570453261812","-6.200570453261812","-6.200570453261812","-14.314674710879638","-14.314674710879638","-14.314674710879638"
"743","-60.04173221594546","-60.04173221594546","-60.04173221594546","-5.569526425227298","-5.569526425227298","-5.569526425227298","-14.404355605826149","-14.404355605826149","-14.404355605826149"
"744","-60.12682635677541","-60.12682635677541","-60.12682635677541","-5.558903628085123","-5.558903628085123","-5.558903628085123","-14.443939907715944","-14.443939907715944","-14.443939907715944"
"745","-59.67775829092963","-59.67775829092963","-59.67775829092963","-5.5645575172536885","-5.5645575172536885","-5.5645575172536885","-14.557039888554574","-14.557039888554574","-14.557039888554574"
"746","-60.157461964014004","-60.157461964014004","-60.157461964014004","-5.884848381827368","-5.884848381827368","-5.884848381827368","-14.454004229349552","-14.454004229349552","-14.454004229349552"
"747","-60.21709928970759","-60.21709928970759","-60.21709928970759","-5.532782672911015","-5.532782672911015","-5.532782672911015","-14.225076698501043","-14.225076698501043","-14.225076698501043"
"748","-60.08677844365758","-60.08677844365758","-60.08677844365758","-5.853954118136228","-5.853954118136228","-5.853954118136228","-14.036249276405766","-14.036249276405766","-14.036249276405766"
"749","-59.30325174785","-59.30325174785","-59.30325174785","-5.704832676647907","-5.704832676647907","-5.704832676647907","-14.067781465385531","-14.067781465385531","-14.067781465385531"
"750","-58.9014761449005","-58.9014761449005","-58.9014761449005","-5.8236868232037","-5.8236868232037","-5.8236868232037","-13.660297416238897","-13.660297416238897","-13.660297416238897"
"751","-59.556881065558294","-59.556881065558294","-59.556881065558294","-6.110563996267003","-6.110563996267003","-6.110563996267003","-14.011161933522569","-14.011161933522569","-14.011161933522569"
"752","-59.30514746327277","-59.30514746327277","-59.30514746327277","-6.350557916323306","-6.350557916323306","-6.350557916323306","-13.655666277853843","-13.655666277853843","-13.655666277853843"
"753","-58.98591009706148","-58.98591009706148","-58.98591009706148","-6.108704318957999","-6.108704318957999","-6.108704318957999","-13.657667563707607","-13.657667563707607","-13.657667563707607"
"754","-59.594647893733864","-59.594647893733864","-59.594647893733864","-6.099177954359993","-6.099177954359993","-6.099177954359993","-13.397764453040867","-13.397764453040867","-13.397764453040867"
"755","-60.108587679672446","-60.108587679672446","-60.108587679672446","-6.055825612120122","-6.055825612120122","-6.055825612120122","-12.733841588769799","-12.733841588769799","-12.733841588769799"
"756","-60.51289772637038","-60.51289772637038","-60.51289772637038","-5.970014753176602","-5.970014753176602","-5.970014753176602","-12.915742093870984","-12.915742093870984","-12.915742093870984"
"757","-60.43843771665954","-60.43843771665954","-60.43843771665954","-5.448369472101359","-5.448369472101359","-5.448369472101359","-12.545139776085659","-12.545139776085659","-12.545139776085659"
"758","-60.371569218127505","-60.371569218127505","-60.371569218127505","-5.447911316577469","-5.447911316577469","-5.447911316577469","-12.556948500213823","-12.556948500213823","-12.556948500213823"
"759","-59.797753329164486","-59.797753329164486","-59.797753329164486","-5.640378704691452","-5.640378704691452","-5.640378704691452","-11.866087673595832","-11.866087673595832","-11.866087673595832"
"760","-60.01270967869598","-60.01270967869598","-60.01270967869598","-5.638916652574832","-5.638916652574832","-5.638916652574832","-11.39865569136034","-11.39865569136034","-11.39865569136034"
"761","-59.74698128616172","-59.74698128616172","-59.74698128616172","-5.505793695886582","-5.505793695886582","-5.505793695886582","-11.279098717190017","-11.279098717190017","-11.279098717190017"
"762","-59.26402142256892","-59.26402142256892","-59.26402142256892","-5.741244567055035","-5.741244567055035","-5.741244567055035","-11.292501569244342","-11.292501569244342","-11.292501569244342"
"763","-59.031804867170656","-59.031804867170656","-59.031804867170656","-6.35453349796558","-6.35453349796558","-6.35453349796558","-11.101752732695829","-11.101752732695829","-11.101752732695829"
"764","-59.49185741665042","-59.49185741665042","-59.49185741665042","-6.332558983247344","-6.332558983247344","-6.332558983247344","-10.596090798709126","-10.596090798709126","-10.596090798709126"
"765","-59.19331426144741","-59.19331426144741","-59.19331426144741","-6.359453361090042","-6.359453361090042","-6.359453361090042","-10.336499082668558","-10.336499082668558","-10.336499082668558"
"766","-58.92650700236387","-58.92650700236387","-58.92650700236387","-6.498643523184349","-6.498643523184349","-6.498643523184349","-10.336286673524056","-10.336286673524056","-10.336286673524056"
"767","-58.86894082371005","-58.86894082371005","-58.86894082371005","-6.612890405542158","-6.612890405542158","-6.612890405542158","-10.305601692781497","-10.305601692781497","-10.305601692781497"
"768","-59.25074770707856","-59.25074770707856","-59.25074770707856","-6.7934828888545296","-6.7934828888545296","-6.7934828888545296","-9.539546288826319","-9.539546288826319","-9.539546288826319"
"769","-58.54811082920744","-58.54811082920744","-58.54811082920744","-6.864369728600711","-6.864369728600711","-6.864369728600711","-9.528882103011826","-9.528882103011826","-9.528882103011826"
"770","-58.397328623020115","-58.397328623020115","-58.397328623020115","-6.659148827059377","-6.659148827059377","-6.659148827059377","-9.40627920931449","-9.40627920931449","-9.40627920931449"
"771","-58.29330003108851","-58.29330003108851","-58.29330003108851","-6.608138266554607","-6.608138266554607","-6.608138266554607","-9.669275002157754","-9.669275002157754","-9.669275002157754"
"772","-58.2920902319835","-58.2920902319835","-58.2920902319835","-6.452478360615852","-6.452478360615852","-6.452478360615852","-9.808901846540625","-9.808901846540625","-9.808901846540625"
"773","-58.30546160711464","-58.30546160711464","-58.30546160711464","-6.346904365819489","-6.346904365819489","-6.346904365819489","-9.709561392950814","-9.709561392950814","-9.709561392950814"
"774","-58.18620358993002","-58.18620358993002","-58.18620358993002","-6.304341446781085","-6.304341446781085","-6.304341446781085","-9.88826540486691","-9.88826540486691","-9.88826540486691"
"775","-58.134886290965724","-58.134886290965724","-58.134886290965724","-5.80066228878525","-5.80066228878525","-5.80066228878525","-10.094167920181981","-10.094167920181981","-10.094167920181981"
"776","-58.604556292586516","-58.604556292586516","-58.604556292586516","-5.955867828372552","-5.955867828372552","-5.955867828372552","-9.734280025113044","-9.734280025113044","-9.734280025113044"
"777","-58.61334452043424","-58.61334452043424","-58.61334452043424","-5.84931150619194","-5.84931150619194","-5.84931150619194","-9.79776588961258","-9.79776588961258","-9.79776588961258"
"778","-58.64097126305026","-58.64097126305026","-58.64097126305026","-5.349151192894999","-5.349151192894999","-5.349151192894999","-10.110040298662168","-10.110040298662168","-10.110040298662168"
"779","-58.76806039510106","-58.76806039510106","-58.76806039510106","-5.59911756321445","-5.59911756321445","-5.59911756321445","-9.785950759660455","-9.785950759660455","-9.785950759660455"
"780","-58.86244619231063","-58.86244619231063","-58.86244619231063","-5.777523269037356","-5.777523269037356","-5.777523269037356","-9.53365463832769","-9.53365463832769","-9.53365463832769"
"781","-59.0553308692908","-59.0553308692908","-59.0553308692908","-5.995293919630627","-5.995293919630627","-5.995293919630627","-8.886230717657973","-8.886230717657973","-8.886230717657973"
"782","-59.078729023581324","-59.078729023581324","-59.078729023581324","-5.921352655436724","-5.921352655436724","-5.921352655436724","-8.666640681736526","-8.666640681736526","-8.666640681736526"
"783","-59.16168998465394","-59.16168998465394","-59.16168998465394","-6.041823892246623","-6.041823892246623","-6.041823892246623","-8.86340722687051","-8.86340722687051","-8.86340722687051"
"784","-59.00820994329979","-59.00820994329979","-59.00820994329979","-6.190429187974215","-6.190429187974215","-6.190429187974215","-8.517005387802449","-8.517005387802449","-8.517005387802449"
"785","-58.96315113796516","-58.96315113796516","-58.96315113796516","-6.1966521388676075","-6.1966521388676075","-6.1966521388676075","-8.084132541363621","-8.084132541363621","-8.084132541363621"
"786","-58.474690177905174","-58.474690177905174","-58.474690177905174","-6.622168133646617","-6.622168133646617","-6.622168133646617","-8.282015246852838","-8.282015246852838","-8.282015246852838"
"787","-57.92228635289693","-57.92228635289693","-57.92228635289693","-6.769581253198624","-6.769581253198624","-6.769581253198624","-8.546867907736248","-8.546867907736248","-8.546867907736248"
"788","-58.0839193914516","-58.0839193914516","-58.0839193914516","-7.305275596251935","-7.305275596251935","-7.305275596251935","-8.33985720848331","-8.33985720848331","-8.33985720848331"
"789","-57.75694052385419","-57.75694052385419","-57.75694052385419","-7.330009113598346","-7.330009113598346","-7.330009113598346","-8.040230266788564","-8.040230266788564","-8.040230266788564"
"790","-57.4022826161331","-57.4022826161331","-57.4022826161331","-7.3440209183486855","-7.3440209183486855","-7.3440209183486855","-7.9082920320061865","-7.9082920320061865","-7.9082920320061865"
"791","-57.41145254924625","-57.41145254924625","-57.41145254924625","-7.364421909656925","-7.364421909656925","-7.364421909656925","-8.03303533007385","-8.03303533007385","-8.03303533007385"
"792","-57.691464513382925","-57.691464513382925","-57.691464513382925","-7.196676726757254","-7.196676726757254","-7.196676726757254","-8.026344995717201","-8.026344995717201","-8.026344995717201"
"793","-57.632073880312525","-57.632073880312525","-57.632073880312525","-7.354433047469179","-7.354433047469179","-7.354433047469179","-8.070196197065945","-8.070196197065945","-8.070196197065945"
"794","-57.78931605272921","-57.78931605272921","-57.78931605272921","-7.201066326090451","-7.201066326090451","-7.201066326090451","-8.279327533753053","-8.279327533753053","-8.279327533753053"
"795","-58.09496380672132","-58.09496380672132","-58.09496380672132","-7.24917163516134","-7.24917163516134","-7.24917163516134","-8.456155924771803","-8.456155924771803","-8.456155924771803"
"796","-58.0986061932836","-58.0986061932836","-58.0986061932836","-7.553258459842797","-7.553258459842797","-7.553258459842797","-8.445035016474035","-8.445035016474035","-8.445035016474035"
"797","-57.68941763698399","-57.68941763698399","-57.68941763698399","-7.561550215439994","-7.561550215439994","-7.561550215439994","-8.432041956934945","-8.432041956934945","-8.432041956934945"
"798","-58.08326166168064","-58.08326166168064","-58.08326166168064","-7.030476006789762","-7.030476006789762","-7.030476006789762","-8.447308113659872","-8.447308113659872","-8.447308113659872"
"799","-58.05504029488243","-58.05504029488243","-58.05504029488243","-7.484055279986585","-7.484055279986585","-7.484055279986585","-8.24121757250607","-8.24121757250607","-8.24121757250607"
"800","-58.164224512903836","-58.164224512903836","-58.164224512903836","-7.066786445071488","-7.066786445071488","-7.066786445071488","-7.896586619673681","-7.896586619673681","-7.896586619673681"
"801","-58.08429136632734","-58.08429136632734","-58.08429136632734","-7.153110217455022","-7.153110217455022","-7.153110217455022","-8.398014859926379","-8.398014859926379","-8.398014859926379"
"802","-57.941539811995014","-57.941539811995014","-57.941539811995014","-7.47766412984532","-7.47766412984532","-7.47766412984532","-8.411026017358042","-8.411026017358042","-8.411026017358042"
"803","-58.36726221618394","-58.36726221618394","-58.36726221618394","-7.480224701329374","-7.480224701329374","-7.480224701329374","-8.387932059118048","-8.387932059118048","-8.387932059118048"
"804","-57.93862061554883","-57.93862061554883","-57.93862061554883","-7.613644373150229","-7.613644373150229","-7.613644373150229","-7.598223577888219","-7.598223577888219","-7.598223577888219"
"805","-57.52541543671145","-57.52541543671145","-57.52541543671145","-7.829909178271111","-7.829909178271111","-7.829909178271111","-7.117247863612233","-7.117247863612233","-7.117247863612233"
"806","-56.753168734208465","-56.753168734208465","-56.753168734208465","-7.839931900215156","-7.839931900215156","-7.839931900215156","-6.627822284873314","-6.627822284873314","-6.627822284873314"
"807","-56.75794091880166","-56.75794091880166","-56.75794091880166","-7.753067621474538","-7.753067621474538","-7.753067621474538","-6.42430908837976","-6.42430908837976","-6.42430908837976"
"808","-57.005406402027155","-57.005406402027155","-57.005406402027155","-7.899396264660239","-7.899396264660239","-7.899396264660239","-7.379040093768116","-7.379040093768116","-7.379040093768116"
"809","-56.93598275406453","-56.93598275406453","-56.93598275406453","-8.093221904524643","-8.093221904524643","-8.093221904524643","-7.618557209723346","-7.618557209723346","-7.618557209723346"
"810","-57.199780294526875","-57.199780294526875","-57.199780294526875","-8.226198778060214","-8.226198778060214","-8.226198778060214","-7.625760225505432","-7.625760225505432","-7.625760225505432"
"811","-57.05672343753716","-57.05672343753716","-57.05672343753716","-8.556819091522838","-8.556819091522838","-8.556819091522838","-7.460823029525859","-7.460823029525859","-7.460823029525859"
"812","-56.66145277945595","-56.66145277945595","-56.66145277945595","-8.754931865641018","-8.754931865641018","-8.754931865641018","-7.472349411808043","-7.472349411808043","-7.472349411808043"
"813","-56.86817432719204","-56.86817432719204","-56.86817432719204","-8.394721918780604","-8.394721918780604","-8.394721918780604","-8.387111403463464","-8.387111403463464","-8.387111403463464"
"814","-56.71083245183493","-56.71083245183493","-56.71083245183493","-8.378375077336436","-8.378375077336436","-8.378375077336436","-8.204230008202519","-8.204230008202519","-8.204230008202519"
"815","-56.61271494200957","-56.61271494200957","-56.61271494200957","-8.269399304995401","-8.269399304995401","-8.269399304995401","-8.843868156003527","-8.843868156003527","-8.843868156003527"
"816","-56.46198094699518","-56.46198094699518","-56.46198094699518","-8.33092881301335","-8.33092881301335","-8.33092881301335","-9.05615999243738","-9.05615999243738","-9.05615999243738"
"817","-57.05793876214066","-57.05793876214066","-57.05793876214066","-8.233062027859319","-8.233062027859319","-8.233062027859319","-9.353567633381694","-9.353567633381694","-9.353567633381694"
"818","-56.97127107575811","-56.97127107575811","-56.97127107575811","-8.235127958438282","-8.235127958438282","-8.235127958438282","-9.329854680599867","-9.329854680599867","-9.329854680599867"
"819","-57.081424116610314","-57.081424116610314","-57.081424116610314","-8.444647037783774","-8.444647037783774","-8.444647037783774","-9.928568102594918","-9.928568102594918","-9.928568102594918"
"820","-57.287574927969565","-57.287574927969565","-57.287574927969565","-8.218930340433964","-8.218930340433964","-8.218930340433964","-9.778513400669675","-9.778513400669675","-9.778513400669675"
"821","-56.928150988412746","-56.928150988412746","-56.928150988412746","-8.28758964564785","-8.28758964564785","-8.28758964564785","-9.419831618763576","-9.419831618763576","-9.419831618763576"
"822","-56.17265535746859","-56.17265535746859","-56.17265535746859","-8.634789937705134","-8.634789937705134","-8.634789937705134","-9.897969545866966","-9.897969545866966","-9.897969545866966"
"823","-56.02999744355289","-56.02999744355289","-56.02999744355289","-8.62795017625033","-8.62795017625033","-8.62795017625033","-9.671497440656436","-9.671497440656436","-9.671497440656436"
"824","-55.41898271001275","-55.41898271001275","-55.41898271001275","-8.56853889933786","-8.56853889933786","-8.56853889933786","-10.38245381999534","-10.38245381999534","-10.38245381999534"
"825","-55.98888967964567","-55.98888967964567","-55.98888967964567","-8.819931667797414","-8.819931667797414","-8.819931667797414","-10.379334898676516","-10.379334898676516","-10.379334898676516"
"826","-56.050418865447234","-56.050418865447234","-56.050418865447234","-8.626408059931954","-8.626408059931954","-8.626408059931954","-10.61284518568429","-10.61284518568429","-10.61284518568429"
"827","-55.916907641041746","-55.916907641041746","-55.916907641041746","-8.56851657132515","-8.56851657132515","-8.56851657132515","-10.596790242504232","-10.596790242504232","-10.596790242504232"
"828","-55.6379361772048","-55.6379361772048","-55.6379361772048","-8.778084034541811","-8.778084034541811","-8.778084034541811","-10.723840864138666","-10.723840864138666","-10.723840864138666"
"829","-55.789468541698625","-55.789468541698625","-55.789468541698625","-8.098859889173658","-8.098859889173658","-8.098859889173658","-10.645408767230663","-10.645408767230663","-10.645408767230663"
"830","-56.19577783568158","-56.19577783568158","-56.19577783568158","-8.137565838280262","-8.137565838280262","-8.137565838280262","-10.606387544519327","-10.606387544519327","-10.606387544519327"
"831","-56.43156179797075","-56.43156179797075","-56.43156179797075","-8.282237626269994","-8.282237626269994","-8.282237626269994","-10.528122928053707","-10.528122928053707","-10.528122928053707"
"832","-57.3803500787829","-57.3803500787829","-57.3803500787829","-8.452009994715754","-8.452009994715754","-8.452009994715754","-10.123410980922742","-10.123410980922742","-10.123410980922742"
"833","-57.65196372355997","-57.65196372355997","-57.65196372355997","-8.79004774269389","-8.79004774269389","-8.79004774269389","-10.282950126509629","-10.282950126509629","-10.282950126509629"
"834","-57.786403220436206","-57.786403220436206","-57.786403220436206","-9.24701577731905","-9.24701577731905","-9.24701577731905","-10.5490370929461","-10.5490370929461","-10.5490370929461"
"835","-57.74244171152918","-57.74244171152918","-57.74244171152918","-9.096966359313306","-9.096966359313306","-9.096966359313306","-10.124082031632861","-10.124082031632861","-10.124082031632861"
"836","-57.4618337748292","-57.4618337748292","-57.4618337748292","-9.161486889366559","-9.161486889366559","-9.161486889366559","-10.086687891242265","-10.086687891242265","-10.086687891242265"
"837","-57.91464043227876","-57.91464043227876","-57.91464043227876","-9.166606476074989","-9.166606476074989","-9.166606476074989","-10.058348952381802","-10.058348952381802","-10.058348952381802"
"838","-58.027002744333195","-58.027002744333195","-58.027002744333195","-9.26972854493149","-9.26972854493149","-9.26972854493149","-10.301938848662942","-10.301938848662942","-10.301938848662942"
"839","-57.746939333436075","-57.746939333436075","-57.746939333436075","-8.930766566960392","-8.930766566960392","-8.930766566960392","-10.270799073814835","-10.270799073814835","-10.270799073814835"
"840","-58.108780991439055","-58.108780991439055","-58.108780991439055","-9.520057730274916","-9.520057730274916","-9.520057730274916","-10.02352768497219","-10.02352768497219","-10.02352768497219"
"841","-58.013880064641086","-58.013880064641086","-58.013880064641086","-9.254628110099542","-9.254628110099542","-9.254628110099542","-10.041770249317029","-10.041770249317029","-10.041770249317029"
"842","-58.331102554796345","-58.331102554796345","-58.331102554796345","-9.261979586804877","-9.261979586804877","-9.261979586804877","-10.063982745459045","-10.063982745459045","-10.063982745459045"
"843","-58.817621482153136","-58.817621482153136","-58.817621482153136","-9.366936626367085","-9.366936626367085","-9.366936626367085","-10.142984753503406","-10.142984753503406","-10.142984753503406"
