"Step","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MIN","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MAX","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"3161","-64.52825905558058","-64.52825905558058","-64.52825905558058","-20.865082165834977","-20.865082165834977","-20.865082165834977","-12.996871145950365","-12.996871145950365","-12.996871145950365"
"3162","-64.44931094037362","-64.44931094037362","-64.44931094037362","-20.904867683842625","-20.904867683842625","-20.904867683842625","-13.046323929297566","-13.046323929297566","-13.046323929297566"
"3163","-64.05246418907464","-64.05246418907464","-64.05246418907464","-21.037322908635826","-21.037322908635826","-21.037322908635826","-12.930615388612864","-12.930615388612864","-12.930615388612864"
"3164","-64.38297028871364","-64.38297028871364","-64.38297028871364","-21.084519120015827","-21.084519120015827","-21.084519120015827","-13.162498949634895","-13.162498949634895","-13.162498949634895"
"3165","-64.14764787619566","-64.14764787619566","-64.14764787619566","-21.10434192860412","-21.10434192860412","-21.10434192860412","-13.103304379060003","-13.103304379060003","-13.103304379060003"
"3166","-64.49725650198779","-64.49725650198779","-64.49725650198779","-21.06091653736282","-21.06091653736282","-21.06091653736282","-13.070773586414887","-13.070773586414887","-13.070773586414887"
"3167","-63.92277755296215","-63.92277755296215","-63.92277755296215","-20.965079363881205","-20.965079363881205","-20.965079363881205","-13.02320590430098","-13.02320590430098","-13.02320590430098"
"3168","-63.42400641366085","-63.42400641366085","-63.42400641366085","-20.809747153965027","-20.809747153965027","-20.809747153965027","-13.184038495045666","-13.184038495045666","-13.184038495045666"
"3169","-63.5109174642347","-63.5109174642347","-63.5109174642347","-20.948844304842982","-20.948844304842982","-20.948844304842982","-13.183914704486936","-13.183914704486936","-13.183914704486936"
"3170","-63.67057591917432","-63.67057591917432","-63.67057591917432","-21.031598405587474","-21.031598405587474","-21.031598405587474","-13.135954005719036","-13.135954005719036","-13.135954005719036"
"3171","-63.740760545755904","-63.740760545755904","-63.740760545755904","-20.747529439747392","-20.747529439747392","-20.747529439747392","-13.07241678027863","-13.07241678027863","-13.07241678027863"
"3172","-63.26577424277893","-63.26577424277893","-63.26577424277893","-20.315634029578337","-20.315634029578337","-20.315634029578337","-13.111788473580335","-13.111788473580335","-13.111788473580335"
"3173","-62.92698725593067","-62.92698725593067","-62.92698725593067","-20.389928820575705","-20.389928820575705","-20.389928820575705","-13.086543575078117","-13.086543575078117","-13.086543575078117"
"3174","-62.720668974891716","-62.720668974891716","-62.720668974891716","-20.404315389585623","-20.404315389585623","-20.404315389585623","-13.061864324046633","-13.061864324046633","-13.061864324046633"
"3175","-63.463353237030994","-63.463353237030994","-63.463353237030994","-20.240553155518793","-20.240553155518793","-20.240553155518793","-13.011915019229559","-13.011915019229559","-13.011915019229559"
"3176","-63.461122959556434","-63.461122959556434","-63.461122959556434","-20.105101134923267","-20.105101134923267","-20.105101134923267","-12.634494325588443","-12.634494325588443","-12.634494325588443"
"3177","-63.860222787750864","-63.860222787750864","-63.860222787750864","-20.526623095570915","-20.526623095570915","-20.526623095570915","-12.644981300258376","-12.644981300258376","-12.644981300258376"
"3178","-64.16899008945137","-64.16899008945137","-64.16899008945137","-20.713970958257924","-20.713970958257924","-20.713970958257924","-12.860751193436077","-12.860751193436077","-12.860751193436077"
"3179","-64.53475383196212","-64.53475383196212","-64.53475383196212","-20.36179553818572","-20.36179553818572","-20.36179553818572","-12.598358740685988","-12.598358740685988","-12.598358740685988"
"3180","-64.63706698999859","-64.63706698999859","-64.63706698999859","-20.293774968922936","-20.293774968922936","-20.293774968922936","-12.547492089407227","-12.547492089407227","-12.547492089407227"
"3181","-64.71099246236805","-64.71099246236805","-64.71099246236805","-19.696657304138817","-19.696657304138817","-19.696657304138817","-12.385407102678187","-12.385407102678187","-12.385407102678187"
"3182","-64.34764148471271","-64.34764148471271","-64.34764148471271","-19.62643921715148","-19.62643921715148","-19.62643921715148","-12.461333602927844","-12.461333602927844","-12.461333602927844"
"3183","-64.24161003232017","-64.24161003232017","-64.24161003232017","-19.66553801986552","-19.66553801986552","-19.66553801986552","-12.649454996047439","-12.649454996047439","-12.649454996047439"
"3184","-63.53436971831363","-63.53436971831363","-63.53436971831363","-20.049450178071094","-20.049450178071094","-20.049450178071094","-12.632340772470272","-12.632340772470272","-12.632340772470272"
"3185","-63.06067262923755","-63.06067262923755","-63.06067262923755","-19.971030811284585","-19.971030811284585","-19.971030811284585","-12.601279076355206","-12.601279076355206","-12.601279076355206"
"3186","-62.61011456485342","-62.61011456485342","-62.61011456485342","-19.943098674541567","-19.943098674541567","-19.943098674541567","-12.589761011954774","-12.589761011954774","-12.589761011954774"
"3187","-61.903638099026665","-61.903638099026665","-61.903638099026665","-20.236303518605467","-20.236303518605467","-20.236303518605467","-12.513115290434168","-12.513115290434168","-12.513115290434168"
"3188","-61.91577685118338","-61.91577685118338","-61.91577685118338","-19.741104425939685","-19.741104425939685","-19.741104425939685","-12.57806810056244","-12.57806810056244","-12.57806810056244"
"3189","-61.50321653394167","-61.50321653394167","-61.50321653394167","-19.80494457909984","-19.80494457909984","-19.80494457909984","-12.612489239379213","-12.612489239379213","-12.612489239379213"
"3190","-61.53083769702896","-61.53083769702896","-61.53083769702896","-19.698163824302334","-19.698163824302334","-19.698163824302334","-12.52042153861456","-12.52042153861456","-12.52042153861456"
"3191","-61.71547975706461","-61.71547975706461","-61.71547975706461","-19.327187160041625","-19.327187160041625","-19.327187160041625","-12.936788334192043","-12.936788334192043","-12.936788334192043"
"3192","-61.759958668696896","-61.759958668696896","-61.759958668696896","-19.461654543185816","-19.461654543185816","-19.461654543185816","-12.920575715893555","-12.920575715893555","-12.920575715893555"
"3193","-62.16527611884648","-62.16527611884648","-62.16527611884648","-19.388150229092748","-19.388150229092748","-19.388150229092748","-12.96594096519642","-12.96594096519642","-12.96594096519642"
"3194","-61.88804740047929","-61.88804740047929","-61.88804740047929","-19.063265023051382","-19.063265023051382","-19.063265023051382","-12.997632285789692","-12.997632285789692","-12.997632285789692"
"3195","-61.27360165407561","-61.27360165407561","-61.27360165407561","-19.087613342211622","-19.087613342211622","-19.087613342211622","-13.011712616315544","-13.011712616315544","-13.011712616315544"
"3196","-61.27622029794034","-61.27622029794034","-61.27622029794034","-19.64232492641266","-19.64232492641266","-19.64232492641266","-13.102309571234999","-13.102309571234999","-13.102309571234999"
"3197","-61.53011039404815","-61.53011039404815","-61.53011039404815","-19.649259130824465","-19.649259130824465","-19.649259130824465","-12.449200884898096","-12.449200884898096","-12.449200884898096"
"3198","-61.59287563561601","-61.59287563561601","-61.59287563561601","-19.682929584336197","-19.682929584336197","-19.682929584336197","-12.34355787020199","-12.34355787020199","-12.34355787020199"
"3199","-61.341280322935354","-61.341280322935354","-61.341280322935354","-19.681607713608987","-19.681607713608987","-19.681607713608987","-12.602456224381033","-12.602456224381033","-12.602456224381033"
"3200","-61.78775558233211","-61.78775558233211","-61.78775558233211","-19.31252576619285","-19.31252576619285","-19.31252576619285","-12.118908497931185","-12.118908497931185","-12.118908497931185"
"3201","-61.97976990879862","-61.97976990879862","-61.97976990879862","-19.218643708876584","-19.218643708876584","-19.218643708876584","-12.429821365931707","-12.429821365931707","-12.429821365931707"
"3202","-61.86912848015076","-61.86912848015076","-61.86912848015076","-19.158299807765843","-19.158299807765843","-19.158299807765843","-12.404495127768088","-12.404495127768088","-12.404495127768088"
"3203","-62.429554360556004","-62.429554360556004","-62.429554360556004","-19.230354858041608","-19.230354858041608","-19.230354858041608","-12.24534952819173","-12.24534952819173","-12.24534952819173"
"3204","-63.2084013619963","-63.2084013619963","-63.2084013619963","-18.74091730079531","-18.74091730079531","-18.74091730079531","-12.033869777037216","-12.033869777037216","-12.033869777037216"
"3205","-63.002160466953804","-63.002160466953804","-63.002160466953804","-18.740836575655965","-18.740836575655965","-18.740836575655965","-12.112889422248525","-12.112889422248525","-12.112889422248525"
"3206","-62.7042293363585","-62.7042293363585","-62.7042293363585","-18.487070207788502","-18.487070207788502","-18.487070207788502","-12.384313531790886","-12.384313531790886","-12.384313531790886"
"3207","-62.55304339696684","-62.55304339696684","-62.55304339696684","-18.13589013471544","-18.13589013471544","-18.13589013471544","-12.3656501118247","-12.3656501118247","-12.3656501118247"
"3208","-62.68409009122951","-62.68409009122951","-62.68409009122951","-17.902476524174578","-17.902476524174578","-17.902476524174578","-12.297252653552812","-12.297252653552812","-12.297252653552812"
"3209","-62.92346172492171","-62.92346172492171","-62.92346172492171","-17.986279228194412","-17.986279228194412","-17.986279228194412","-12.651421267125716","-12.651421267125716","-12.651421267125716"
"3210","-62.664321048182586","-62.664321048182586","-62.664321048182586","-18.159492395746252","-18.159492395746252","-18.159492395746252","-12.867245944035966","-12.867245944035966","-12.867245944035966"
"3211","-62.53812594930991","-62.53812594930991","-62.53812594930991","-18.1982144555961","-18.1982144555961","-18.1982144555961","-12.909437529760815","-12.909437529760815","-12.909437529760815"
"3212","-62.90941227354981","-62.90941227354981","-62.90941227354981","-18.29631172821187","-18.29631172821187","-18.29631172821187","-12.769584407072184","-12.769584407072184","-12.769584407072184"
"3213","-62.256596327320075","-62.256596327320075","-62.256596327320075","-18.26921286263247","-18.26921286263247","-18.26921286263247","-12.607599324459583","-12.607599324459583","-12.607599324459583"
"3214","-62.14505430401933","-62.14505430401933","-62.14505430401933","-18.215062317795102","-18.215062317795102","-18.215062317795102","-12.43118761784129","-12.43118761784129","-12.43118761784129"
"3215","-62.75417286635476","-62.75417286635476","-62.75417286635476","-18.33844089532316","-18.33844089532316","-18.33844089532316","-12.019611628754344","-12.019611628754344","-12.019611628754344"
"3216","-62.308547109138274","-62.308547109138274","-62.308547109138274","-18.30604370668891","-18.30604370668891","-18.30604370668891","-12.015719240791167","-12.015719240791167","-12.015719240791167"
"3217","-63.032584351084296","-63.032584351084296","-63.032584351084296","-18.221615836177165","-18.221615836177165","-18.221615836177165","-11.856873688196886","-11.856873688196886","-11.856873688196886"
"3218","-63.53027130370199","-63.53027130370199","-63.53027130370199","-18.288955590883237","-18.288955590883237","-18.288955590883237","-11.080340427670757","-11.080340427670757","-11.080340427670757"
"3219","-63.142898490268465","-63.142898490268465","-63.142898490268465","-18.542785203562424","-18.542785203562424","-18.542785203562424","-10.817064839124317","-10.817064839124317","-10.817064839124317"
"3220","-63.44079635205366","-63.44079635205366","-63.44079635205366","-18.56205916870186","-18.56205916870186","-18.56205916870186","-10.554180762259387","-10.554180762259387","-10.554180762259387"
"3221","-63.312369870327764","-63.312369870327764","-63.312369870327764","-18.52659831995029","-18.52659831995029","-18.52659831995029","-10.409857403088447","-10.409857403088447","-10.409857403088447"
"3222","-63.01403616251017","-63.01403616251017","-63.01403616251017","-18.43301651626928","-18.43301651626928","-18.43301651626928","-10.19942331514076","-10.19942331514076","-10.19942331514076"
"3223","-62.74848981286822","-62.74848981286822","-62.74848981286822","-18.418620957214944","-18.418620957214944","-18.418620957214944","-10.115405366636072","-10.115405366636072","-10.115405366636072"
"3224","-62.84846759820314","-62.84846759820314","-62.84846759820314","-18.526064893424092","-18.526064893424092","-18.526064893424092","-10.111129313309535","-10.111129313309535","-10.111129313309535"
"3225","-62.901591370568624","-62.901591370568624","-62.901591370568624","-18.473782996885234","-18.473782996885234","-18.473782996885234","-10.189415267853745","-10.189415267853745","-10.189415267853745"
"3226","-63.531591953200106","-63.531591953200106","-63.531591953200106","-18.857573120122105","-18.857573120122105","-18.857573120122105","-10.379247545913886","-10.379247545913886","-10.379247545913886"
"3227","-63.45888627584656","-63.45888627584656","-63.45888627584656","-18.681112195851707","-18.681112195851707","-18.681112195851707","-10.75705320933079","-10.75705320933079","-10.75705320933079"
