"Step","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)__MAX"
"11408","65.26677568210192","65.26677568210192","65.26677568210192"
"11411","64.84676177608881","64.84676177608881","64.84676177608881"
"11414","63.85930958232032","63.85930958232032","63.85930958232032"
"11417","62.84560434730949","62.84560434730949","62.84560434730949"
"11420","63.41872654008983","63.41872654008983","63.41872654008983"
"11423","63.02954437953048","63.02954437953048","63.02954437953048"
"11426","62.80728953361755","62.80728953361755","62.80728953361755"
"11429","63.511822812697545","63.511822812697545","63.511822812697545"
"11432","62.5206895927465","62.5206895927465","62.5206895927465"
"11435","63.89493285519205","63.89493285519205","63.89493285519205"
"11438","63.87263774218617","63.87263774218617","63.87263774218617"
"11441","65.103915762906","65.103915762906","65.103915762906"
"11444","65.91666688981144","65.91666688981144","65.91666688981144"
"11447","65.00828276539916","65.00828276539916","65.00828276539916"
"11450","64.6649535740348","64.6649535740348","64.6649535740348"
"11453","64.66380178132016","64.66380178132016","64.66380178132016"
"11456","66.20662241452207","66.20662241452207","66.20662241452207"
"11459","66.54546133540535","66.54546133540535","66.54546133540535"
"11462","66.67243858990321","66.67243858990321","66.67243858990321"
"11465","64.86470272231298","64.86470272231298","64.86470272231298"
"11468","64.32101097357155","64.32101097357155","64.32101097357155"
"11471","63.32993330019537","63.32993330019537","63.32993330019537"
"11474","63.10698666284263","63.10698666284263","63.10698666284263"
"11477","63.433286431998575","63.433286431998575","63.433286431998575"
"11480","62.57168165717574","62.57168165717574","62.57168165717574"
"11483","61.87796169279109","61.87796169279109","61.87796169279109"
"11486","60.687603224352046","60.687603224352046","60.687603224352046"
"11489","60.44231823120795","60.44231823120795","60.44231823120795"
"11492","61.80055810628009","61.80055810628009","61.80055810628009"
"11495","62.22300791949205","62.22300791949205","62.22300791949205"
"11498","60.3543958745625","60.3543958745625","60.3543958745625"
"11501","60.00926276904708","60.00926276904708","60.00926276904708"
"11504","60.33960161815687","60.33960161815687","60.33960161815687"
"11507","60.11767167859092","60.11767167859092","60.11767167859092"
"11510","60.25842295991938","60.25842295991938","60.25842295991938"
"11513","59.95534510638646","59.95534510638646","59.95534510638646"
"11516","61.191157832429624","61.191157832429624","61.191157832429624"
"11519","61.55570174036277","61.55570174036277","61.55570174036277"
"11522","59.84906548389598","59.84906548389598","59.84906548389598"
"11525","59.71453480371548","59.71453480371548","59.71453480371548"
"11528","59.887556349712355","59.887556349712355","59.887556349712355"
"11531","60.81596495880868","60.81596495880868","60.81596495880868"
"11534","59.48518646655323","59.48518646655323","59.48518646655323"
"11537","59.54417340597908","59.54417340597908","59.54417340597908"
"11540","60.472163597175125","60.472163597175125","60.472163597175125"
"11543","60.406591787725326","60.406591787725326","60.406591787725326"
"11546","60.77766481364026","60.77766481364026","60.77766481364026"
"11549","61.427569179689606","61.427569179689606","61.427569179689606"
"11552","61.69488409569046","61.69488409569046","61.69488409569046"
"11555","61.7841016193867","61.7841016193867","61.7841016193867"
"11558","62.572195656292195","62.572195656292195","62.572195656292195"
"11561","61.77268916585184","61.77268916585184","61.77268916585184"
"11564","60.92939133250407","60.92939133250407","60.92939133250407"
"11567","60.849824089980096","60.849824089980096","60.849824089980096"
"11570","61.52295264701173","61.52295264701173","61.52295264701173"
"11573","61.027220183887145","61.027220183887145","61.027220183887145"
"11576","60.605576073281355","60.605576073281355","60.605576073281355"
"11579","59.45272874406462","59.45272874406462","59.45272874406462"
"11582","59.28517814543865","59.28517814543865","59.28517814543865"
"11585","58.08560949380574","58.08560949380574","58.08560949380574"
"11588","57.496554998661495","57.496554998661495","57.496554998661495"
"11591","57.71783675053292","57.71783675053292","57.71783675053292"
"11594","57.44649601337824","57.44649601337824","57.44649601337824"
"11597","56.77851673588598","56.77851673588598","56.77851673588598"
"11600","56.00954484488439","56.00954484488439","56.00954484488439"
"11603","56.19317897002345","56.19317897002345","56.19317897002345"
"11606","56.84806920306205","56.84806920306205","56.84806920306205"
"11609","56.36069596520363","56.36069596520363","56.36069596520363"
"11612","57.459891453614404","57.459891453614404","57.459891453614404"
"11615","56.946871613806245","56.946871613806245","56.946871613806245"
"11618","56.19229093181591","56.19229093181591","56.19229093181591"
"11621","56.399428924622846","56.399428924622846","56.399428924622846"
"11624","56.6044469834209","56.6044469834209","56.6044469834209"
"11627","57.70507381005706","57.70507381005706","57.70507381005706"
"11630","58.120667845387125","58.120667845387125","58.120667845387125"
"11633","57.52338621866478","57.52338621866478","57.52338621866478"
"11636","58.81812233626835","58.81812233626835","58.81812233626835"
"11639","56.01325807834455","56.01325807834455","56.01325807834455"
"11642","55.83320639244378","55.83320639244378","55.83320639244378"
"11645","57.540954927428686","57.540954927428686","57.540954927428686"
"11648","58.506137542604186","58.506137542604186","58.506137542604186"
"11651","57.82495664721938","57.82495664721938","57.82495664721938"
"11654","56.61109478517691","56.61109478517691","56.61109478517691"
"11657","56.79043142634324","56.79043142634324","56.79043142634324"
"11660","57.03148072267253","57.03148072267253","57.03148072267253"
"11663","56.112458541076265","56.112458541076265","56.112458541076265"
"11666","56.122780105600235","56.122780105600235","56.122780105600235"
"11669","57.94968207395187","57.94968207395187","57.94968207395187"
"11672","58.884472129905205","58.884472129905205","58.884472129905205"
"11675","58.936560746816376","58.936560746816376","58.936560746816376"
"11678","58.53827899005347","58.53827899005347","58.53827899005347"
"11681","57.52983696361698","57.52983696361698","57.52983696361698"
"11684","57.644487847683685","57.644487847683685","57.644487847683685"
"11687","57.43250589070535","57.43250589070535","57.43250589070535"
"11690","57.710124847169965","57.710124847169965","57.710124847169965"
"11693","57.00624418757511","57.00624418757511","57.00624418757511"
"11696","56.990178635386776","56.990178635386776","56.990178635386776"
"11699","56.598461506314244","56.598461506314244","56.598461506314244"
"11702","56.98127925757094","56.98127925757094","56.98127925757094"
"11705","56.346855517240144","56.346855517240144","56.346855517240144"
"11708","56.350902751856594","56.350902751856594","56.350902751856594"
"11711","56.76499029261495","56.76499029261495","56.76499029261495"
"11714","57.07222866045024","57.07222866045024","57.07222866045024"
"11717","57.346605359525846","57.346605359525846","57.346605359525846"
"11720","57.74009336352241","57.74009336352241","57.74009336352241"
"11723","57.869300718187134","57.869300718187134","57.869300718187134"
"11726","60.4606876611606","60.4606876611606","60.4606876611606"
"11729","60.547336048941645","60.547336048941645","60.547336048941645"
"11732","60.055975080198195","60.055975080198195","60.055975080198195"
"11735","58.863082410010904","58.863082410010904","58.863082410010904"
"11738","57.57004362053259","57.57004362053259","57.57004362053259"
"11741","58.21986627363038","58.21986627363038","58.21986627363038"
"11744","58.995210253220506","58.995210253220506","58.995210253220506"
"11747","58.59819644607303","58.59819644607303","58.59819644607303"
"11750","59.1568602151316","59.1568602151316","59.1568602151316"
"11753","59.9484791199482","59.9484791199482","59.9484791199482"
"11756","59.49919797879398","59.49919797879398","59.49919797879398"
"11759","59.806613459281536","59.806613459281536","59.806613459281536"
"11762","59.591133516822175","59.591133516822175","59.591133516822175"
"11765","59.29751096278827","59.29751096278827","59.29751096278827"
"11768","58.08703303967923","58.08703303967923","58.08703303967923"
"11771","57.19730317637736","57.19730317637736","57.19730317637736"
"11774","56.081460718859304","56.081460718859304","56.081460718859304"
"11777","55.77891319581239","55.77891319581239","55.77891319581239"
"11780","57.10054482130322","57.10054482130322","57.10054482130322"
"11783","57.06996139716339","57.06996139716339","57.06996139716339"
"11786","56.79641991448353","56.79641991448353","56.79641991448353"
"11789","56.36779611936644","56.36779611936644","56.36779611936644"
"11792","56.756497282769836","56.756497282769836","56.756497282769836"
"11795","58.143790511537894","58.143790511537894","58.143790511537894"
"11798","58.35550200995699","58.35550200995699","58.35550200995699"
"11801","58.335243350124735","58.335243350124735","58.335243350124735"
"11804","58.46507276773664","58.46507276773664","58.46507276773664"
"11807","58.124849517205035","58.124849517205035","58.124849517205035"
"11810","58.233742299987064","58.233742299987064","58.233742299987064"
"11813","58.508654985877286","58.508654985877286","58.508654985877286"
"11816","55.19299973391553","55.19299973391553","55.19299973391553"
"11819","55.51812986975989","55.51812986975989","55.51812986975989"
"11822","55.07022618342499","55.07022618342499","55.07022618342499"
"11825","55.2558426056411","55.2558426056411","55.2558426056411"
"11828","55.117082540649996","55.117082540649996","55.117082540649996"
"11831","54.93204222405571","54.93204222405571","54.93204222405571"
"11834","54.70306658942656","54.70306658942656","54.70306658942656"
"11837","55.787614620443826","55.787614620443826","55.787614620443826"
"11840","55.58409695188654","55.58409695188654","55.58409695188654"
"11843","55.69161428386582","55.69161428386582","55.69161428386582"
"11846","55.59394158761718","55.59394158761718","55.59394158761718"
"11849","55.41966657589557","55.41966657589557","55.41966657589557"
"11852","56.302963070329994","56.302963070329994","56.302963070329994"
"11855","56.21059518872233","56.21059518872233","56.21059518872233"
"11858","55.827573196832425","55.827573196832425","55.827573196832425"
"11861","56.7120593681534","56.7120593681534","56.7120593681534"
"11864","55.822996190279156","55.822996190279156","55.822996190279156"
"11867","53.912881691687325","53.912881691687325","53.912881691687325"
"11870","54.57344459809252","54.57344459809252","54.57344459809252"
"11873","55.34509444846346","55.34509444846346","55.34509444846346"
"11876","55.98159155062828","55.98159155062828","55.98159155062828"
"11879","56.5998386543688","56.5998386543688","56.5998386543688"
"11882","56.66876972317293","56.66876972317293","56.66876972317293"
"11885","56.39442841122164","56.39442841122164","56.39442841122164"
"11888","56.179316192397856","56.179316192397856","56.179316192397856"
"11891","54.98914027811426","54.98914027811426","54.98914027811426"
"11894","54.284664140499096","54.284664140499096","54.284664140499096"
"11897","52.38264988472212","52.38264988472212","52.38264988472212"
"11900","52.53452097911724","52.53452097911724","52.53452097911724"
"11903","52.49388378782954","52.49388378782954","52.49388378782954"
"11906","53.82679637846266","53.82679637846266","53.82679637846266"
"11909","55.05332610929344","55.05332610929344","55.05332610929344"
"11912","55.03307806691346","55.03307806691346","55.03307806691346"
"11915","54.44218056324864","54.44218056324864","54.44218056324864"
"11918","54.5764222414848","54.5764222414848","54.5764222414848"
"11921","53.73609411881279","53.73609411881279","53.73609411881279"
"11924","53.34941436009691","53.34941436009691","53.34941436009691"
"11927","53.854112621033266","53.854112621033266","53.854112621033266"
"11930","54.66935221736302","54.66935221736302","54.66935221736302"
"11933","53.589040754293876","53.589040754293876","53.589040754293876"
"11936","54.225307671385146","54.225307671385146","54.225307671385146"
"11939","53.368148748538346","53.368148748538346","53.368148748538346"
"11942","54.294837626698936","54.294837626698936","54.294837626698936"
"11945","52.548049419878964","52.548049419878964","52.548049419878964"
"11948","51.86636377347343","51.86636377347343","51.86636377347343"
"11951","51.42396222433964","51.42396222433964","51.42396222433964"
"11954","51.533009386862346","51.533009386862346","51.533009386862346"
"11957","50.49477002375238","50.49477002375238","50.49477002375238"
"11960","51.23074206037285","51.23074206037285","51.23074206037285"
"11963","52.10668900375956","52.10668900375956","52.10668900375956"
"11966","53.09703905360594","53.09703905360594","53.09703905360594"
"11969","52.279383799790764","52.279383799790764","52.279383799790764"
"11972","53.83428244048995","53.83428244048995","53.83428244048995"
"11975","54.10640297013529","54.10640297013529","54.10640297013529"
"11978","54.003468137401654","54.003468137401654","54.003468137401654"
"11981","54.24243178639398","54.24243178639398","54.24243178639398"
"11984","53.84285703766442","53.84285703766442","53.84285703766442"
"11987","54.060819648132245","54.060819648132245","54.060819648132245"
"11990","54.88799067734609","54.88799067734609","54.88799067734609"
"11993","54.46612462183079","54.46612462183079","54.46612462183079"
"11996","54.77798282687285","54.77798282687285","54.77798282687285"
"11999","56.52345029396301","56.52345029396301","56.52345029396301"
"12002","55.7075176088367","55.7075176088367","55.7075176088367"
"12005","55.84004710272059","55.84004710272059","55.84004710272059"
"12008","55.49149977945453","55.49149977945453","55.49149977945453"
"12011","55.93531878701101","55.93531878701101","55.93531878701101"
"12014","55.96869179947351","55.96869179947351","55.96869179947351"
"12017","56.3053914024977","56.3053914024977","56.3053914024977"
"12020","55.57141194246235","55.57141194246235","55.57141194246235"
"12023","55.47763553289692","55.47763553289692","55.47763553289692"
"12026","55.39999070967309","55.39999070967309","55.39999070967309"
"12029","54.85325876301159","54.85325876301159","54.85325876301159"
"12032","55.69504893371653","55.69504893371653","55.69504893371653"
"12035","54.64204652238251","54.64204652238251","54.64204652238251"
"12038","54.273524597112946","54.273524597112946","54.273524597112946"
"12041","53.60074782648238","53.60074782648238","53.60074782648238"
"12044","52.900553043708015","52.900553043708015","52.900553043708015"
"12047","52.886556392629664","52.886556392629664","52.886556392629664"
"12050","53.63325186205252","53.63325186205252","53.63325186205252"
"12053","53.957258922034846","53.957258922034846","53.957258922034846"
"12056","52.13283723452929","52.13283723452929","52.13283723452929"
"12059","52.31907528827395","52.31907528827395","52.31907528827395"
"12062","51.261180992741984","51.261180992741984","51.261180992741984"
"12065","50.77915851700442","50.77915851700442","50.77915851700442"
"12068","52.098501728601185","52.098501728601185","52.098501728601185"
"12071","53.4855813417026","53.4855813417026","53.4855813417026"
"12074","55.88420498967087","55.88420498967087","55.88420498967087"
"12077","56.08161637394618","56.08161637394618","56.08161637394618"
"12080","56.34325990031791","56.34325990031791","56.34325990031791"
"12083","56.79507094726717","56.79507094726717","56.79507094726717"
"12086","57.0858817691071","57.0858817691071","57.0858817691071"
"12089","56.42849837533767","56.42849837533767","56.42849837533767"
"12092","55.73933662360861","55.73933662360861","55.73933662360861"
"12095","55.339832484030794","55.339832484030794","55.339832484030794"
"12098","55.35634231567684","55.35634231567684","55.35634231567684"
"12101","56.13208342298043","56.13208342298043","56.13208342298043"
"12104","56.01158691224964","56.01158691224964","56.01158691224964"
"12107","55.773894881090555","55.773894881090555","55.773894881090555"
"12110","56.75937141657866","56.75937141657866","56.75937141657866"
"12113","57.21962338605479","57.21962338605479","57.21962338605479"
"12116","55.68283475116895","55.68283475116895","55.68283475116895"
"12119","55.49628321430529","55.49628321430529","55.49628321430529"
"12122","55.31605059522521","55.31605059522521","55.31605059522521"
"12125","55.21651003717112","55.21651003717112","55.21651003717112"
"12128","55.79240604222612","55.79240604222612","55.79240604222612"
"12131","55.14411402303122","55.14411402303122","55.14411402303122"
"12134","56.48504257950979","56.48504257950979","56.48504257950979"
"12137","56.94211888678508","56.94211888678508","56.94211888678508"
"12140","56.73454670566252","56.73454670566252","56.73454670566252"
"12143","56.57377663228615","56.57377663228615","56.57377663228615"
"12146","57.06739011259597","57.06739011259597","57.06739011259597"
"12149","56.405308062813646","56.405308062813646","56.405308062813646"
"12152","55.627787909415","55.627787909415","55.627787909415"
"12155","54.99104693587959","54.99104693587959","54.99104693587959"
"12158","54.245456411653656","54.245456411653656","54.245456411653656"
"12161","54.70415186850165","54.70415186850165","54.70415186850165"
"12164","53.66107191501981","53.66107191501981","53.66107191501981"
"12167","53.357539591699634","53.357539591699634","53.357539591699634"
"12170","53.6064668388491","53.6064668388491","53.6064668388491"
"12173","53.78634481416016","53.78634481416016","53.78634481416016"
"12176","54.23248949584217","54.23248949584217","54.23248949584217"
"12179","55.200349323592455","55.200349323592455","55.200349323592455"
"12182","56.55923989788913","56.55923989788913","56.55923989788913"
"12185","56.81964629053856","56.81964629053856","56.81964629053856"
"12188","56.70461503322317","56.70461503322317","56.70461503322317"
"12191","56.9693098055765","56.9693098055765","56.9693098055765"
"12194","57.983143166257825","57.983143166257825","57.983143166257825"
"12197","58.03870487901261","58.03870487901261","58.03870487901261"
"12200","60.128263893869864","60.128263893869864","60.128263893869864"
"12203","61.07073683245065","61.07073683245065","61.07073683245065"
"12206","61.16204072917178","61.16204072917178","61.16204072917178"
"12209","61.21863600748464","61.21863600748464","61.21863600748464"
"12212","60.50694519856091","60.50694519856091","60.50694519856091"
"12215","62.29353717023765","62.29353717023765","62.29353717023765"
"12218","62.581699225907585","62.581699225907585","62.581699225907585"
"12221","62.487664843398754","62.487664843398754","62.487664843398754"
"12224","61.671706310713326","61.671706310713326","61.671706310713326"
"12227","59.84332343231307","59.84332343231307","59.84332343231307"
"12230","59.551497887784926","59.551497887784926","59.551497887784926"
"12233","58.59524694415429","58.59524694415429","58.59524694415429"
"12236","57.77054335335132","57.77054335335132","57.77054335335132"
"12239","58.43221155330253","58.43221155330253","58.43221155330253"
"12242","58.30745702994684","58.30745702994684","58.30745702994684"
"12245","56.93151756147458","56.93151756147458","56.93151756147458"
"12248","57.20664723259003","57.20664723259003","57.20664723259003"
"12251","57.84815016813614","57.84815016813614","57.84815016813614"
"12254","59.063964135757686","59.063964135757686","59.063964135757686"
"12257","58.83156649401742","58.83156649401742","58.83156649401742"
"12260","58.32024672723874","58.32024672723874","58.32024672723874"
"12263","59.06893339175755","59.06893339175755","59.06893339175755"
"12266","59.505565939507605","59.505565939507605","59.505565939507605"
"12269","58.01953021646241","58.01953021646241","58.01953021646241"
"12272","57.88591010391816","57.88591010391816","57.88591010391816"
"12275","58.42992675896655","58.42992675896655","58.42992675896655"
"12278","59.5657058975176","59.5657058975176","59.5657058975176"
"12281","59.02115207282346","59.02115207282346","59.02115207282346"
"12284","59.4632081316783","59.4632081316783","59.4632081316783"
"12287","60.119832423273856","60.119832423273856","60.119832423273856"
"12290","59.862870473011455","59.862870473011455","59.862870473011455"
"12293","60.18687287356701","60.18687287356701","60.18687287356701"
"12296","59.73751316396415","59.73751316396415","59.73751316396415"
"12299","59.099637066498104","59.099637066498104","59.099637066498104"
"12302","58.247230023469626","58.247230023469626","58.247230023469626"
"12305","58.63562275048691","58.63562275048691","58.63562275048691"
"12308","58.30340178924217","58.30340178924217","58.30340178924217"
"12311","57.59960463467406","57.59960463467406","57.59960463467406"
"12314","57.33446248775593","57.33446248775593","57.33446248775593"
"12317","57.91830786081901","57.91830786081901","57.91830786081901"
"12320","57.73208256215786","57.73208256215786","57.73208256215786"
"12323","57.33848009476595","57.33848009476595","57.33848009476595"
"12326","56.134090037688395","56.134090037688395","56.134090037688395"
"12329","55.70022339120936","55.70022339120936","55.70022339120936"
"12332","57.43403621207611","57.43403621207611","57.43403621207611"
"12335","57.05840102437889","57.05840102437889","57.05840102437889"
"12338","58.38392365859632","58.38392365859632","58.38392365859632"
"12341","57.53732889288817","57.53732889288817","57.53732889288817"
"12344","56.70863382723333","56.70863382723333","56.70863382723333"
"12347","55.792156700678746","55.792156700678746","55.792156700678746"
"12350","54.428682606683516","54.428682606683516","54.428682606683516"
"12353","54.19487026547297","54.19487026547297","54.19487026547297"
"12356","54.91954223090671","54.91954223090671","54.91954223090671"
"12359","54.870945785073765","54.870945785073765","54.870945785073765"
"12362","55.949570285353474","55.949570285353474","55.949570285353474"
"12365","55.36583159009505","55.36583159009505","55.36583159009505"
"12368","55.361579166358226","55.361579166358226","55.361579166358226"
"12371","56.86821290486315","56.86821290486315","56.86821290486315"
"12374","57.08207458480578","57.08207458480578","57.08207458480578"
"12377","57.16402009067153","57.16402009067153","57.16402009067153"
"12380","55.81361174370843","55.81361174370843","55.81361174370843"
"12383","54.73162385060576","54.73162385060576","54.73162385060576"
"12386","55.32659545698503","55.32659545698503","55.32659545698503"
"12389","55.1790499837409","55.1790499837409","55.1790499837409"
"12392","54.95963584758141","54.95963584758141","54.95963584758141"
"12395","52.91631632214804","52.91631632214804","52.91631632214804"
"12398","53.15820884073924","53.15820884073924","53.15820884073924"
"12401","53.47932166412888","53.47932166412888","53.47932166412888"
"12404","54.48968837319357","54.48968837319357","54.48968837319357"
"12407","54.56206804082661","54.56206804082661","54.56206804082661"
"12410","54.61779753332017","54.61779753332017","54.61779753332017"
"12413","55.24198155669865","55.24198155669865","55.24198155669865"
"12416","55.31994779328422","55.31994779328422","55.31994779328422"
"12419","55.27650485494388","55.27650485494388","55.27650485494388"
"12422","56.692651276921076","56.692651276921076","56.692651276921076"
"12425","57.30772857314222","57.30772857314222","57.30772857314222"
"12428","56.60860246002839","56.60860246002839","56.60860246002839"
"12431","56.57414505174499","56.57414505174499","56.57414505174499"
"12434","56.42407540238527","56.42407540238527","56.42407540238527"
"12437","54.915767343361864","54.915767343361864","54.915767343361864"
"12440","55.90076281628785","55.90076281628785","55.90076281628785"
"12443","55.869329410858164","55.869329410858164","55.869329410858164"
"12446","56.80052996297559","56.80052996297559","56.80052996297559"
"12449","57.678723929374065","57.678723929374065","57.678723929374065"
"12452","58.19821497305412","58.19821497305412","58.19821497305412"
"12455","58.52513539770267","58.52513539770267","58.52513539770267"
"12458","58.145961950515726","58.145961950515726","58.145961950515726"
"12461","57.48488581717794","57.48488581717794","57.48488581717794"
"12464","57.80657216230374","57.80657216230374","57.80657216230374"
"12467","57.723217930745086","57.723217930745086","57.723217930745086"
"12470","57.79319135589538","57.79319135589538","57.79319135589538"
"12473","56.62636165529018","56.62636165529018","56.62636165529018"
"12476","55.564781451745674","55.564781451745674","55.564781451745674"
"12479","55.19092006917268","55.19092006917268","55.19092006917268"
"12482","55.170498701862364","55.170498701862364","55.170498701862364"
"12485","55.5263934933583","55.5263934933583","55.5263934933583"
"12488","55.39622431956113","55.39622431956113","55.39622431956113"
"12491","55.40866978428133","55.40866978428133","55.40866978428133"
"12494","56.207602771927235","56.207602771927235","56.207602771927235"
"12497","56.41317933697002","56.41317933697002","56.41317933697002"
"12500","56.64638577512885","56.64638577512885","56.64638577512885"
"12503","56.92657021304247","56.92657021304247","56.92657021304247"
"12506","54.80364302149496","54.80364302149496","54.80364302149496"
"12509","53.82175130367522","53.82175130367522","53.82175130367522"
"12512","54.26794844212128","54.26794844212128","54.26794844212128"
"12515","54.07575859475184","54.07575859475184","54.07575859475184"
"12518","54.19883393234215","54.19883393234215","54.19883393234215"
"12521","53.9377590648149","53.9377590648149","53.9377590648149"
"12524","53.89536627793047","53.89536627793047","53.89536627793047"
"12527","53.39207642920786","53.39207642920786","53.39207642920786"
"12530","52.79959585908924","52.79959585908924","52.79959585908924"
"12533","53.32528504211412","53.32528504211412","53.32528504211412"
"12536","52.16784297904165","52.16784297904165","52.16784297904165"
"12539","53.31622597491447","53.31622597491447","53.31622597491447"
"12542","52.504125492437396","52.504125492437396","52.504125492437396"
"12545","53.473274157772295","53.473274157772295","53.473274157772295"
"12548","53.1824654172987","53.1824654172987","53.1824654172987"
"12551","52.87684851300543","52.87684851300543","52.87684851300543"
"12554","52.54848054809675","52.54848054809675","52.54848054809675"
"12557","53.08543578273229","53.08543578273229","53.08543578273229"
"12560","52.44935386709942","52.44935386709942","52.44935386709942"
"12563","51.27189179152983","51.27189179152983","51.27189179152983"
"12566","49.97464346295119","49.97464346295119","49.97464346295119"
"12569","50.50162404554584","50.50162404554584","50.50162404554584"
"12572","49.97019546113217","49.97019546113217","49.97019546113217"
"12575","51.00243025072305","51.00243025072305","51.00243025072305"
"12578","51.49768843000079","51.49768843000079","51.49768843000079"
"12581","52.4110248035791","52.4110248035791","52.4110248035791"
"12584","52.11472220091609","52.11472220091609","52.11472220091609"
"12587","51.54574443304962","51.54574443304962","51.54574443304962"
"12590","50.51759133696942","50.51759133696942","50.51759133696942"
"12593","50.836241858495484","50.836241858495484","50.836241858495484"
"12596","50.41627623993722","50.41627623993722","50.41627623993722"
"12599","48.99375266102009","48.99375266102009","48.99375266102009"
"12602","50.765517782242576","50.765517782242576","50.765517782242576"
"12605","50.40502247379109","50.40502247379109","50.40502247379109"
"12608","51.586919432556414","51.586919432556414","51.586919432556414"
"12611","50.59706655823142","50.59706655823142","50.59706655823142"
"12614","50.300871020350094","50.300871020350094","50.300871020350094"
"12617","50.037140291674156","50.037140291674156","50.037140291674156"
"12620","50.847561791072934","50.847561791072934","50.847561791072934"
"12623","50.871934101563426","50.871934101563426","50.871934101563426"
"12626","50.59753675770123","50.59753675770123","50.59753675770123"
"12629","52.332441979165935","52.332441979165935","52.332441979165935"
"12632","52.94379396133476","52.94379396133476","52.94379396133476"
"12635","53.40552592671468","53.40552592671468","53.40552592671468"
"12638","53.17617408490457","53.17617408490457","53.17617408490457"
"12641","53.2394319305065","53.2394319305065","53.2394319305065"
"12644","53.31038288009993","53.31038288009993","53.31038288009993"
"12647","53.516198694692235","53.516198694692235","53.516198694692235"
"12650","53.09891365729563","53.09891365729563","53.09891365729563"
"12653","52.698910285799805","52.698910285799805","52.698910285799805"
"12656","53.40775936127925","53.40775936127925","53.40775936127925"
"12659","53.32648533785734","53.32648533785734","53.32648533785734"
"12662","53.48120001247573","53.48120001247573","53.48120001247573"
"12665","53.48396716500875","53.48396716500875","53.48396716500875"
"12668","52.48834748414558","52.48834748414558","52.48834748414558"
"12671","52.06817897385131","52.06817897385131","52.06817897385131"
"12674","51.67443955705508","51.67443955705508","51.67443955705508"
"12677","52.07642918705009","52.07642918705009","52.07642918705009"
"12680","52.0875260562922","52.0875260562922","52.0875260562922"
"12683","51.30374776844963","51.30374776844963","51.30374776844963"
"12686","51.94467321388968","51.94467321388968","51.94467321388968"
"12689","52.26397120469554","52.26397120469554","52.26397120469554"
"12692","53.13983885708773","53.13983885708773","53.13983885708773"
"12695","52.87660297572632","52.87660297572632","52.87660297572632"
"12698","53.278235902018125","53.278235902018125","53.278235902018125"
"12701","53.4050160570871","53.4050160570871","53.4050160570871"
"12704","53.875232675176385","53.875232675176385","53.875232675176385"
"12707","54.265518218923745","54.265518218923745","54.265518218923745"
"12710","53.27658135870644","53.27658135870644","53.27658135870644"
"12713","52.7515678090119","52.7515678090119","52.7515678090119"
"12716","52.37396495115925","52.37396495115925","52.37396495115925"
"12719","52.547271635400364","52.547271635400364","52.547271635400364"
"12722","52.47468528647847","52.47468528647847","52.47468528647847"
"12725","52.54686595565936","52.54686595565936","52.54686595565936"
"12728","52.80334433167695","52.80334433167695","52.80334433167695"
"12731","52.2254986980002","52.2254986980002","52.2254986980002"
"12734","51.42686936050748","51.42686936050748","51.42686936050748"
"12737","51.74985125033059","51.74985125033059","51.74985125033059"
"12740","51.60369765552036","51.60369765552036","51.60369765552036"
"12743","51.31477879462604","51.31477879462604","51.31477879462604"
"12746","50.26047511013339","50.26047511013339","50.26047511013339"
"12749","52.103537093567084","52.103537093567084","52.103537093567084"
"12752","52.69345925908396","52.69345925908396","52.69345925908396"
"12755","53.0341568435389","53.0341568435389","53.0341568435389"
"12758","52.90906414829967","52.90906414829967","52.90906414829967"
"12761","52.71698055817239","52.71698055817239","52.71698055817239"
"12764","53.022411127123426","53.022411127123426","53.022411127123426"
"12767","53.4956510758953","53.4956510758953","53.4956510758953"
"12770","52.64815419851","52.64815419851","52.64815419851"
"12773","52.676216115338875","52.676216115338875","52.676216115338875"
"12776","53.78158388648781","53.78158388648781","53.78158388648781"
"12779","53.80343284573181","53.80343284573181","53.80343284573181"
"12782","53.043865245096306","53.043865245096306","53.043865245096306"
"12785","53.073226951435146","53.073226951435146","53.073226951435146"
"12788","53.52886914570777","53.52886914570777","53.52886914570777"
"12791","53.94090722122157","53.94090722122157","53.94090722122157"
"12794","52.953099610341695","52.953099610341695","52.953099610341695"
"12797","52.65609251905575","52.65609251905575","52.65609251905575"
"12800","53.488300099962714","53.488300099962714","53.488300099962714"
"12803","53.27671608865825","53.27671608865825","53.27671608865825"
"12806","53.237209045373554","53.237209045373554","53.237209045373554"
"12809","53.64190395596536","53.64190395596536","53.64190395596536"
"12812","53.43439844519145","53.43439844519145","53.43439844519145"
"12815","52.66917179099661","52.66917179099661","52.66917179099661"
"12818","52.952745363821805","52.952745363821805","52.952745363821805"
"12821","53.51527741244103","53.51527741244103","53.51527741244103"
"12824","53.63161126101976","53.63161126101976","53.63161126101976"
"12827","55.366326522267","55.366326522267","55.366326522267"
"12830","55.51366936339056","55.51366936339056","55.51366936339056"
"12833","55.367814244925036","55.367814244925036","55.367814244925036"
"12836","54.095488601789164","54.095488601789164","54.095488601789164"
"12839","53.68593561450672","53.68593561450672","53.68593561450672"
