"Step","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG_4_2_reward(far) - Mean Episode Reward (Last 200 episodes)__MAX"
"4286","35.001231756913164","35.001231756913164","35.001231756913164"
"4289","35.61024886231081","35.61024886231081","35.61024886231081"
"4292","34.31468568054604","34.31468568054604","34.31468568054604"
"4295","34.05367036757404","34.05367036757404","34.05367036757404"
"4298","34.02213239988922","34.02213239988922","34.02213239988922"
"4301","36.26428940124918","36.26428940124918","36.26428940124918"
"4304","35.69858539420459","35.69858539420459","35.69858539420459"
"4307","35.60305001761057","35.60305001761057","35.60305001761057"
"4310","37.21850105276856","37.21850105276856","37.21850105276856"
"4313","37.3600247509959","37.3600247509959","37.3600247509959"
"4316","35.41637336953757","35.41637336953757","35.41637336953757"
"4319","35.93998623151385","35.93998623151385","35.93998623151385"
"4322","36.202595591612756","36.202595591612756","36.202595591612756"
"4325","34.346539273136436","34.346539273136436","34.346539273136436"
"4328","33.56425394015621","33.56425394015621","33.56425394015621"
"4331","34.37124886725541","34.37124886725541","34.37124886725541"
"4334","34.52244877364535","34.52244877364535","34.52244877364535"
"4337","34.48525809060159","34.48525809060159","34.48525809060159"
"4340","33.25008474804962","33.25008474804962","33.25008474804962"
"4343","34.22505862620392","34.22505862620392","34.22505862620392"
"4346","35.25024968369099","35.25024968369099","35.25024968369099"
"4349","35.106950700849424","35.106950700849424","35.106950700849424"
"4352","35.24572390721667","35.24572390721667","35.24572390721667"
"4355","35.21077994743817","35.21077994743817","35.21077994743817"
"4358","35.17661227227137","35.17661227227137","35.17661227227137"
"4361","33.87534816465467","33.87534816465467","33.87534816465467"
"4364","34.02686628493524","34.02686628493524","34.02686628493524"
"4367","35.05253020513141","35.05253020513141","35.05253020513141"
"4370","35.07128676499117","35.07128676499117","35.07128676499117"
"4373","35.46266374215791","35.46266374215791","35.46266374215791"
"4376","33.641847360790806","33.641847360790806","33.641847360790806"
"4379","34.114367080922044","34.114367080922044","34.114367080922044"
"4382","35.8920340741742","35.8920340741742","35.8920340741742"
"4385","36.622428946556575","36.622428946556575","36.622428946556575"
"4388","37.14745461153846","37.14745461153846","37.14745461153846"
"4391","37.67505506810866","37.67505506810866","37.67505506810866"
"4394","36.65725069869622","36.65725069869622","36.65725069869622"
"4397","36.98006066681988","36.98006066681988","36.98006066681988"
"4400","36.65668311239743","36.65668311239743","36.65668311239743"
"4403","36.540158937243056","36.540158937243056","36.540158937243056"
"4406","35.98339148700132","35.98339148700132","35.98339148700132"
"4409","35.181891238350765","35.181891238350765","35.181891238350765"
"4412","35.04944091726281","35.04944091726281","35.04944091726281"
"4415","35.5607868916028","35.5607868916028","35.5607868916028"
"4418","35.781633439665654","35.781633439665654","35.781633439665654"
"4421","37.11683338592236","37.11683338592236","37.11683338592236"
"4424","36.97349607141104","36.97349607141104","36.97349607141104"
"4427","35.67330035394065","35.67330035394065","35.67330035394065"
"4430","36.99116776862569","36.99116776862569","36.99116776862569"
"4433","37.60713450879103","37.60713450879103","37.60713450879103"
"4436","37.85840070710254","37.85840070710254","37.85840070710254"
"4439","36.64497882966953","36.64497882966953","36.64497882966953"
"4442","37.30732086728089","37.30732086728089","37.30732086728089"
"4445","37.4204385260218","37.4204385260218","37.4204385260218"
"4448","37.200881636219066","37.200881636219066","37.200881636219066"
"4451","36.13438596829732","36.13438596829732","36.13438596829732"
"4454","35.189497445770684","35.189497445770684","35.189497445770684"
"4457","34.5824397769548","34.5824397769548","34.5824397769548"
"4460","34.72694811004587","34.72694811004587","34.72694811004587"
"4463","35.75979860838914","35.75979860838914","35.75979860838914"
"4466","35.7339222881549","35.7339222881549","35.7339222881549"
"4469","35.95986020880581","35.95986020880581","35.95986020880581"
"4472","36.3939923353933","36.3939923353933","36.3939923353933"
"4475","35.41190785707201","35.41190785707201","35.41190785707201"
"4478","35.51715424709815","35.51715424709815","35.51715424709815"
"4481","35.6109929034515","35.6109929034515","35.6109929034515"
"4484","35.34854989376482","35.34854989376482","35.34854989376482"
"4487","34.94780052163275","34.94780052163275","34.94780052163275"
"4490","34.37108006997382","34.37108006997382","34.37108006997382"
"4493","35.67793711036306","35.67793711036306","35.67793711036306"
"4496","35.002199337236725","35.002199337236725","35.002199337236725"
"4499","34.855080215203365","34.855080215203365","34.855080215203365"
"4502","34.413339539566","34.413339539566","34.413339539566"
"4505","34.8990213672825","34.8990213672825","34.8990213672825"
"4508","34.93471020100637","34.93471020100637","34.93471020100637"
"4511","36.35260854056848","36.35260854056848","36.35260854056848"
"4514","36.43650463114055","36.43650463114055","36.43650463114055"
"4517","37.618178800509014","37.618178800509014","37.618178800509014"
"4520","38.361807436442085","38.361807436442085","38.361807436442085"
"4523","37.22914331439375","37.22914331439375","37.22914331439375"
"4526","38.68133791263922","38.68133791263922","38.68133791263922"
"4529","39.30972214828287","39.30972214828287","39.30972214828287"
"4532","38.60646277888328","38.60646277888328","38.60646277888328"
"4535","37.521626679002914","37.521626679002914","37.521626679002914"
"4538","37.488688989866006","37.488688989866006","37.488688989866006"
"4541","38.46288492397724","38.46288492397724","38.46288492397724"
"4544","39.2290879690858","39.2290879690858","39.2290879690858"
"4547","40.21877626843726","40.21877626843726","40.21877626843726"
"4550","40.236127234324215","40.236127234324215","40.236127234324215"
"4553","39.73674875207286","39.73674875207286","39.73674875207286"
"4556","40.172943663021485","40.172943663021485","40.172943663021485"
"4559","39.667735701904824","39.667735701904824","39.667735701904824"
"4562","40.31203387541462","40.31203387541462","40.31203387541462"
"4565","40.66537769040241","40.66537769040241","40.66537769040241"
"4568","39.76751511364434","39.76751511364434","39.76751511364434"
"4571","39.825573547563984","39.825573547563984","39.825573547563984"
"4574","40.102495540880376","40.102495540880376","40.102495540880376"
"4577","40.42973301678964","40.42973301678964","40.42973301678964"
"4580","40.93395953690817","40.93395953690817","40.93395953690817"
"4583","42.07377713752248","42.07377713752248","42.07377713752248"
"4586","42.248483720676276","42.248483720676276","42.248483720676276"
"4589","42.22366408452529","42.22366408452529","42.22366408452529"
"4592","41.421799421718276","41.421799421718276","41.421799421718276"
"4595","42.00140359815876","42.00140359815876","42.00140359815876"
"4598","41.37027936972105","41.37027936972105","41.37027936972105"
"4601","41.75911557620857","41.75911557620857","41.75911557620857"
"4604","43.266849587496665","43.266849587496665","43.266849587496665"
"4607","42.98299621961006","42.98299621961006","42.98299621961006"
"4610","42.62672556243076","42.62672556243076","42.62672556243076"
"4613","43.23138571461669","43.23138571461669","43.23138571461669"
"4616","43.124961082517196","43.124961082517196","43.124961082517196"
"4619","42.89720500243784","42.89720500243784","42.89720500243784"
"4622","44.50345470680284","44.50345470680284","44.50345470680284"
"4625","44.89026000927027","44.89026000927027","44.89026000927027"
"4628","44.000255720375705","44.000255720375705","44.000255720375705"
"4631","43.46516552372226","43.46516552372226","43.46516552372226"
"4634","42.431343974569614","42.431343974569614","42.431343974569614"
"4637","42.89032148871985","42.89032148871985","42.89032148871985"
"4640","44.03974272146388","44.03974272146388","44.03974272146388"
"4643","44.08670480639875","44.08670480639875","44.08670480639875"
"4646","43.46677920306131","43.46677920306131","43.46677920306131"
"4649","45.33469798798621","45.33469798798621","45.33469798798621"
"4652","45.53411273554129","45.53411273554129","45.53411273554129"
"4655","45.49637948131674","45.49637948131674","45.49637948131674"
"4658","45.5284667707452","45.5284667707452","45.5284667707452"
"4661","45.2016008931441","45.2016008931441","45.2016008931441"
"4664","44.81472000641167","44.81472000641167","44.81472000641167"
"4667","45.588194335308856","45.588194335308856","45.588194335308856"
"4670","46.64873134116904","46.64873134116904","46.64873134116904"
"4673","47.229260629524504","47.229260629524504","47.229260629524504"
"4676","46.6578851425941","46.6578851425941","46.6578851425941"
"4679","46.8663508249907","46.8663508249907","46.8663508249907"
"4682","46.62866394179237","46.62866394179237","46.62866394179237"
"4685","45.58554923022494","45.58554923022494","45.58554923022494"
"4688","45.005886303757535","45.005886303757535","45.005886303757535"
"4691","46.50909327326718","46.50909327326718","46.50909327326718"
"4694","46.30924589844298","46.30924589844298","46.30924589844298"
"4697","44.06387227754839","44.06387227754839","44.06387227754839"
"4700","43.83098017006004","43.83098017006004","43.83098017006004"
"4703","42.54593929229211","42.54593929229211","42.54593929229211"
"4706","42.54562591453481","42.54562591453481","42.54562591453481"
"4709","42.358795054994054","42.358795054994054","42.358795054994054"
"4712","41.830875757258354","41.830875757258354","41.830875757258354"
"4715","42.47930964581359","42.47930964581359","42.47930964581359"
"4718","42.83270087274216","42.83270087274216","42.83270087274216"
"4721","43.577863583372626","43.577863583372626","43.577863583372626"
"4724","43.394580998396776","43.394580998396776","43.394580998396776"
"4727","44.572324999039964","44.572324999039964","44.572324999039964"
"4730","45.335131763778364","45.335131763778364","45.335131763778364"
"4733","45.34347054660133","45.34347054660133","45.34347054660133"
"4736","46.44831584189549","46.44831584189549","46.44831584189549"
"4739","46.34250381777697","46.34250381777697","46.34250381777697"
"4742","45.61614416593605","45.61614416593605","45.61614416593605"
"4745","44.875429994973494","44.875429994973494","44.875429994973494"
"4748","44.18630452532393","44.18630452532393","44.18630452532393"
"4751","44.91783869036579","44.91783869036579","44.91783869036579"
"4754","45.19195504252463","45.19195504252463","45.19195504252463"
"4757","45.608981326891765","45.608981326891765","45.608981326891765"
"4760","45.9554660004126","45.9554660004126","45.9554660004126"
"4763","45.14314489967359","45.14314489967359","45.14314489967359"
"4766","44.6833866465802","44.6833866465802","44.6833866465802"
"4769","43.913192814365146","43.913192814365146","43.913192814365146"
"4772","44.07819615507955","44.07819615507955","44.07819615507955"
"4775","43.46247825420906","43.46247825420906","43.46247825420906"
"4778","46.06327113651121","46.06327113651121","46.06327113651121"
"4781","45.719358121040315","45.719358121040315","45.719358121040315"
"4784","46.95195696183458","46.95195696183458","46.95195696183458"
"4787","47.47395183162255","47.47395183162255","47.47395183162255"
"4790","47.080994224524545","47.080994224524545","47.080994224524545"
"4793","47.21034026860988","47.21034026860988","47.21034026860988"
"4796","44.82941703079277","44.82941703079277","44.82941703079277"
"4799","45.206956711904965","45.206956711904965","45.206956711904965"
"4802","45.201080356346345","45.201080356346345","45.201080356346345"
"4805","45.35188413000025","45.35188413000025","45.35188413000025"
"4808","44.22242413752318","44.22242413752318","44.22242413752318"
"4811","44.41942787458526","44.41942787458526","44.41942787458526"
"4814","44.23347162242126","44.23347162242126","44.23347162242126"
"4817","44.486278050152734","44.486278050152734","44.486278050152734"
"4820","43.950747414177705","43.950747414177705","43.950747414177705"
"4823","43.759350904100884","43.759350904100884","43.759350904100884"
"4826","42.712937931033856","42.712937931033856","42.712937931033856"
"4829","42.02438340767932","42.02438340767932","42.02438340767932"
"4832","41.70508731152361","41.70508731152361","41.70508731152361"
"4835","41.910899792374686","41.910899792374686","41.910899792374686"
"4838","43.32941919495797","43.32941919495797","43.32941919495797"
"4841","42.62151382135484","42.62151382135484","42.62151382135484"
"4844","44.38630271229561","44.38630271229561","44.38630271229561"
"4847","43.88420380527927","43.88420380527927","43.88420380527927"
"4850","42.53170293278228","42.53170293278228","42.53170293278228"
"4853","43.14520989438255","43.14520989438255","43.14520989438255"
"4856","43.18630462109623","43.18630462109623","43.18630462109623"
"4859","43.325200665561454","43.325200665561454","43.325200665561454"
"4862","42.927002256675735","42.927002256675735","42.927002256675735"
"4865","43.50323644853007","43.50323644853007","43.50323644853007"
"4868","44.72034991171551","44.72034991171551","44.72034991171551"
"4871","44.509352859106485","44.509352859106485","44.509352859106485"
"4874","43.89117624404526","43.89117624404526","43.89117624404526"
"4877","43.84577136109502","43.84577136109502","43.84577136109502"
"4880","45.0682358302274","45.0682358302274","45.0682358302274"
"4883","42.826521742191396","42.826521742191396","42.826521742191396"
"4886","42.94476738396796","42.94476738396796","42.94476738396796"
"4889","42.927608739500016","42.927608739500016","42.927608739500016"
"4892","43.28484426587585","43.28484426587585","43.28484426587585"
"4895","43.21082178929052","43.21082178929052","43.21082178929052"
"4898","43.3799244043229","43.3799244043229","43.3799244043229"
"4901","40.53294155028832","40.53294155028832","40.53294155028832"
"4904","40.57926759046147","40.57926759046147","40.57926759046147"
"4907","39.99625761163464","39.99625761163464","39.99625761163464"
"4910","37.65488146737238","37.65488146737238","37.65488146737238"
"4913","36.654480959061054","36.654480959061054","36.654480959061054"
"4916","37.23945420925948","37.23945420925948","37.23945420925948"
"4919","38.52912641061162","38.52912641061162","38.52912641061162"
"4922","38.181475303545355","38.181475303545355","38.181475303545355"
"4925","38.653016699311465","38.653016699311465","38.653016699311465"
"4928","37.923761170427554","37.923761170427554","37.923761170427554"
"4931","38.58894012474353","38.58894012474353","38.58894012474353"
"4934","37.23440026979507","37.23440026979507","37.23440026979507"
"4937","37.730700004148886","37.730700004148886","37.730700004148886"
"4940","38.87996866495103","38.87996866495103","38.87996866495103"
"4943","39.07745520538654","39.07745520538654","39.07745520538654"
"4946","37.92967996876464","37.92967996876464","37.92967996876464"
"4949","37.568974927415184","37.568974927415184","37.568974927415184"
"4952","38.60270136855007","38.60270136855007","38.60270136855007"
"4955","40.008212579324685","40.008212579324685","40.008212579324685"
"4958","41.345456599148584","41.345456599148584","41.345456599148584"
"4961","42.4210629397784","42.4210629397784","42.4210629397784"
"4964","42.66622276381735","42.66622276381735","42.66622276381735"
"4967","41.38172666190816","41.38172666190816","41.38172666190816"
"4970","41.837830953370116","41.837830953370116","41.837830953370116"
"4973","41.79754199879299","41.79754199879299","41.79754199879299"
"4976","41.89916415032655","41.89916415032655","41.89916415032655"
"4979","41.40912592484223","41.40912592484223","41.40912592484223"
"4982","40.9327332355625","40.9327332355625","40.9327332355625"
"4985","42.52123365497394","42.52123365497394","42.52123365497394"
"4988","43.09169879413588","43.09169879413588","43.09169879413588"
"4991","43.33577557612277","43.33577557612277","43.33577557612277"
"4994","44.83314482206677","44.83314482206677","44.83314482206677"
"4997","45.08128843933187","45.08128843933187","45.08128843933187"
"5000","45.190951547912164","45.190951547912164","45.190951547912164"
"5003","45.64160236954385","45.64160236954385","45.64160236954385"
"5006","45.98893494546191","45.98893494546191","45.98893494546191"
"5009","45.49005937500021","45.49005937500021","45.49005937500021"
"5012","46.02280451944669","46.02280451944669","46.02280451944669"
"5015","46.412913626470534","46.412913626470534","46.412913626470534"
"5018","45.36849516605451","45.36849516605451","45.36849516605451"
"5021","44.109862493789414","44.109862493789414","44.109862493789414"
"5024","43.12476878533331","43.12476878533331","43.12476878533331"
"5027","44.047262897010675","44.047262897010675","44.047262897010675"
"5030","43.33204987186527","43.33204987186527","43.33204987186527"
"5033","43.306818409929726","43.306818409929726","43.306818409929726"
"5036","43.00188196090443","43.00188196090443","43.00188196090443"
"5039","43.80573308337541","43.80573308337541","43.80573308337541"
"5042","43.399947055221126","43.399947055221126","43.399947055221126"
"5045","43.57548003178467","43.57548003178467","43.57548003178467"
"5048","43.73234099789395","43.73234099789395","43.73234099789395"
"5051","43.61150572387029","43.61150572387029","43.61150572387029"
"5054","44.12043523508418","44.12043523508418","44.12043523508418"
"5057","44.177839965752895","44.177839965752895","44.177839965752895"
"5060","43.73487209873028","43.73487209873028","43.73487209873028"
"5063","44.913890340853925","44.913890340853925","44.913890340853925"
"5066","45.651307146475965","45.651307146475965","45.651307146475965"
"5069","45.27230794273377","45.27230794273377","45.27230794273377"
"5072","46.04448622942863","46.04448622942863","46.04448622942863"
"5075","46.59720802123946","46.59720802123946","46.59720802123946"
"5078","46.83142347290894","46.83142347290894","46.83142347290894"
"5081","46.185998804867864","46.185998804867864","46.185998804867864"
"5084","46.35005958574029","46.35005958574029","46.35005958574029"
"5087","45.7161340814304","45.7161340814304","45.7161340814304"
"5090","46.98136249693452","46.98136249693452","46.98136249693452"
"5093","44.413075349839794","44.413075349839794","44.413075349839794"
"5096","45.50418265577066","45.50418265577066","45.50418265577066"
"5099","45.59834442140418","45.59834442140418","45.59834442140418"
"5102","46.17024311218935","46.17024311218935","46.17024311218935"
"5105","45.87947828183887","45.87947828183887","45.87947828183887"
"5108","45.8421158615278","45.8421158615278","45.8421158615278"
"5111","44.64355116356588","44.64355116356588","44.64355116356588"
"5114","45.580523117385965","45.580523117385965","45.580523117385965"
"5117","44.65485153892737","44.65485153892737","44.65485153892737"
"5120","44.78349090053914","44.78349090053914","44.78349090053914"
"5123","45.95768160583173","45.95768160583173","45.95768160583173"
"5126","45.6684370499824","45.6684370499824","45.6684370499824"
"5129","46.77322270372408","46.77322270372408","46.77322270372408"
"5132","49.21537093584967","49.21537093584967","49.21537093584967"
"5135","49.67963653617914","49.67963653617914","49.67963653617914"
"5138","50.03099742943277","50.03099742943277","50.03099742943277"
"5141","49.59175005753001","49.59175005753001","49.59175005753001"
"5144","48.48543765599883","48.48543765599883","48.48543765599883"
"5147","47.52693384389715","47.52693384389715","47.52693384389715"
"5150","47.36112631406835","47.36112631406835","47.36112631406835"
"5153","47.82087623515961","47.82087623515961","47.82087623515961"
"5156","47.739521695009834","47.739521695009834","47.739521695009834"
"5159","48.074475199589706","48.074475199589706","48.074475199589706"
"5162","49.3150833537163","49.3150833537163","49.3150833537163"
"5165","49.49019263851105","49.49019263851105","49.49019263851105"
"5168","50.69527179111547","50.69527179111547","50.69527179111547"
"5171","53.42685139625958","53.42685139625958","53.42685139625958"
"5174","55.21906575301861","55.21906575301861","55.21906575301861"
"5177","54.92752682358903","54.92752682358903","54.92752682358903"
"5180","55.40358131615175","55.40358131615175","55.40358131615175"
"5183","54.15632619463672","54.15632619463672","54.15632619463672"
"5186","54.24454594297679","54.24454594297679","54.24454594297679"
"5189","55.48102535768796","55.48102535768796","55.48102535768796"
"5192","55.47197450473773","55.47197450473773","55.47197450473773"
"5195","55.02428934932548","55.02428934932548","55.02428934932548"
"5198","56.81006894557711","56.81006894557711","56.81006894557711"
"5201","56.57465532488619","56.57465532488619","56.57465532488619"
"5204","55.62316424761094","55.62316424761094","55.62316424761094"
"5207","55.90520007122587","55.90520007122587","55.90520007122587"
"5210","56.48898047236987","56.48898047236987","56.48898047236987"
"5213","57.343078498288506","57.343078498288506","57.343078498288506"
"5216","57.19089338887263","57.19089338887263","57.19089338887263"
"5219","56.62567496206521","56.62567496206521","56.62567496206521"
"5222","56.27028877046172","56.27028877046172","56.27028877046172"
"5225","56.6531925780563","56.6531925780563","56.6531925780563"
"5228","56.76351513277321","56.76351513277321","56.76351513277321"
"5231","56.96119551640136","56.96119551640136","56.96119551640136"
"5234","56.396562162717316","56.396562162717316","56.396562162717316"
"5237","56.357751205158245","56.357751205158245","56.357751205158245"
"5240","55.53872541817445","55.53872541817445","55.53872541817445"
"5243","54.9341401728203","54.9341401728203","54.9341401728203"
"5246","55.96418750253834","55.96418750253834","55.96418750253834"
"5249","54.26979325807657","54.26979325807657","54.26979325807657"
"5252","54.81250285487903","54.81250285487903","54.81250285487903"
"5255","56.20105324917681","56.20105324917681","56.20105324917681"
"5258","57.45125092064026","57.45125092064026","57.45125092064026"
"5261","56.84540986513958","56.84540986513958","56.84540986513958"
"5264","56.557942736148874","56.557942736148874","56.557942736148874"
"5267","56.022407017240745","56.022407017240745","56.022407017240745"
"5270","55.105521308416826","55.105521308416826","55.105521308416826"
"5273","54.11947402648051","54.11947402648051","54.11947402648051"
"5276","55.73145610484793","55.73145610484793","55.73145610484793"
"5279","56.43610393930904","56.43610393930904","56.43610393930904"
"5282","58.302720470214524","58.302720470214524","58.302720470214524"
"5285","58.35924927773365","58.35924927773365","58.35924927773365"
"5288","58.777065861493064","58.777065861493064","58.777065861493064"
"5291","59.410482643457364","59.410482643457364","59.410482643457364"
"5294","60.766694110147554","60.766694110147554","60.766694110147554"
"5297","61.780973903502975","61.780973903502975","61.780973903502975"
"5300","64.75865012119034","64.75865012119034","64.75865012119034"
"5303","66.19323202638091","66.19323202638091","66.19323202638091"
"5306","65.71627131865006","65.71627131865006","65.71627131865006"
"5309","65.21974994372579","65.21974994372579","65.21974994372579"
"5312","64.6283167750325","64.6283167750325","64.6283167750325"
"5315","63.83934672798383","63.83934672798383","63.83934672798383"
"5318","64.1201106630891","64.1201106630891","64.1201106630891"
"5321","65.39903077490868","65.39903077490868","65.39903077490868"
"5324","65.63993840543537","65.63993840543537","65.63993840543537"
"5327","64.05320452510726","64.05320452510726","64.05320452510726"
"5330","62.90255007860033","62.90255007860033","62.90255007860033"
"5333","62.92441889779131","62.92441889779131","62.92441889779131"
"5336","62.254176519987666","62.254176519987666","62.254176519987666"
"5339","62.98957486178975","62.98957486178975","62.98957486178975"
"5342","62.959330437460814","62.959330437460814","62.959330437460814"
"5345","63.62581512215915","63.62581512215915","63.62581512215915"
"5348","63.964197654133024","63.964197654133024","63.964197654133024"
"5351","63.56356147351724","63.56356147351724","63.56356147351724"
"5354","64.10665164626953","64.10665164626953","64.10665164626953"
"5357","64.1491745084438","64.1491745084438","64.1491745084438"
"5360","64.307557467082","64.307557467082","64.307557467082"
"5363","63.66342857585137","63.66342857585137","63.66342857585137"
"5366","63.93618939789882","63.93618939789882","63.93618939789882"
"5369","63.1375881468995","63.1375881468995","63.1375881468995"
"5372","62.73779076567136","62.73779076567136","62.73779076567136"
"5375","63.43424892295184","63.43424892295184","63.43424892295184"
"5378","60.8850303974208","60.8850303974208","60.8850303974208"
"5381","60.16487601853991","60.16487601853991","60.16487601853991"
"5384","59.36245555429975","59.36245555429975","59.36245555429975"
"5387","58.376061351991076","58.376061351991076","58.376061351991076"
"5390","58.77904834276484","58.77904834276484","58.77904834276484"
"5393","60.457619821312655","60.457619821312655","60.457619821312655"
"5396","63.22545435934172","63.22545435934172","63.22545435934172"
"5399","63.208721215400104","63.208721215400104","63.208721215400104"
"5402","63.903176530908716","63.903176530908716","63.903176530908716"
"5405","64.02577669815577","64.02577669815577","64.02577669815577"
"5408","64.44478530952551","64.44478530952551","64.44478530952551"
"5411","64.6446508273004","64.6446508273004","64.6446508273004"
"5414","64.66006149347763","64.66006149347763","64.66006149347763"
"5417","64.84180585805764","64.84180585805764","64.84180585805764"
"5420","65.01229361565326","65.01229361565326","65.01229361565326"
"5423","64.90759225397214","64.90759225397214","64.90759225397214"
"5426","66.06182348910207","66.06182348910207","66.06182348910207"
"5429","66.09669686019136","66.09669686019136","66.09669686019136"
"5432","67.2976371741357","67.2976371741357","67.2976371741357"
"5435","66.93493595783778","66.93493595783778","66.93493595783778"
"5438","67.7983986601112","67.7983986601112","67.7983986601112"
"5441","68.98305924061701","68.98305924061701","68.98305924061701"
"5444","67.2525647241506","67.2525647241506","67.2525647241506"
"5447","66.82841087244451","66.82841087244451","66.82841087244451"
"5450","66.37795027947169","66.37795027947169","66.37795027947169"
"5453","66.09955628753774","66.09955628753774","66.09955628753774"
"5456","65.6276577804103","65.6276577804103","65.6276577804103"
"5459","65.85215656594255","65.85215656594255","65.85215656594255"
"5462","65.87125283281271","65.87125283281271","65.87125283281271"
"5465","66.27589812168155","66.27589812168155","66.27589812168155"
"5468","64.86012288763887","64.86012288763887","64.86012288763887"
"5471","65.83017263097929","65.83017263097929","65.83017263097929"
"5474","65.85920836681532","65.85920836681532","65.85920836681532"
"5477","66.25025940085774","66.25025940085774","66.25025940085774"
"5480","65.07078368035216","65.07078368035216","65.07078368035216"
"5483","64.74535314986564","64.74535314986564","64.74535314986564"
"5486","65.42926553778344","65.42926553778344","65.42926553778344"
"5489","65.01382622003949","65.01382622003949","65.01382622003949"
"5492","64.80996652157565","64.80996652157565","64.80996652157565"
"5495","65.37557767352132","65.37557767352132","65.37557767352132"
"5498","65.34973591031206","65.34973591031206","65.34973591031206"
"5501","66.54882041855724","66.54882041855724","66.54882041855724"
"5504","66.43649970337871","66.43649970337871","66.43649970337871"
"5507","66.88709878042786","66.88709878042786","66.88709878042786"
"5510","67.94426479234725","67.94426479234725","67.94426479234725"
"5513","69.6539046619539","69.6539046619539","69.6539046619539"
"5516","69.54675091992925","69.54675091992925","69.54675091992925"
"5519","69.30094656979884","69.30094656979884","69.30094656979884"
"5522","69.01048914654204","69.01048914654204","69.01048914654204"
"5525","69.01724978375502","69.01724978375502","69.01724978375502"
"5528","69.47530573847388","69.47530573847388","69.47530573847388"
"5531","68.08512742700728","68.08512742700728","68.08512742700728"
"5534","67.95798891220207","67.95798891220207","67.95798891220207"
"5537","68.48304598666718","68.48304598666718","68.48304598666718"
"5540","67.88273740527798","67.88273740527798","67.88273740527798"
"5543","66.80441855285879","66.80441855285879","66.80441855285879"
"5546","67.02691812863607","67.02691812863607","67.02691812863607"
"5549","67.02753560313657","67.02753560313657","67.02753560313657"
"5552","67.03539592556001","67.03539592556001","67.03539592556001"
"5555","67.01828515986053","67.01828515986053","67.01828515986053"
"5558","66.19034695644717","66.19034695644717","66.19034695644717"
"5561","65.80121941052573","65.80121941052573","65.80121941052573"
"5564","66.05189027503549","66.05189027503549","66.05189027503549"
"5567","65.88751110885312","65.88751110885312","65.88751110885312"
"5570","64.8304873927926","64.8304873927926","64.8304873927926"
"5573","64.7967423837334","64.7967423837334","64.7967423837334"
"5576","64.89699898922171","64.89699898922171","64.89699898922171"
"5579","65.46902777118399","65.46902777118399","65.46902777118399"
"5582","64.62983361342535","64.62983361342535","64.62983361342535"
"5585","62.228591625182204","62.228591625182204","62.228591625182204"
"5588","62.29643626646899","62.29643626646899","62.29643626646899"
"5591","62.1093946158483","62.1093946158483","62.1093946158483"
"5594","62.29584999059931","62.29584999059931","62.29584999059931"
"5597","60.937347622742024","60.937347622742024","60.937347622742024"
"5600","61.121104812029095","61.121104812029095","61.121104812029095"
"5603","60.81741390166401","60.81741390166401","60.81741390166401"
"5606","61.07436711515741","61.07436711515741","61.07436711515741"
"5609","61.13237311386865","61.13237311386865","61.13237311386865"
"5612","60.703494548527495","60.703494548527495","60.703494548527495"
"5615","60.2510159546954","60.2510159546954","60.2510159546954"
"5618","60.591778411662546","60.591778411662546","60.591778411662546"
"5621","60.40211067290377","60.40211067290377","60.40211067290377"
"5624","60.67461495619617","60.67461495619617","60.67461495619617"
"5627","60.34803014749973","60.34803014749973","60.34803014749973"
"5630","59.59592117706754","59.59592117706754","59.59592117706754"
"5633","59.24848881015193","59.24848881015193","59.24848881015193"
"5636","58.55715851321693","58.55715851321693","58.55715851321693"
"5639","60.63452625707177","60.63452625707177","60.63452625707177"
"5642","60.220945432083916","60.220945432083916","60.220945432083916"
"5645","60.55924891570625","60.55924891570625","60.55924891570625"
"5648","60.47260198300899","60.47260198300899","60.47260198300899"
"5651","60.27342112281612","60.27342112281612","60.27342112281612"
"5654","59.78695362855104","59.78695362855104","59.78695362855104"
"5657","61.35102978330711","61.35102978330711","61.35102978330711"
"5660","61.39320437716457","61.39320437716457","61.39320437716457"
"5663","59.393036003217986","59.393036003217986","59.393036003217986"
"5666","59.608868291715744","59.608868291715744","59.608868291715744"
"5669","60.219964129081056","60.219964129081056","60.219964129081056"
"5672","60.59082571102996","60.59082571102996","60.59082571102996"
"5675","59.96205588161479","59.96205588161479","59.96205588161479"
"5678","59.63305093574662","59.63305093574662","59.63305093574662"
"5681","60.233974213532264","60.233974213532264","60.233974213532264"
"5684","61.33048681295794","61.33048681295794","61.33048681295794"
"5687","61.90600206687037","61.90600206687037","61.90600206687037"
"5690","60.73751370002369","60.73751370002369","60.73751370002369"
"5693","60.41373110194568","60.41373110194568","60.41373110194568"
"5696","59.67803952598286","59.67803952598286","59.67803952598286"
"5699","61.60155310846962","61.60155310846962","61.60155310846962"
"5702","60.55859637061765","60.55859637061765","60.55859637061765"
"5705","61.86075329456377","61.86075329456377","61.86075329456377"
"5708","62.70495560498774","62.70495560498774","62.70495560498774"
"5711","64.53301578851712","64.53301578851712","64.53301578851712"
"5714","64.7090595009824","64.7090595009824","64.7090595009824"
"5717","64.31128318103745","64.31128318103745","64.31128318103745"
