"Step","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"2473","14.82907838537671","14.82907838537671","14.82907838537671","31.533864910256888","31.533864910256888","31.533864910256888","18.22962886344486","18.22962886344486","18.22962886344486"
"2474","14.658434290897892","14.658434290897892","14.658434290897892","31.71027506936826","31.71027506936826","31.71027506936826","18.33704403144261","18.33704403144261","18.33704403144261"
"2475","14.653895844746371","14.653895844746371","14.653895844746371","31.77798460285076","31.77798460285076","31.77798460285076","17.220382803274948","17.220382803274948","17.220382803274948"
"2476","14.050653393236482","14.050653393236482","14.050653393236482","32.55651051156939","32.55651051156939","32.55651051156939","16.565891867085714","16.565891867085714","16.565891867085714"
"2477","13.61532720540328","13.61532720540328","13.61532720540328","32.527892148637584","32.527892148637584","32.527892148637584","16.155600163080386","16.155600163080386","16.155600163080386"
"2478","13.779181849675432","13.779181849675432","13.779181849675432","32.723286722616734","32.723286722616734","32.723286722616734","16.098262639882446","16.098262639882446","16.098262639882446"
"2479","14.004534821046708","14.004534821046708","14.004534821046708","32.25259366400106","32.25259366400106","32.25259366400106","16.47430187250636","16.47430187250636","16.47430187250636"
"2480","14.069552929853426","14.069552929853426","14.069552929853426","32.63536012750424","32.63536012750424","32.63536012750424","16.28256377378673","16.28256377378673","16.28256377378673"
"2481","14.475637459385197","14.475637459385197","14.475637459385197","33.34480545632406","33.34480545632406","33.34480545632406","16.117856032173684","16.117856032173684","16.117856032173684"
"2482","14.520184456753384","14.520184456753384","14.520184456753384","33.66079378865975","33.66079378865975","33.66079378865975","16.060260155254188","16.060260155254188","16.060260155254188"
"2483","14.788524853228607","14.788524853228607","14.788524853228607","33.99911635435101","33.99911635435101","33.99911635435101","15.833143193219842","15.833143193219842","15.833143193219842"
"2484","14.522445951115339","14.522445951115339","14.522445951115339","34.025358365792165","34.025358365792165","34.025358365792165","15.996170402223981","15.996170402223981","15.996170402223981"
"2485","14.648047838376765","14.648047838376765","14.648047838376765","34.0228202965395","34.0228202965395","34.0228202965395","15.465540676837499","15.465540676837499","15.465540676837499"
"2486","15.025870117289983","15.025870117289983","15.025870117289983","34.396296601312294","34.396296601312294","34.396296601312294","15.099452484353055","15.099452484353055","15.099452484353055"
"2487","14.940622634290213","14.940622634290213","14.940622634290213","33.58212307495935","33.58212307495935","33.58212307495935","14.679561890580693","14.679561890580693","14.679561890580693"
"2488","15.858011582165545","15.858011582165545","15.858011582165545","33.51749540307115","33.51749540307115","33.51749540307115","14.892971575383473","14.892971575383473","14.892971575383473"
"2489","15.442850296649898","15.442850296649898","15.442850296649898","33.312600327353074","33.312600327353074","33.312600327353074","14.653222462742752","14.653222462742752","14.653222462742752"
"2490","15.737700070829506","15.737700070829506","15.737700070829506","31.628482018480955","31.628482018480955","31.628482018480955","14.728690999531246","14.728690999531246","14.728690999531246"
"2491","16.866233023124572","16.866233023124572","16.866233023124572","30.85288228868036","30.85288228868036","30.85288228868036","14.747856230099499","14.747856230099499","14.747856230099499"
"2492","16.422558181681698","16.422558181681698","16.422558181681698","30.847258752962176","30.847258752962176","30.847258752962176","15.146737137645278","15.146737137645278","15.146737137645278"
"2493","15.947036431148952","15.947036431148952","15.947036431148952","31.019958306948187","31.019958306948187","31.019958306948187","14.551223423902941","14.551223423902941","14.551223423902941"
"2494","16.44068270355028","16.44068270355028","16.44068270355028","30.69715875775668","30.69715875775668","30.69715875775668","14.582530903359695","14.582530903359695","14.582530903359695"
"2495","16.444320127474892","16.444320127474892","16.444320127474892","30.378880973491345","30.378880973491345","30.378880973491345","13.716720106131953","13.716720106131953","13.716720106131953"
"2496","16.073625794053026","16.073625794053026","16.073625794053026","30.491833931542764","30.491833931542764","30.491833931542764","13.40178497813666","13.40178497813666","13.40178497813666"
"2497","15.707614925638525","15.707614925638525","15.707614925638525","30.46989998679576","30.46989998679576","30.46989998679576","13.82627160301832","13.82627160301832","13.82627160301832"
"2498","15.484683524034967","15.484683524034967","15.484683524034967","30.29737518391588","30.29737518391588","30.29737518391588","13.712984057271871","13.712984057271871","13.712984057271871"
"2499","15.477757550699366","15.477757550699366","15.477757550699366","30.20465054110317","30.20465054110317","30.20465054110317","14.36649394452319","14.36649394452319","14.36649394452319"
"2500","15.718031448686396","15.718031448686396","15.718031448686396","30.065385797271755","30.065385797271755","30.065385797271755","14.471763772419443","14.471763772419443","14.471763772419443"
"2501","15.127172747727206","15.127172747727206","15.127172747727206","30.367016669202016","30.367016669202016","30.367016669202016","14.507029473847007","14.507029473847007","14.507029473847007"
"2502","15.607774997932673","15.607774997932673","15.607774997932673","30.3504352386249","30.3504352386249","30.3504352386249","14.331858584570627","14.331858584570627","14.331858584570627"
"2503","15.286634946465256","15.286634946465256","15.286634946465256","30.329070743852412","30.329070743852412","30.329070743852412","14.339793784572596","14.339793784572596","14.339793784572596"
"2504","15.174724294386744","15.174724294386744","15.174724294386744","30.70427289091026","30.70427289091026","30.70427289091026","14.017154223846912","14.017154223846912","14.017154223846912"
"2505","15.362525074336606","15.362525074336606","15.362525074336606","30.416944110152073","30.416944110152073","30.416944110152073","14.463391038954155","14.463391038954155","14.463391038954155"
"2506","15.546147018446625","15.546147018446625","15.546147018446625","30.105951003392846","30.105951003392846","30.105951003392846","14.44768549498217","14.44768549498217","14.44768549498217"
"2507","15.566853750872246","15.566853750872246","15.566853750872246","30.046014655403226","30.046014655403226","30.046014655403226","15.312992663000319","15.312992663000319","15.312992663000319"
"2508","15.533524825349305","15.533524825349305","15.533524825349305","30.207883349813947","30.207883349813947","30.207883349813947","16.12084754243231","16.12084754243231","16.12084754243231"
"2509","15.4322139332586","15.4322139332586","15.4322139332586","30.88855977006947","30.88855977006947","30.88855977006947","15.835535505250586","15.835535505250586","15.835535505250586"
"2510","15.423395622592539","15.423395622592539","15.423395622592539","30.624989226217426","30.624989226217426","30.624989226217426","15.792294832184334","15.792294832184334","15.792294832184334"
"2511","15.76800602565617","15.76800602565617","15.76800602565617","30.404822083014725","30.404822083014725","30.404822083014725","16.13515875616981","16.13515875616981","16.13515875616981"
"2512","16.08523040569863","16.08523040569863","16.08523040569863","30.206282533113484","30.206282533113484","30.206282533113484","15.82643242532742","15.82643242532742","15.82643242532742"
"2513","15.995241147510235","15.995241147510235","15.995241147510235","30.071252808019263","30.071252808019263","30.071252808019263","15.90190049519782","15.90190049519782","15.90190049519782"
"2514","15.721984733366304","15.721984733366304","15.721984733366304","30.537531238883084","30.537531238883084","30.537531238883084","15.922964597292209","15.922964597292209","15.922964597292209"
"2515","15.056643294176029","15.056643294176029","15.056643294176029","30.05080420637741","30.05080420637741","30.05080420637741","16.251171577713425","16.251171577713425","16.251171577713425"
"2516","14.97542972912534","14.97542972912534","14.97542972912534","29.551544275170553","29.551544275170553","29.551544275170553","15.460669445590002","15.460669445590002","15.460669445590002"
"2517","14.832152705440585","14.832152705440585","14.832152705440585","29.290661050380603","29.290661050380603","29.290661050380603","15.72366577740757","15.72366577740757","15.72366577740757"
"2518","15.653831760040541","15.653831760040541","15.653831760040541","29.537116094595895","29.537116094595895","29.537116094595895","16.95762863169316","16.95762863169316","16.95762863169316"
"2519","15.846743903474183","15.846743903474183","15.846743903474183","29.59054704611699","29.59054704611699","29.59054704611699","17.145217468038553","17.145217468038553","17.145217468038553"
"2520","15.419901641100415","15.419901641100415","15.419901641100415","29.58472276415231","29.58472276415231","29.58472276415231","17.70373377917496","17.70373377917496","17.70373377917496"
"2521","15.63320981212276","15.63320981212276","15.63320981212276","28.80096429783844","28.80096429783844","28.80096429783844","18.02693889444025","18.02693889444025","18.02693889444025"
"2522","15.178141565790455","15.178141565790455","15.178141565790455","28.887314661868135","28.887314661868135","28.887314661868135","18.371714018204656","18.371714018204656","18.371714018204656"
"2523","15.079996605284345","15.079996605284345","15.079996605284345","28.54034373534858","28.54034373534858","28.54034373534858","18.830810645115143","18.830810645115143","18.830810645115143"
"2524","15.084433701211795","15.084433701211795","15.084433701211795","29.16022405805377","29.16022405805377","29.16022405805377","18.67258400782559","18.67258400782559","18.67258400782559"
"2525","14.756676668747088","14.756676668747088","14.756676668747088","29.310491347529418","29.310491347529418","29.310491347529418","18.26367153827138","18.26367153827138","18.26367153827138"
"2526","14.302314510597487","14.302314510597487","14.302314510597487","29.828887173940323","29.828887173940323","29.828887173940323","17.790408249896345","17.790408249896345","17.790408249896345"
"2527","14.926051133875228","14.926051133875228","14.926051133875228","29.502162737477942","29.502162737477942","29.502162737477942","19.138235302533545","19.138235302533545","19.138235302533545"
"2528","15.80702153945271","15.80702153945271","15.80702153945271","28.94088338565398","28.94088338565398","28.94088338565398","19.286504693353052","19.286504693353052","19.286504693353052"
"2529","15.451220090705013","15.451220090705013","15.451220090705013","28.4556579833597","28.4556579833597","28.4556579833597","19.718872855482665","19.718872855482665","19.718872855482665"
"2530","15.623448574302017","15.623448574302017","15.623448574302017","29.27792999429259","29.27792999429259","29.27792999429259","19.54390015919941","19.54390015919941","19.54390015919941"
"2531","15.60876689911174","15.60876689911174","15.60876689911174","29.264025568714","29.264025568714","29.264025568714","19.181069921014952","19.181069921014952","19.181069921014952"
"2532","15.651375421199335","15.651375421199335","15.651375421199335","28.25524521895178","28.25524521895178","28.25524521895178","19.770709643740762","19.770709643740762","19.770709643740762"
"2533","15.723907703440952","15.723907703440952","15.723907703440952","28.310364091744308","28.310364091744308","28.310364091744308","19.952393919303685","19.952393919303685","19.952393919303685"
"2534","16.419454509169306","16.419454509169306","16.419454509169306","29.35134503337112","29.35134503337112","29.35134503337112","20.26449673937452","20.26449673937452","20.26449673937452"
"2535","16.350514071601562","16.350514071601562","16.350514071601562","28.721804015847297","28.721804015847297","28.721804015847297","20.705176765177608","20.705176765177608","20.705176765177608"
"2536","16.492898332929578","16.492898332929578","16.492898332929578","29.29730282297201","29.29730282297201","29.29730282297201","19.640659791558342","19.640659791558342","19.640659791558342"
"2537","16.579632475257075","16.579632475257075","16.579632475257075","28.926095206778726","28.926095206778726","28.926095206778726","19.479558383097952","19.479558383097952","19.479558383097952"
"2538","16.505366990770447","16.505366990770447","16.505366990770447","29.69485880367196","29.69485880367196","29.69485880367196","20.310235253639053","20.310235253639053","20.310235253639053"
"2539","16.559473423884427","16.559473423884427","16.559473423884427","29.22080144710219","29.22080144710219","29.22080144710219","20.364836979847915","20.364836979847915","20.364836979847915"
"2540","16.736699593809956","16.736699593809956","16.736699593809956","29.52105720105921","29.52105720105921","29.52105720105921","20.393625053856088","20.393625053856088","20.393625053856088"
"2541","16.57555641715152","16.57555641715152","16.57555641715152","29.84384194877168","29.84384194877168","29.84384194877168","20.362661655309488","20.362661655309488","20.362661655309488"
"2542","15.43671840700117","15.43671840700117","15.43671840700117","28.5847502817102","28.5847502817102","28.5847502817102","20.231223753627017","20.231223753627017","20.231223753627017"
"2543","15.47512533280943","15.47512533280943","15.47512533280943","27.761671668787177","27.761671668787177","27.761671668787177","21.106662578769214","21.106662578769214","21.106662578769214"
"2544","15.044746844289502","15.044746844289502","15.044746844289502","27.929191853202937","27.929191853202937","27.929191853202937","21.102614936050678","21.102614936050678","21.102614936050678"
"2545","16.400550762580682","16.400550762580682","16.400550762580682","28.675962084586832","28.675962084586832","28.675962084586832","21.277847370842732","21.277847370842732","21.277847370842732"
"2546","17.3993746115337","17.3993746115337","17.3993746115337","28.46884202577239","28.46884202577239","28.46884202577239","21.858599120615303","21.858599120615303","21.858599120615303"
"2547","17.92624615221238","17.92624615221238","17.92624615221238","27.861258396251777","27.861258396251777","27.861258396251777","21.946179771463843","21.946179771463843","21.946179771463843"
"2548","18.78510305521132","18.78510305521132","18.78510305521132","27.620523591422483","27.620523591422483","27.620523591422483","22.471563990859778","22.471563990859778","22.471563990859778"
"2549","18.54993225358781","18.54993225358781","18.54993225358781","26.033509461495512","26.033509461495512","26.033509461495512","22.29079873467778","22.29079873467778","22.29079873467778"
"2550","17.968283613024244","17.968283613024244","17.968283613024244","25.98406830436011","25.98406830436011","25.98406830436011","22.44968557069685","22.44968557069685","22.44968557069685"
"2551","18.376666761564834","18.376666761564834","18.376666761564834","25.420316961553215","25.420316961553215","25.420316961553215","22.39081146427291","22.39081146427291","22.39081146427291"
"2552","18.903794175113788","18.903794175113788","18.903794175113788","25.557911231747536","25.557911231747536","25.557911231747536","22.830699398470347","22.830699398470347","22.830699398470347"
"2553","18.942629619294934","18.942629619294934","18.942629619294934","25.126081537006844","25.126081537006844","25.126081537006844","22.612346083366944","22.612346083366944","22.612346083366944"
"2554","18.927727513376478","18.927727513376478","18.927727513376478","24.511540001020727","24.511540001020727","24.511540001020727","23.084595900048956","23.084595900048956","23.084595900048956"
"2555","18.12934172440121","18.12934172440121","18.12934172440121","24.420941837819115","24.420941837819115","24.420941837819115","23.330086162484864","23.330086162484864","23.330086162484864"
"2556","17.903186732075454","17.903186732075454","17.903186732075454","24.066518306323683","24.066518306323683","24.066518306323683","23.612825955422373","23.612825955422373","23.612825955422373"
"2557","18.25117901655149","18.25117901655149","18.25117901655149","23.256285276125467","23.256285276125467","23.256285276125467","22.525342150401737","22.525342150401737","22.525342150401737"
"2558","17.96131160149265","17.96131160149265","17.96131160149265","22.433294656054724","22.433294656054724","22.433294656054724","21.700067815298","21.700067815298","21.700067815298"
"2559","17.96710003650782","17.96710003650782","17.96710003650782","22.495859719215115","22.495859719215115","22.495859719215115","22.05900272949876","22.05900272949876","22.05900272949876"
"2560","17.187175728507633","17.187175728507633","17.187175728507633","23.199677957171144","23.199677957171144","23.199677957171144","21.792765091945387","21.792765091945387","21.792765091945387"
"2561","17.22221616552107","17.22221616552107","17.22221616552107","24.16030378618324","24.16030378618324","24.16030378618324","22.51608996617879","22.51608996617879","22.51608996617879"
"2562","17.190475390552237","17.190475390552237","17.190475390552237","24.18269152870476","24.18269152870476","24.18269152870476","22.80614203300645","22.80614203300645","22.80614203300645"
"2563","16.137085226877527","16.137085226877527","16.137085226877527","24.260193057774103","24.260193057774103","24.260193057774103","22.293359519095997","22.293359519095997","22.293359519095997"
"2564","17.423094571207233","17.423094571207233","17.423094571207233","23.940765345006916","23.940765345006916","23.940765345006916","22.324640919802246","22.324640919802246","22.324640919802246"
"2565","17.86196532055032","17.86196532055032","17.86196532055032","24.383586375458158","24.383586375458158","24.383586375458158","22.279541732638467","22.279541732638467","22.279541732638467"
"2566","17.579592452360075","17.579592452360075","17.579592452360075","23.89592923845264","23.89592923845264","23.89592923845264","23.278348377042786","23.278348377042786","23.278348377042786"
"2567","17.50743561867616","17.50743561867616","17.50743561867616","24.839595431764845","24.839595431764845","24.839595431764845","22.920375668172838","22.920375668172838","22.920375668172838"
"2568","17.185566250367515","17.185566250367515","17.185566250367515","24.53372452897759","24.53372452897759","24.53372452897759","22.885585548138476","22.885585548138476","22.885585548138476"
"2569","18.102690752247355","18.102690752247355","18.102690752247355","24.681081913415497","24.681081913415497","24.681081913415497","22.617279908579018","22.617279908579018","22.617279908579018"
"2570","18.34318315961854","18.34318315961854","18.34318315961854","25.305130441065916","25.305130441065916","25.305130441065916","23.03758720483635","23.03758720483635","23.03758720483635"
"2571","18.362566042819925","18.362566042819925","18.362566042819925","25.350190803787584","25.350190803787584","25.350190803787584","22.88527898994991","22.88527898994991","22.88527898994991"
"2572","18.331016484005648","18.331016484005648","18.331016484005648","25.541137329625503","25.541137329625503","25.541137329625503","23.59101434995181","23.59101434995181","23.59101434995181"
"2573","18.673263768086755","18.673263768086755","18.673263768086755","25.60184473032307","25.60184473032307","25.60184473032307","23.008183178635495","23.008183178635495","23.008183178635495"
"2574","17.363372444436447","17.363372444436447","17.363372444436447","24.991298891161033","24.991298891161033","24.991298891161033","22.82436572916634","22.82436572916634","22.82436572916634"
"2575","16.428911959539427","16.428911959539427","16.428911959539427","25.46400130661462","25.46400130661462","25.46400130661462","22.917993164851644","22.917993164851644","22.917993164851644"
"2576","17.23023176332101","17.23023176332101","17.23023176332101","24.22841959302725","24.22841959302725","24.22841959302725","22.77627217990136","22.77627217990136","22.77627217990136"
"2577","17.11867576210412","17.11867576210412","17.11867576210412","24.149010117454612","24.149010117454612","24.149010117454612","22.647808226632133","22.647808226632133","22.647808226632133"
"2578","16.657272790874813","16.657272790874813","16.657272790874813","24.593381998021368","24.593381998021368","24.593381998021368","22.637162068026374","22.637162068026374","22.637162068026374"
"2579","17.258316680628994","17.258316680628994","17.258316680628994","23.622599418854826","23.622599418854826","23.622599418854826","22.21169779323551","22.21169779323551","22.21169779323551"
"2580","16.784913616149232","16.784913616149232","16.784913616149232","23.55360118948705","23.55360118948705","23.55360118948705","22.25590799355712","22.25590799355712","22.25590799355712"
"2581","16.28625292015616","16.28625292015616","16.28625292015616","24.070502356751614","24.070502356751614","24.070502356751614","20.841502018297046","20.841502018297046","20.841502018297046"
"2582","16.796434547935974","16.796434547935974","16.796434547935974","24.2935221206712","24.2935221206712","24.2935221206712","21.035506246080413","21.035506246080413","21.035506246080413"
"2583","16.914443914311107","16.914443914311107","16.914443914311107","25.29147474371657","25.29147474371657","25.29147474371657","20.181535888149302","20.181535888149302","20.181535888149302"
"2584","16.868627172013518","16.868627172013518","16.868627172013518","25.75897734683315","25.75897734683315","25.75897734683315","19.518793159736088","19.518793159736088","19.518793159736088"
"2585","16.88970416520885","16.88970416520885","16.88970416520885","25.623548214668027","25.623548214668027","25.623548214668027","19.49262198037242","19.49262198037242","19.49262198037242"
"2586","16.85648161473532","16.85648161473532","16.85648161473532","26.28548597021534","26.28548597021534","26.28548597021534","19.4954879584447","19.4954879584447","19.4954879584447"
"2587","16.85443516714169","16.85443516714169","16.85443516714169","25.515365187378315","25.515365187378315","25.515365187378315","19.327442435828925","19.327442435828925","19.327442435828925"
"2588","17.546536458062473","17.546536458062473","17.546536458062473","26.13267914907099","26.13267914907099","26.13267914907099","19.02493948940129","19.02493948940129","19.02493948940129"
"2589","17.51169001807926","17.51169001807926","17.51169001807926","27.054319833887053","27.054319833887053","27.054319833887053","18.5127302253487","18.5127302253487","18.5127302253487"
"2590","18.119112099493492","18.119112099493492","18.119112099493492","28.011632209473927","28.011632209473927","28.011632209473927","18.589665135332393","18.589665135332393","18.589665135332393"
"2591","17.23298392659204","17.23298392659204","17.23298392659204","27.73915537537872","27.73915537537872","27.73915537537872","19.194613681200533","19.194613681200533","19.194613681200533"
"2592","17.28431599464177","17.28431599464177","17.28431599464177","27.266713576803863","27.266713576803863","27.266713576803863","18.72363145014129","18.72363145014129","18.72363145014129"
"2593","17.244019983404513","17.244019983404513","17.244019983404513","27.779466784811504","27.779466784811504","27.779466784811504","18.482539412485146","18.482539412485146","18.482539412485146"
"2594","17.492625206909032","17.492625206909032","17.492625206909032","27.437840414407386","27.437840414407386","27.437840414407386","17.994818418243526","17.994818418243526","17.994818418243526"
"2595","17.009485995648667","17.009485995648667","17.009485995648667","26.906807016497073","26.906807016497073","26.906807016497073","18.049235366321355","18.049235366321355","18.049235366321355"
"2596","16.709351682430245","16.709351682430245","16.709351682430245","26.940326304533077","26.940326304533077","26.940326304533077","17.98989008566039","17.98989008566039","17.98989008566039"
"2597","16.5322054595306","16.5322054595306","16.5322054595306","26.92201618151187","26.92201618151187","26.92201618151187","18.437513380574146","18.437513380574146","18.437513380574146"
"2598","17.19614196556998","17.19614196556998","17.19614196556998","27.90462159499025","27.90462159499025","27.90462159499025","18.692878411478205","18.692878411478205","18.692878411478205"
"2599","17.55159136215194","17.55159136215194","17.55159136215194","27.43005622162301","27.43005622162301","27.43005622162301","19.013683288197157","19.013683288197157","19.013683288197157"
"2600","16.566635370672444","16.566635370672444","16.566635370672444","26.829096817000277","26.829096817000277","26.829096817000277","18.33817294119505","18.33817294119505","18.33817294119505"
"2601","17.063506998557553","17.063506998557553","17.063506998557553","26.517412130479244","26.517412130479244","26.517412130479244","17.829571344672694","17.829571344672694","17.829571344672694"
"2602","17.224211946982265","17.224211946982265","17.224211946982265","26.259685454501767","26.259685454501767","26.259685454501767","17.89051746678774","17.89051746678774","17.89051746678774"
"2603","17.285025233255816","17.285025233255816","17.285025233255816","26.183872088419417","26.183872088419417","26.183872088419417","17.212304023696884","17.212304023696884","17.212304023696884"
"2604","17.42149678890759","17.42149678890759","17.42149678890759","25.921259408167824","25.921259408167824","25.921259408167824","16.912626922239202","16.912626922239202","16.912626922239202"
"2605","17.75694475111047","17.75694475111047","17.75694475111047","25.92147207833","25.92147207833","25.92147207833","17.389496962497304","17.389496962497304","17.389496962497304"
"2606","17.80963073360988","17.80963073360988","17.80963073360988","25.607323977640693","25.607323977640693","25.607323977640693","18.28909780194091","18.28909780194091","18.28909780194091"
"2607","17.722805204790234","17.722805204790234","17.722805204790234","25.439773003394553","25.439773003394553","25.439773003394553","17.274569243149507","17.274569243149507","17.274569243149507"
"2608","16.92640569933044","16.92640569933044","16.92640569933044","26.019806384475938","26.019806384475938","26.019806384475938","17.015623319814928","17.015623319814928","17.015623319814928"
"2609","17.09709583790774","17.09709583790774","17.09709583790774","26.3608034187183","26.3608034187183","26.3608034187183","16.171973764850126","16.171973764850126","16.171973764850126"
"2610","17.459665461405528","17.459665461405528","17.459665461405528","25.71554917238622","25.71554917238622","25.71554917238622","16.43977534772614","16.43977534772614","16.43977534772614"
"2611","17.218557409193988","17.218557409193988","17.218557409193988","25.284972450914466","25.284972450914466","25.284972450914466","15.999589638121336","15.999589638121336","15.999589638121336"
"2612","16.478454034480517","16.478454034480517","16.478454034480517","24.97194988570581","24.97194988570581","24.97194988570581","16.027115587239393","16.027115587239393","16.027115587239393"
"2613","16.090610460137995","16.090610460137995","16.090610460137995","24.2851828557835","24.2851828557835","24.2851828557835","16.68409175219545","16.68409175219545","16.68409175219545"
"2614","15.298744582643085","15.298744582643085","15.298744582643085","23.72907825428144","23.72907825428144","23.72907825428144","17.2125646037982","17.2125646037982","17.2125646037982"
"2615","15.308875303595082","15.308875303595082","15.308875303595082","23.683963507025855","23.683963507025855","23.683963507025855","16.647095354409434","16.647095354409434","16.647095354409434"
"2616","15.162321183333793","15.162321183333793","15.162321183333793","23.6773758443721","23.6773758443721","23.6773758443721","16.86454033006957","16.86454033006957","16.86454033006957"
"2617","15.170011438292875","15.170011438292875","15.170011438292875","23.707209432952926","23.707209432952926","23.707209432952926","16.817835497301324","16.817835497301324","16.817835497301324"
"2618","15.06824913113304","15.06824913113304","15.06824913113304","23.67849672675243","23.67849672675243","23.67849672675243","16.85834498394301","16.85834498394301","16.85834498394301"
"2619","14.622430020697738","14.622430020697738","14.622430020697738","22.449274725883043","22.449274725883043","22.449274725883043","16.91478768676271","16.91478768676271","16.91478768676271"
"2620","15.5841054478083","15.5841054478083","15.5841054478083","23.44952134278004","23.44952134278004","23.44952134278004","17.49803372601926","17.49803372601926","17.49803372601926"
"2621","15.92537186565384","15.92537186565384","15.92537186565384","24.428642047097515","24.428642047097515","24.428642047097515","17.718305979379917","17.718305979379917","17.718305979379917"
"2622","15.96451541052244","15.96451541052244","15.96451541052244","24.415872233435998","24.415872233435998","24.415872233435998","17.538302449059202","17.538302449059202","17.538302449059202"
"2623","16.522586531827532","16.522586531827532","16.522586531827532","24.405338411623383","24.405338411623383","24.405338411623383","17.716960697907986","17.716960697907986","17.716960697907986"
"2624","16.86118248180433","16.86118248180433","16.86118248180433","23.339021087016693","23.339021087016693","23.339021087016693","18.299066245399068","18.299066245399068","18.299066245399068"
"2625","17.757074754134965","17.757074754134965","17.757074754134965","23.3471300041399","23.3471300041399","23.3471300041399","17.977924671958746","17.977924671958746","17.977924671958746"
"2626","17.44945425980766","17.44945425980766","17.44945425980766","23.854481467155","23.854481467155","23.854481467155","18.144153730461603","18.144153730461603","18.144153730461603"
"2627","17.97359047175181","17.97359047175181","17.97359047175181","23.929687235791224","23.929687235791224","23.929687235791224","18.677756439511057","18.677756439511057","18.677756439511057"
"2628","18.46534233771278","18.46534233771278","18.46534233771278","24.33022906719847","24.33022906719847","24.33022906719847","18.665158408387775","18.665158408387775","18.665158408387775"
"2629","18.21601292634044","18.21601292634044","18.21601292634044","24.294155104663766","24.294155104663766","24.294155104663766","18.850515849229367","18.850515849229367","18.850515849229367"
"2630","18.226667282457033","18.226667282457033","18.226667282457033","24.2224856758935","24.2224856758935","24.2224856758935","17.913257692911255","17.913257692911255","17.913257692911255"
"2631","17.771140352953765","17.771140352953765","17.771140352953765","23.43069883886717","23.43069883886717","23.43069883886717","17.883653195217892","17.883653195217892","17.883653195217892"
"2632","17.60043366226761","17.60043366226761","17.60043366226761","23.48398908295813","23.48398908295813","23.48398908295813","17.53538200194791","17.53538200194791","17.53538200194791"
"2633","17.391235145243826","17.391235145243826","17.391235145243826","23.928195629389297","23.928195629389297","23.928195629389297","18.19419771507556","18.19419771507556","18.19419771507556"
"2634","17.542901182563504","17.542901182563504","17.542901182563504","24.451488292315553","24.451488292315553","24.451488292315553","17.620974608220937","17.620974608220937","17.620974608220937"
"2635","18.252480432635735","18.252480432635735","18.252480432635735","24.737439270369347","24.737439270369347","24.737439270369347","17.954391394523068","17.954391394523068","17.954391394523068"
"2636","18.723502311119688","18.723502311119688","18.723502311119688","24.283198998236326","24.283198998236326","24.283198998236326","17.79558552131609","17.79558552131609","17.79558552131609"
"2637","17.740081645606505","17.740081645606505","17.740081645606505","24.425406677444677","24.425406677444677","24.425406677444677","17.896921594650358","17.896921594650358","17.896921594650358"
"2638","17.682107600367978","17.682107600367978","17.682107600367978","24.70692362598691","24.70692362598691","24.70692362598691","18.01028732371749","18.01028732371749","18.01028732371749"
"2639","16.818063758325927","16.818063758325927","16.818063758325927","25.65153048531249","25.65153048531249","25.65153048531249","18.841680814188003","18.841680814188003","18.841680814188003"
"2640","16.322822568095646","16.322822568095646","16.322822568095646","26.165269498292673","26.165269498292673","26.165269498292673","18.649307016042492","18.649307016042492","18.649307016042492"
"2641","16.129240544161203","16.129240544161203","16.129240544161203","25.70296262944546","25.70296262944546","25.70296262944546","18.330442247131554","18.330442247131554","18.330442247131554"
"2642","15.653088187623725","15.653088187623725","15.653088187623725","26.917527177619778","26.917527177619778","26.917527177619778","17.83351211451885","17.83351211451885","17.83351211451885"
"2643","15.594466896292863","15.594466896292863","15.594466896292863","25.8211885499974","25.8211885499974","25.8211885499974","17.74128695107186","17.74128695107186","17.74128695107186"
"2644","15.135205602739948","15.135205602739948","15.135205602739948","25.831616604432597","25.831616604432597","25.831616604432597","17.840271150531336","17.840271150531336","17.840271150531336"
"2645","14.946329140533196","14.946329140533196","14.946329140533196","26.01700623565301","26.01700623565301","26.01700623565301","17.665903454023347","17.665903454023347","17.665903454023347"
"2646","15.055508773978229","15.055508773978229","15.055508773978229","25.564157161614435","25.564157161614435","25.564157161614435","17.656424688931956","17.656424688931956","17.656424688931956"
"2647","15.86214902179345","15.86214902179345","15.86214902179345","25.871733374024053","25.871733374024053","25.871733374024053","17.310517229044443","17.310517229044443","17.310517229044443"
"2648","16.43715234154092","16.43715234154092","16.43715234154092","25.417807196454337","25.417807196454337","25.417807196454337","16.85232815419088","16.85232815419088","16.85232815419088"
