"Step","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"2649","17.075071438706594","17.075071438706594","17.075071438706594","25.81146164485931","25.81146164485931","25.81146164485931","16.492754497850374","16.492754497850374","16.492754497850374"
"2650","16.961331644482083","16.961331644482083","16.961331644482083","25.76945369834539","25.76945369834539","25.76945369834539","17.00296965597497","17.00296965597497","17.00296965597497"
"2651","17.16770279160584","17.16770279160584","17.16770279160584","24.82731121008534","24.82731121008534","24.82731121008534","16.803913200588948","16.803913200588948","16.803913200588948"
"2652","16.823616777791678","16.823616777791678","16.823616777791678","24.02017165709364","24.02017165709364","24.02017165709364","16.14164112151286","16.14164112151286","16.14164112151286"
"2653","16.784970647855236","16.784970647855236","16.784970647855236","23.533844372334848","23.533844372334848","23.533844372334848","16.341492360980205","16.341492360980205","16.341492360980205"
"2654","17.253369390138413","17.253369390138413","17.253369390138413","23.479654641945935","23.479654641945935","23.479654641945935","17.10175379926863","17.10175379926863","17.10175379926863"
"2655","17.079673487963618","17.079673487963618","17.079673487963618","23.486857423100822","23.486857423100822","23.486857423100822","17.400922199641712","17.400922199641712","17.400922199641712"
"2656","16.911018304852206","16.911018304852206","16.911018304852206","22.4206985168017","22.4206985168017","22.4206985168017","16.14500047565905","16.14500047565905","16.14500047565905"
"2657","17.424742992966802","17.424742992966802","17.424742992966802","23.012705619992975","23.012705619992975","23.012705619992975","16.63614353512999","16.63614353512999","16.63614353512999"
"2658","17.417251449791742","17.417251449791742","17.417251449791742","22.364177092386978","22.364177092386978","22.364177092386978","17.33548399693365","17.33548399693365","17.33548399693365"
"2659","18.186138763600237","18.186138763600237","18.186138763600237","21.911185802231575","21.911185802231575","21.911185802231575","17.385858255199793","17.385858255199793","17.385858255199793"
"2660","17.749580692232865","17.749580692232865","17.749580692232865","21.74050335417348","21.74050335417348","21.74050335417348","17.43891667236396","17.43891667236396","17.43891667236396"
"2661","17.460347063103242","17.460347063103242","17.460347063103242","21.91742866808148","21.91742866808148","21.91742866808148","16.98476956881902","16.98476956881902","16.98476956881902"
"2662","16.940624592764546","16.940624592764546","16.940624592764546","21.83581318261411","21.83581318261411","21.83581318261411","17.115588553017272","17.115588553017272","17.115588553017272"
"2663","16.935035121980007","16.935035121980007","16.935035121980007","22.149786147225864","22.149786147225864","22.149786147225864","17.107020132095982","17.107020132095982","17.107020132095982"
"2664","17.043749229090643","17.043749229090643","17.043749229090643","22.13518291817357","22.13518291817357","22.13518291817357","17.87834571984558","17.87834571984558","17.87834571984558"
"2665","17.671119552648744","17.671119552648744","17.671119552648744","21.743318418633592","21.743318418633592","21.743318418633592","17.858938935141875","17.858938935141875","17.858938935141875"
"2666","17.23935759525875","17.23935759525875","17.23935759525875","20.83076860979986","20.83076860979986","20.83076860979986","17.2338814539707","17.2338814539707","17.2338814539707"
"2667","17.39949889190382","17.39949889190382","17.39949889190382","20.80642388596724","20.80642388596724","20.80642388596724","16.79201958112472","16.79201958112472","16.79201958112472"
"2668","17.436921178094185","17.436921178094185","17.436921178094185","20.20234285916807","20.20234285916807","20.20234285916807","17.38273829500925","17.38273829500925","17.38273829500925"
"2669","17.350271059001354","17.350271059001354","17.350271059001354","20.43270376750373","20.43270376750373","20.43270376750373","16.867917259504505","16.867917259504505","16.867917259504505"
"2670","17.330328932099068","17.330328932099068","17.330328932099068","20.858122880440824","20.858122880440824","20.858122880440824","16.18991645215491","16.18991645215491","16.18991645215491"
"2671","17.684712057918855","17.684712057918855","17.684712057918855","21.77895593872976","21.77895593872976","21.77895593872976","16.695900167931075","16.695900167931075","16.695900167931075"
"2672","16.850741847963487","16.850741847963487","16.850741847963487","21.35205192362657","21.35205192362657","21.35205192362657","16.363986449696682","16.363986449696682","16.363986449696682"
"2673","16.86535648660895","16.86535648660895","16.86535648660895","22.033938459281856","22.033938459281856","22.033938459281856","17.01077853588331","17.01077853588331","17.01077853588331"
"2674","17.01596910886524","17.01596910886524","17.01596910886524","21.40727251665585","21.40727251665585","21.40727251665585","16.88379743318013","16.88379743318013","16.88379743318013"
"2675","17.017229783961408","17.017229783961408","17.017229783961408","21.526126551137992","21.526126551137992","21.526126551137992","16.788800169829234","16.788800169829234","16.788800169829234"
"2676","17.597785984166364","17.597785984166364","17.597785984166364","21.079960531695114","21.079960531695114","21.079960531695114","16.744787972209878","16.744787972209878","16.744787972209878"
"2677","18.30524392320633","18.30524392320633","18.30524392320633","21.674207926843902","21.674207926843902","21.674207926843902","17.28897562906442","17.28897562906442","17.28897562906442"
"2678","17.81230650735449","17.81230650735449","17.81230650735449","21.566291245042777","21.566291245042777","21.566291245042777","18.12980423020839","18.12980423020839","18.12980423020839"
"2679","18.18197701790777","18.18197701790777","18.18197701790777","21.3832936825817","21.3832936825817","21.3832936825817","17.487203638767053","17.487203638767053","17.487203638767053"
"2680","18.183184530194264","18.183184530194264","18.183184530194264","21.147933884025726","21.147933884025726","21.147933884025726","17.63998222266453","17.63998222266453","17.63998222266453"
"2681","17.41726776487922","17.41726776487922","17.41726776487922","21.82932557428717","21.82932557428717","21.82932557428717","17.187806786899866","17.187806786899866","17.187806786899866"
"2682","17.425783312253095","17.425783312253095","17.425783312253095","22.597273205684672","22.597273205684672","22.597273205684672","17.21187622890559","17.21187622890559","17.21187622890559"
"2683","17.22050649666901","17.22050649666901","17.22050649666901","22.307027436477483","22.307027436477483","22.307027436477483","17.36245092209505","17.36245092209505","17.36245092209505"
"2684","16.947241908666204","16.947241908666204","16.947241908666204","22.478354422942513","22.478354422942513","22.478354422942513","17.89480660849271","17.89480660849271","17.89480660849271"
"2685","17.598408125243513","17.598408125243513","17.598408125243513","22.871863353168283","22.871863353168283","22.871863353168283","18.427759819615375","18.427759819615375","18.427759819615375"
"2686","17.761255502067566","17.761255502067566","17.761255502067566","22.689988403511123","22.689988403511123","22.689988403511123","18.743089391025556","18.743089391025556","18.743089391025556"
"2687","17.80748893678128","17.80748893678128","17.80748893678128","23.646850682837197","23.646850682837197","23.646850682837197","18.85146488524147","18.85146488524147","18.85146488524147"
"2688","18.216205444315097","18.216205444315097","18.216205444315097","23.37105199379961","23.37105199379961","23.37105199379961","18.187785455998455","18.187785455998455","18.187785455998455"
"2689","17.562833020529204","17.562833020529204","17.562833020529204","24.611188873263686","24.611188873263686","24.611188873263686","18.651349047847713","18.651349047847713","18.651349047847713"
"2690","17.689145573413704","17.689145573413704","17.689145573413704","24.590424782695568","24.590424782695568","24.590424782695568","18.625573574664877","18.625573574664877","18.625573574664877"
"2691","16.768190977411045","16.768190977411045","16.768190977411045","24.597291504408012","24.597291504408012","24.597291504408012","18.25667431770074","18.25667431770074","18.25667431770074"
"2692","16.78865005066458","16.78865005066458","16.78865005066458","25.179323758046653","25.179323758046653","25.179323758046653","18.521042140577446","18.521042140577446","18.521042140577446"
"2693","17.099766249934575","17.099766249934575","17.099766249934575","25.406534608523675","25.406534608523675","25.406534608523675","18.849441844444556","18.849441844444556","18.849441844444556"
"2694","17.201759684030424","17.201759684030424","17.201759684030424","26.026595565120346","26.026595565120346","26.026595565120346","18.432794968994745","18.432794968994745","18.432794968994745"
"2695","17.18673797237073","17.18673797237073","17.18673797237073","26.384513935113777","26.384513935113777","26.384513935113777","19.43581286596962","19.43581286596962","19.43581286596962"
"2696","17.280055378889347","17.280055378889347","17.280055378889347","25.65136055039191","25.65136055039191","25.65136055039191","19.750466676339155","19.750466676339155","19.750466676339155"
"2697","17.17349277094887","17.17349277094887","17.17349277094887","26.230294182495054","26.230294182495054","26.230294182495054","20.06505347660737","20.06505347660737","20.06505347660737"
"2698","16.943230303857252","16.943230303857252","16.943230303857252","26.36760027266064","26.36760027266064","26.36760027266064","20.884734724624895","20.884734724624895","20.884734724624895"
"2699","16.87713208324466","16.87713208324466","16.87713208324466","26.825823296358003","26.825823296358003","26.825823296358003","20.867064161945045","20.867064161945045","20.867064161945045"
"2700","16.8846687046688","16.8846687046688","16.8846687046688","26.795060452793592","26.795060452793592","26.795060452793592","20.888445355844294","20.888445355844294","20.888445355844294"
"2701","17.47720529861154","17.47720529861154","17.47720529861154","26.782901342091964","26.782901342091964","26.782901342091964","21.027233033500394","21.027233033500394","21.027233033500394"
"2702","17.616062955104585","17.616062955104585","17.616062955104585","26.754838391554262","26.754838391554262","26.754838391554262","21.169003968214664","21.169003968214664","21.169003968214664"
"2703","17.929286615979922","17.929286615979922","17.929286615979922","26.699607256105516","26.699607256105516","26.699607256105516","20.895854420462214","20.895854420462214","20.895854420462214"
"2704","17.886983280321036","17.886983280321036","17.886983280321036","26.75046740814636","26.75046740814636","26.75046740814636","21.249024755957358","21.249024755957358","21.249024755957358"
"2705","18.78368214490997","18.78368214490997","18.78368214490997","26.65899552245643","26.65899552245643","26.65899552245643","21.553682074234462","21.553682074234462","21.553682074234462"
"2706","18.454060551429084","18.454060551429084","18.454060551429084","26.48292724724697","26.48292724724697","26.48292724724697","21.11775887318684","21.11775887318684","21.11775887318684"
